"33462","dr dj mulvaney","2"
"60892","dr ag dutton","1"
"56547","professor m kuball","3"
"11369","professor af murray","2"
"41776","dr di bradley","1"
"14479","professor d sinclair","13"
"35009","professor pv coveney","7"
"67990","professor s fedotov","2"
"4572","professor k durose","1"
"23098","professor sj pickering","2"
"6702","professor g hancock","2"
"11775","professor a o'neill","5"
"49642","professor ng wright","5"
"30486","professor c bailey","3"
"46727","professor a elghazouli","3"
"41081","professor rs mackay","8"
"8392","professor a johnston","6"
"10482","professor ja mcdermid","4"
"15939","professor n topham","3"
"67509","professor lja nilsson","3"
"68356","professor a cross","1"
"46238","dr j purton","2"
"38146","professor d klenerman","2"
"50526","professor w harwin","5"
"17241","professor m wills","2"
"3065","professor f cloke","4"
"56983","professor p marsden","1"
"17160","professor pr williams","7"
"43826","professor i samuel","7"
"56727","professor j shrimpton","4"
"92833","professor a demosthenous","3"
"53225","professor r anderson","7"
"15482","professor l tarassenko","5"
"8653","dr t kazmierski","3"
"61248","dr cj baddeley","2"
"4014","mr ar dawson","2"
"54176","dr dr allan","3"
"12662","professor mj povey","3"
"57632","professor pgr smith","2"
"7851","professor c hull","2"
"48637","professor ar plummer","1"
"102074","professor c rielly","9"
"1329","professor k beven","2"
"37227","professor fw nijhoff","1"
"7747","professor j howie","10"
"52979","professor fhl essler","2"
"11473","professor rj needs","4"
"16199","professor d uttamchandani","9"
"34685","professor x wu","3"
"7492","professor d hogg","9"
"59459","professor jw hall","4"
"49445","professor sa brewster","1"
"60615","prof lord sk bhattacharyya","3"
"62151","dr jc bamber","1"
"34035","professor ba conway","5"
"42027","dr r green","1"
"34838","professor iw hamley","4"
"15619","professor s tendler","4"
"2031","professor bm brown","3"
"29222","professor rmd brydson","1"
"37647","professor a king","2"
"8483","professor mr jones","1"
"55263","professor y guo","11"
"94767","professor jr durrant","2"
"14618","professor d smith","4"
"7021","professor be hayden","5"
"58698","professor ce truman","4"
"42549","professor sm wuerger","2"
"11753","professor d o'hagan","3"
"10186","professor s marshall","4"
"33120","professor d segal","3"
"45650","professor k dholakia","2"
"11300","professor b mulgrew","4"
"55899","professor a wood","1"
"13603","professor j rose","4"
"16783","professor m weller","4"
"2244","professor a bundy","1"
"49422","professor k richards","3"
"16397","professor ab walker","1"
"4871","professor sj elston","1"
"50506","professor p kazansky","1"
"16055","professor jv tucker","5"
"2851","professor d cherns","2"
"47801","professor v vovk","3"
"38841","professor g nason","1"
"56694","dr b sauer","6"
"57277","professor pj walker","6"
"9162","professor rj langley","1"
"42474","professor i robertson","7"
"46217","professor eh linfield","7"
"32269","professor dc watts","10"
"37536","professor p heggs","1"
"38932","professor rj nichols","7"
"27835","dr a marquis","2"
"12646","professor cn potts","1"
"58677","professor w brown","2"
"21502","professor m plumbley","9"
"56833","professor af lee","10"
"30942","professor d howard","1"
"6588","professor eah hall","5"
"70440","mr ae milodowski","2"
"15285","professor p styring","11"
"70712","dr j lee","1"
"2357","professor rj bushby","2"
"1799","professor ddc bradley","10"
"37027","professor a sobolev","1"
"17558","professor cd wright","6"
"71179","professor i horrocks","1"
"6874","professor pg harrison","2"
"15555","professor s taylor","5"
"34540","dr p bristowe","6"
"21870","dr t arnot","2"
"44932","professor d worsley","7"
"48048","professor p mcclintock","4"
"52694","professor m priest","2"
"72828","professor cm johnson","4"
"55335","professor m mueller","2"
"72611","dr nj lawson","5"
"17184","professor a williams","3"
"11061","professor t monteiro","1"
"3414","professor jm coupland","1"
"56989","professor i uchegbu","3"
"45655","professor sj clarke","4"
"34203","professor chl ong","1"
"9148","professor d lane","5"
"76172","professor cb allen","3"
"15074","professor d stephenson","3"
"9080","professor mz kwiatkowska","1"
"53005","professor n linden","2"
"6372","professor sir m gregory","7"
"37709","professor s rimmer","4"
"413","professor h apsimon","2"
"48972","professor rm ashley","1"
"7457","professor a hodgson","3"
"44485","professor p wheeler","1"
"8734","professor w kendall","4"
"35928","professor hm colquhoun","4"
"41955","professor e trucco","2"
"48693","professor h petrie","5"
"1021","professor lj mason","2"
"41455","professor ao parry","5"
"37889","dr r bell","7"
"5004","professor j evans","3"
"44216","professor s parsons","1"
"71035","professor cv brown","1"
"41518","professor dr richards","1"
"45306","professor md dawson","4"
"49257","professor g sankar","7"
"21563","professor dg mccartney","7"
"50639","professor pd olmsted","3"
"2627","professor k case","4"
"7940","professor d hutchins","3"
"46168","professor pl younger","4"
"627","professor h awbi","2"
"9078","dr rsk kwan","2"
"66901","professor j gondzio","1"
"27886","professor p wilshaw","1"
"6930","professor lm harwood","1"
"14892","professor j spencer","6"
"8710","professor p kelly","9"
"55713","dr cj sutcliffe","7"
"27351","professor t gallagher","3"
"39239","professor e roberts","1"
"3386","professor f coton","1"
"44221","professor mr wilson","2"
"51356","professor l moreau","4"
"56861","professor j clarkson","9"
"9691","professor gg lonzarich","1"
"36539","professor t green","3"
"8056","professor cn ironside","2"
"8432","professor ca jones","3"
"12007","dr p palmer","1"
"11031","professor kc molloy","4"
"11287","professor s muggleton","3"
"3191","professor n collings","1"
"36791","professor r withnall","1"
"7112","professor m heikal","3"
"46119","professor jc knowles","2"
"15899","professor jf toland","9"
"8089","dr r issa","1"
"43161","professor t wright","2"
"31161","professor h braden","10"
"8936","professor j kittler","3"
"24189","professor w jones","5"
"52022","professor q shen","5"
"65573","professor r hierons","1"
"12025","professor cc pantelides","3"
"9859","professor s macchietto","2"
"34371","professor b hambly","2"
"41956","professor v kurylev","2"
"42641","professor r j hicken","3"
"355","professor i andonovic","4"
"38711","professor ma halcrow","2"
"3257","professor cc constantinou","1"
"21940","professor sd evans","3"
"22036","professor i galbraith","6"
"40596","professor e pistikopoulos","3"
"34198","professor me davies","2"
"6534","professor r gwilliam","6"
"34856","professor sjc irvine","1"
"34187","professor ar champneys","7"
"45812","professor c hardacre","15"
"12398","professor d pham","3"
"45339","professor j ye","2"
"9394","professor we leithead","2"
"31479","professor e harkin-jones","1"
"8891","professor a kinloch","1"
"16094","professor nj turner","1"
"14556","professor m slater","5"
"5296","professor wr flavell","1"
"47793","professor m butler","2"
"64696","professor ph taylor","1"
"12751","professor sl price","2"
"12400","professor adr phelps","1"
"34922","dr j peiro","1"
"52217","dr dj willock","7"
"90652","dr f marken","5"
"4597","professor me dyer","1"
"29766","professor m fisher","7"
"38202","professor e shove","1"
"5570","professor p french","2"
"4633","professor rw eason","5"
"29273","professor jp dear","4"
"46006","professor k shakesheff","9"
"10636","dr d mclernon","5"
"52344","professor m sprik","6"
"44954","professor m lucas","2"
"79430","dr j fleuriot","1"
"51232","professor m o'boyle","6"
"1801","professor m bradley","8"
"58317","professor b inkson","1"
"46741","professor p donnelly","11"
