"-128137","whelligan, dr dk","1","£353,147.00"
"102088","rouainia, dr m","1","£1,671,674.00"
"-391235","whelehan, ms p","1","£812,350.00"
"-215744","fletcher, professor sp","3","£1,269,113.00"
"29278","skeldon, professor p","1","£5,762,121.00"
"-178909","nathan, professor a","3","£8,671,275.00"
"-515733","iglesias, dr m","1","£777,199.00"
"121179","ashbrook, professor sem","1","£222,264.00"
"82512","simmons, professor m","2","£5,164,895.00"
"-154511","fulton, dr da","1","£653,245.00"
"14056","scott, professor k","2","£2,225,532.00"
"-444078","watson, dr sa","1","£405,515.00"
"-241485","wang, dr n","2","£1,247,079.00"
"-447127","lykova, dr z a","1","£36,950.00"
"-189281","schievano, dr s","1","£1,002,828.00"
"-389788","flintham, dr m","3","£6,962,371.00"
"123597","dovey, professor j","1","£403,757.00"
"-370273","bock, dr a","1","£4,536,459.00"
"119646","collier, dr r","1","£339,267.00"
"-26269","paulusma, dr d","1","£363,442.00"
"110741","weinberg, professor pd","1","£4,279,853.00"
"126062","ng, dr sx","1","£293,485.00"
"-177563","dixon, dr s","2","£2,018,127.00"
"-192991","motik, professor b","3","£2,948,135.00"
"-197871","crabtree, dr cj","1","£2,967,189.00"
"38533","strigini, professor l","1","£563,089.00"
"-398170","jacquemin, dr j g p","3","£1,767,649.00"
"115876","betts, dr tr","1","£1,023,088.00"
"99913","zhou, professor x","2","£15,900,786.00"
"67831","reeve, professor d","1","£409,917.00"
"118475","giddings, dr d","1","£924,591.00"
"91668","thomas, professor r","1","£4,696,653.00"
"25203","weightman, professor p","2","£3,784,498.00"
"-464153","somjit, dr n","2","£4,610,782.00"
"-124688","larner, professor w","1","£3,444,605.00"
"34258","pankhurst, professor q","3","£14,453,733.00"
"-156057","missier, dr p","2","£4,635,626.00"
"46173","stuart, professor a","1","£2,048,925.00"
"-6173","thompson, professor i","1","£1,924,296.00"
"37814","michie, dr wc","1","£2,481,976.00"
"6201","graham, professor wg","1","£395,371.00"
"77965","tyas, dr a","1","£376,349.00"
"89280","scholtes, professor s","1","£4,956,319.00"
"17408","wolverson, dr d","2","£437,692.00"
"69849","steemers, professor k","2","£4,624,056.00"
"6874","harrison, professor pg","1","£368,053.00"
"73058","blunt, professor mj","3","£6,092,505.00"
"30229","cheeseman, professor c","1","£3,820,872.00"
"124410","burn, dr j","1","£1,362,874.00"
"94170","byrne, professor bw","1","£3,984,294.00"
"80335","ashcroft, professor ia","4","£13,976,298.00"
"83354","bate, dr i","1","£652,126.00"
"44582","sharkh, professor s","1","£1,338,720.00"
"-27231","hudson, dr jj","2","£2,141,864.00"
"92352","thomson, dr m","1","£3,019,070.00"
"-6786","burrows, professor mt","1","£947,656.00"
"-17236","la ragione, professor rm","1","£461,854.00"
"-2799","haseloff, professor jp","1","£5,007,845.00"
"-412855","chen, dr y","1","£1,736,109.00"
"9080","kwiatkowska, professor mz","1","£4,991,610.00"
"11031","molloy, professor kc","1","£2,012,697.00"
"108019","van der werf, professor dp","1","£590,478.00"
"105888","michaelides, professor a","1","£16,442.00"
"6408","griffiths, professor aj","1","£1,997,000.00"
"102086","wilcox, professor pd","4","£6,283,684.00"
"46006","shakesheff, professor k","5","£23,482,245.00"
"-130158","ferguson, dr aj","2","£3,208,051.00"
"-413584","williams, professor b w","1","£734,786.00"
"-253451","schellart, dr a","1","£3,962,860.00"
"-467462","grot, dr b","2","£496,196.00"
"-2609","dijkstra, dr ta","1","£1,671,674.00"
"46237","chittenden, professor j","4","£1,601,640.00"
"108534","cohen, professor n","2","£5,403,348.00"
"-187895","giulietti, dr m","2","£4,155,880.00"
"34707","curtis, professor tp","4","£15,121,574.00"
"10807","michaelson, professor gj","1","£1,304,455.00"
"-73012","race, dr pr","1","£5,074,187.00"
"-183918","skordos, dr aa","3","£8,007,051.00"
"-120856","lagoudakis, professor p","2","£5,924,446.00"
"92028","ekins, professor p","7","£28,470,999.00"
"71998","masselink, professor g","2","£1,679,559.00"
"-485984","pinelli, professor a","1","£260,781.00"
"43512","greaves, professor d","4","£1,670,758.00"
"-263951","slastikov, dr v","1","£303,615.00"
"-305890","punwani, dr s","2","£4,923,735.00"
"12025","pantelides, professor cc","1","£1,535,483.00"
"-162443","mukhopadhyay, dr tk","1","£363,241.00"
"-84373","dobson, professor s","1","£4,183,694.00"
"27409","mellor, dr cj","1","£481,397.00"
"8719","kelsall, professor g","3","£3,036,656.00"
"-453708","adams, dr rw","1","£340,726.00"
"78529","boxall, professor j","2","£9,745,698.00"
"6569","halbert, professor g","1","£6,060,701.00"
"-209653","townsend, dr d","2","£994,086.00"
"-26550","reiss, dr jd","2","£2,018,127.00"
"112609","wall, professor d","2","£3,044,241.00"
"4553","dunn, professor mh","1","£4,942,312.00"
"-399342","hardwick, dr l","5","£7,141,759.00"
"-188696","freeman, dr cl","2","£2,992,972.00"
"-110937","siksek, professor s","1","£2,246,114.00"
"-3433","hedley, dr j","1","£11,057,929.00"
"-282455","boden, dr sa","1","£800,500.00"
"-112385","merrett, dr g","3","£18,651,349.00"
"-100521","kinane, dr cj","1","£498,183.00"
"56833","lee, professor af","4","£6,920,449.00"
"-504140","stringhini, dr g","2","£943,420.00"
"-111594","chapon, professor l","1","£1,491,903.00"
"67080","zhao, professor y","1","£260,582.00"
"74038","worth, professor ga","3","£670,635.00"
"54484","al-tabbaa, professor a","3","£6,597,881.00"
"-250015","imran, dr ma","1","£1,099,261.00"
"7360","hinde, professor cj","1","£1,934,793.00"
"9874","macdonald, dr j","1","£5,074,187.00"
"-191870","georgiou, dr tk","1","£606,488.00"
"40869","buckland, professor st","1","£318,915.00"
"102784","watson, professor j","3","£22,335,699.00"
"7695","houston, professor p","3","£19,079,886.00"
"82103","challenor, professor p","1","£2,008,955.00"
"9521","linden, professor pf","3","£7,306,497.00"
"45542","hilton, professor a","1","£5,415,204.00"
"109944","schraefel, professor m","4","£4,816,127.00"
"-199552","dongarra, professor j","1","£963,929.00"
"72193","peijs, professor t","2","£9,207,655.00"
"125972","budarin, dr vl","1","£3,182,328.00"
"32110","martin, professor rw","4","£3,201,029.00"
"105502","mostofi, dr a","2","£5,352,185.00"
"-219248","hofmann, dr s","4","£7,884,593.00"
"72611","lawson, dr nj","1","£1,363,268.00"
"56727","shrimpton, professor j","1","£572,579.00"
"14556","slater, professor m","1","£1,430,004.00"
"47801","vovk, professor v","1","£680,623.00"
"-303196","wells, dr v","1","£1,554,153.00"
"12600","poon, professor w","2","£9,884,492.00"
"-295071","rivera, dr p","3","£9,034,670.00"
"-14476","hu, dr z","1","£4,056,135.00"
"-21466","shephard, dr jd","3","£6,562,235.00"
"-413145","wade, professor a r p","1","£4,039,831.00"
"61191","hussey, professor ne","1","£615,454.00"
"50661","girkin, professor j","1","£418,041.00"
"61514","haddad, professor a","1","£989,588.00"
"15654","thimbleby, professor h","1","£3,091,610.00"
"7851","hull, professor c","1","£1,582,438.00"
"-241673","mac dowell, dr n","3","£3,057,045.00"
"17736","zachary, dr s","1","£150,000.00"
"96893","pelloni, professor b","1","£5,463,490.00"
"-108018","mulugetta, professor y","1","£2,001,567.00"
"77575","chen, professor w","2","£3,156,841.00"
"11870","orpen, professor a","2","£291,318.00"
"-188805","ebbens, dr s","2","£1,380,450.00"
"-424380","stuart, dr a","1","£90,244.00"
"-34927","evans, professor rg","1","£279,240.00"
"108100","smolyarenko, dr ie","1","£150,000.00"
"122399","viglas, dr s","2","£4,035,427.00"
"-58808","scanlan, professor j","2","£1,526,645.00"
"-87582","kretschmer, professor m","1","£939,389.00"
"10482","mcdermid, professor ja","1","£4,100,539.00"
"7903","hunter, krebs professor of biochemistry n","1","£175,336.00"
"75056","zaboronski, dr o","1","£161,542.00"
"17375","wisnom, professor m","4","£24,272,305.00"
"4468","dryden, professor il","2","£4,673,999.00"
"77037","lennox, professor b","1","£405,515.00"
"-435728","valera-medina, dr a","2","£2,071,878.00"
"44434","henderson, professor r","1","£546,970.00"
"-232442","ganguly, dr s","2","£6,060,660.00"
"128510","young, dr j","1","£6,550,555.00"
"-3249","adamson, professor aj","1","£4,051,357.00"
"-86251","rees jones, dr sr","1","£397,354.00"
"82760","keatch, professor r","1","£501,310.00"
"-267480","andrews, dr d","1","£5,213,689.00"
"-20277","scott, dr r","1","£317,338.00"
"-115099","wheat, dr pe","1","£122,251.00"
"-182490","sentenac, dr p","1","£1,339,398.00"
"-118467","jurdzinski, dr m","1","£229,281.00"
"-424234","chen, dr y","2","£1,123,898.00"
"126108","evangelou, dr s","1","£1,668,848.00"
"-108034","brown, dr ap","2","£1,820,608.00"
"85131","clarke, dr d","1","£1,671,674.00"
"74001","huggard, dr p","3","£1,179,350.00"
"-63724","leake, professor mc","1","£612,742.00"
"-464779","merrifield, dr r r","1","£1,249,592.00"
"-303967","jensen, dr hs","1","£3,962,860.00"
"-443185","thomas, dr t","1","£755,892.00"
"28253","strachan, dr p","2","£1,492,698.00"
"73912","hand, dr s","1","£5,575,635.00"
"56943","ochieng, professor wy","2","£4,087,970.00"
"-320139","barker, dr a","1","£630,232.00"
"112150","xu, professor h","2","£1,494,799.00"
"55434","dryfe, professor raw","2","£6,203,552.00"
"34764","griffiths, professor d","1","£5,074,187.00"
"-550122","smillie, professor j","1","£182,678.00"
"-244010","moncur, dr w","2","£1,559,029.00"
"51646","matcher, professor s","1","£652,829.00"
"-382710","vasiljevic, dr n","1","£4,553,545.00"
"44971","raynham, mr p","2","£1,694,201.00"
"-65","plater, professor aj","1","£1,415,336.00"
"34917","newson, dr t","1","£493,563.00"
"-183152","ainsworth, professor jd","2","£657,364.00"
