Id	Label	Num
36396	professor rw joyner	0	
31842	professor j willis	0	
8569	professor pw jowitt	0	
56628	dr f bouchart	0	
48972	professor rm ashley	1	
48299	dr d blackwood	0	
27401	dr a lawson	0	
13863	dr w samson	0	
38195	ms j dunkerley	0	
56618	professor c oltean-dumbrava	0	
56620	dr j moir	0	
56622	dr m morison	0	
56623	ms s hendry	0	
34831	dr jw davies	0	
2388	professor d butler	2	
51400	professor pjg pearson	0	
44159	professor m leach	1	
56645	professor d anderson	0	
14588	professor rh smallwood	0	
4572	professor k durose	1	
5004	professor j evans	3	
16783	professor m weller	4	
31813	dr j corker	0	
45006	professor cc wilson	8	
66681	professor pd prewett	0	
48432	dr se huq	0	
44998	dr p laitenberger	0	
13554	professor aj rogers	0	
10721	dr b meggitt	0	
31306	dr b meggitt	0	
66371	professor bt meggitt	0	
17318	professor m wilson	0	
5779	professor p gaydecki	6	
2259	professor m burdekin	0	
56407	professor k althoefer	3	
42273	professor t leonard	0	
27483	professor s cox	0	
49412	dr c scott	0	
49400	dr s cottrell	0	
591	professor g attard	1	
9842	dr f mabbs	0	
3216	dr d collison	4	
12392	professor l peyton jones	0	
4577	dr h durrant-whyte	0	
8853	professor gc king	0	
37773	dr h boussabaine	0	
4717	professor l edwards	0	
48291	professor m fitzpatrick	1	
17379	professor p withers	23	
9166	dr p langridge-smith	0	
8992	professor j knox	0	
29058	professor pn bartlett	8	
33993	dr j owen	0	
26031	professor j owen	0	
36916	professor j hay	0	
7875	professor sir c humphreys	6	
4040	dr e de los rios	0	
10897	professor k miller	0	
8421	professor n jonathan	0	
12053	professor g parker	0	
11168	dr a morris	0	
28919	dr c d'silva	0	
2456	professor ja cairns	0	
5284	professor ag fitzgerald	0	
21334	dr j thomson	0	
51402	professor l hench	0	
9554	professor a linney	0	
39586	professor a wright	0	
39587	mr g alusi	0	
13825	dr s sali	0	
49559	dr k afarinkia	0	
106	professor ah aghvami	3	
42822	professor re morris	2	
13767	professor a ryan	5	
56722	professor p fairclough	0	
17710	dr r young	0	
56720	professor mw matsen	0	
34838	professor iw hamley	4	
12050	professor dj parker	0	
1345	professor t beynon	0	
17146	professor jm williams	0	
5541	dr p freakley	0	
11435	professor v nassehi	0	
7510	professor rg holdich	2	
15537	professor j taylor	0	
10463	dr a mccowen	0	
14008	professor d schiffrin	0	
3384	professor r cosstick	0	
38499	professor gr mitchell	0	
3965	dr fj davis	0	
15326	mr j surtees	0	
8082	mr s isard	0	
40189	dr p taylor	0	
15544	dr p taylor	0	
48876	ms s pitt	0	
13838	professor s salmons	0	
8203	dr j jarvis	0	
11262	professor wb motherwell	0	
-11490	professor je anderson	0	
6573	professor k hale	0	
13389	professor b roberts	0	
36749	professor a tabor	1	
53866	professor m barnes	2	
16289	professor jc vickerman	0	
51351	professor da keen	0	
7713	professor jak howard	1	
58058	professor p radaelli	7	
11484	professor rj nelmes	0	
60514	professor aj florence	16	
31961	professor c pulham	3	
35872	professor s a t redfern	0	
42490	professor k muller-dethlefs	0	
21901	professor j clare	3	
26927	professor m sumner	2	
31942	dr b mellor	0	
41598	professor rjk wood	3	
1746	dr a bowyer	0	
1995	professor c brookes	0	
-159537	dr ij murray	0	
2554	mr d carden	0	
47472	professor g boons	0	
10113	professor d mapps	0	
13495	professor p robinson	0	
31831	professor r stoodley	0	
60736	professor ia sutherland	0	
5695	professor de games	0	
12031	professor c parini	2	
11855	professor a olver	0	
14449	professor ns simpkins	0	
47322	professor p page	0	
1312	professor d bethell	0	
13083	dr t reddish	0	
6016	dr j godfrey	0	
21587	professor tf watson	0	
21589	dr m sherriff	0	
8523	professor r jones	1	
69598	professor c elliott	0	
15454	professor mr taghizadeh	0	
10538	professor r mcgrath	0	
34897	dr g thorton	0	
25793	professor g thornton	0	
10186	professor s marshall	4	
1443	professor sr bishop	0	
9163	dr r langley	0	
62734	professor rs langley	6	
17645	dr e yarimer	0	
3013	professor d clary	0	
17601	professor lr wyatt	0	
21769	professor p maini	3	
22099	dr m nowak	0	
55363	professor t meese	0	
57841	professor m springford	0	
29563	dr p meeson	0	
65711	professor d reay	0	
37273	professor d reay	4	
37305	professor j clayden	3	
17290	professor t wilson	0	
48670	mr r eagle	0	
13539	professor b rogers	0	
51833	professor a holmes	0	
3908	professor sg davies	0	
3706	dr k curtis	0	
7034	professor b hayes-gill	0	
-115132	professor iw eames	0	
7014	dr jn hay	0	
43727	dr it chang	0	
12585	dr cb ponton	0	
506	professor g asher	1	
1800	dr kj bradley	0	
16244	professor p vas	0	
15259	dr af stronach	0	
9361	mr p lees	0	
59415	professor s boussakta	2	
45312	dr r wilson	0	
118	professor h ahmed	0	
15850	dr p timans	0	
53542	dr s krause	0	
40331	mr j king	0	
14281	professor jc shelton	0	
1622	professor w bonfield	0	
44684	professor dl bader	1	
10962	professor d mirshekar	0	
1735	professor r bowman	0	
13262	professor d richardson	0	
14911	dr s spiro	0	
86750	dr fb ward	0	
33110	professor af read	0	
2773	professor s chapman	0	
13148	dr g reid	0	
22587	dr p smith	0	
29751	professor k huddersman	0	
10384	dr h mcarthur	0	
26764	professor k. l. reid	0	
34569	dr s bansal	0	
7264	professor r hider	0	
42906	professor g pan	2	
42869	professor w clegg	0	
15671	professor d thomas	3	
-206573	professor c turner	0	
43587	professor dj andrews	0	
39622	dr e seddon	0	
22389	dr m mciver	0	
27708	professor p mciver	0	
57869	professor c linton	0	
43132	dr sw rees	0	
15681	professor hr thomas	5	
7866	professor v humphrey	0	
48520	ms c doody	0	
4579	professor s durucan	1	
3758	dr t daltaban	0	
424	professor j archer	0	
40650	professor k chen	7	
16561	professor j wark	4	
50168	professor jm reese	3	
46579	professor k hammond	0	
10490	professor m mcdonald	0	
7683	professor n hounsell	0	
9636	dr a lock	0	
16130	professor o tutty	0	
74102	professor p nelson	8	
6851	professor c harris	0	
11489	professor p nelson	0	
2810	dr d charnley	0	
12687	professor w powrie	14	
72933	professor j white	0	
13476	dr j robinson	0	
16911	professor j white	0	
10920	professor i mills	0	
7298	dr m hill	0	
9916	dr h mackenzie	0	
8927	professor p kirstein	0	
32038	professor s hailes	10	
7904	professor g hunter	0	
9611	dr ch lloyd	0	
46907	professor p hewlett	0	
7225	professor p hewlett	0	
41154	dr b harvey	0	
39862	dr r cherry	0	
22045	dr k moore	0	
3591	professor d crookes	0	
14883	dr i spence	0	
11216	professor pj morrow	0	
32043	dr d roantree	0	
2803	professor m charlton	1	
12177	dr jw patterson	0	
2132	professor p bruce	8	
16306	professor c vincent	0	
17270	professor emeritus j wilson	0	
4066	professor ta dean	0	
15763	dr a thomson	0	
1909	professor d brewer	0	
34659	professor ram galbraith	0	
1807	professor r bradley	0	
3386	professor f coton	1	
16286	dr m vezza	0	
17599	dr b wu	0	
12677	professor j powell	0	
13874	dr j sanders	0	
52887	dr a bridges	0	
67850	dr r davies	0	
52895	dr d davies	0	
9859	professor s macchietto	2	
102972	professor n shah	28	
40596	professor e pistikopoulos	3	
7656	professor i horsfall	0	
21247	professor j boardman	0	
6863	dr d harrison	0	
7861	dr j humberston	0	
9182	professor g laricchia	0	
52794	dr a smith	0	
27281	dr g larrichia	0	
10259	dr nj mason	0	
11110	dr d moores	0	
15622	professor j tennyson	0	
15213	professor pj storey	0	
11139	dr l morgan	0	
11061	professor t monteiro	1	
17319	sir r wilson	0	
15539	professor k taylor	0	
13012	dr d rassi	0	
8492	professor r jones	0	
11536	professor st newman	0	
7360	professor cj hinde	4	
10558	mr r mchugh	0	
52068	professor k madelin	0	
2740	professor ahc chan	0	
2253	professor r burch	0	
42684	professor s tsang	3	
103152	professor w wang	0	
9691	professor gg lonzarich	1	
53474	professor a smith	0	
61635	dr i hepburn	2	
2031	professor bm brown	3	
34350	professor d evans	0	
21223	dr c mccormack	0	
7956	professor d hutchison	7	
14303	professor w shepherd	0	
21965	dr a scott	0	
22164	professor d shepherd	0	
29691	mr d baldry	0	
9444	professor c lewis	2	
11215	dr t morrow	0	
23855	dr mj lamb	0	
6201	professor wg graham	1	
52938	dr j snaith	0	
1010	dr a basak	0	
3827	professor t david	0	
1973	professor kw brodlie	0	
32190	dr h wright	0	
55324	professor jm allwood	9	
15663	professor b thomas	0	
21241	professor t troscianko	0	
66089	professor d easty	0	
12865	mr d pycock	0	
12885	dr sf quigley	0	
10807	professor gj michaelson	1	
37967	professor ns braithwaite	2	
4943	dr b evans	0	
9098	professor c lai	0	
12321	professor a pericleous	2	
12107	professor ak parrott	0	
21813	professor gj levermore	0	
1003	professor s barton	0	
1080	professor m beach	6	
10036	mr c malcolm	0	
58408	professor k dautenhahn	1	
6702	professor g hancock	2	
2291	professor pg burke	0	
3610	professor dsf crothers	0	
8889	professor a kingston	0	
16500	professor h walters	0	
24554	dr p norrington	0	
15731	dr d thompson	0	
7249	professor a hibbert	0	
1174	professor kl bell	0	
27067	dr m rudge	0	
13155	dr rhg reid	0	
1288	professor k.a. berrington	0	
43526	dr sfc shearer	0	
43527	dr m scott	0	
43528	dr d sokolovski	0	
26600	professor a kochhar	0	
10482	professor ja mcdermid	4	
44658	professor j wang	0	
47762	professor t ruxton	0	
9473	professor mh lewis	0	
2866	professor dg chetwynd	0	
10843	professor mj miles	3	
32000	dr s hanna	0	
45280	professor j knight	4	
10043	professor s male	0	
8715	dr j kelly	0	
16961	dr g whitfield	0	
16290	dr aj vickers	0	
1210	professor mr belmont	4	
11175	dr e morris	0	
5690	professor hs gamble	0	
48884	dr d mcneill	0	
444	dr b m armstrong	0	
449	professor g a armstrong	0	
48882	professor j zhang	0	
8573	professor ba joyce	0	
497	professor p ashburn	0	
7	professor h kemhadjian	0	
8721	professor h kemhadjian	0	
13094	professor w redman-white	0	
48878	dr j hamel	0	
6605	professor s hall	2	
4665	professor w eccleston	0	
10710	professor aj medland	0	
11315	professor g mullineux	1	
36050	professor j sanger	0	
8781	dr d kerr	0	
30942	professor d howard	1	
4140	professor j derrick	1	
34639	professor h bowman	0	
1488	professor g blair	16	
2865	dr a chetwynd	0	
42714	mr wj birch	0	
17461	professor l woodcock	0	
71849	professor r needham	0	
11472	professor r needham	0	
48353	professor h edwards	0	
48489	dr c harvey	0	
48490	dr n mcbain	0	
1258	professor tm benson	0	
10239	professor ac marvin	0	
51127	dr sj porter	0	
4009	dr jf dawson	0	
8936	professor j kittler	3	
14668	dr p smith	0	
13901	professor aj sangster	0	
6274	professor c greated	0	
16775	professor pd welch	0	
9985	professor p maguire	4	
9223	dr s laverty	0	
71272	dr s laverty	0	
11242	professor aj moses	0	
15847	professor r tilley	0	
10800	dr t meydan	0	
10928	professor wi milne	6	
298	professor g amaratunga	3	
45310	professor p hu	8	
95553	professor mow richardson	0	
21794	dr gd wilcox	0	
11990	professor e paige	0	
4871	professor sj elston	1	
29650	professor c lawrence	0	
11807	dr h ockendon	0	
8096	dr c iype	0	
44961	dr c iype	0	
11311	professor t mullin	0	
7512	professor ae holdo	0	
