Source	Target	Type	Weight	TotalVal
39	96	Undirected	1.0	296437
39	99	Undirected	1.0	4217380
39	100	Undirected	2.0	4367276
39	101	Undirected	2.0	6473003
39	105	Undirected	1.0	4062954
39	110	Undirected	1.0	240435
39	115	Undirected	2.0	9993434
40	42	Undirected	1.0	1656509
40	54	Undirected	5.0	5543519
40	57	Undirected	2.0	6321762
40	58	Undirected	7.0	2081562
40	59	Undirected	2.0	6290746
40	60	Undirected	1.0	1363268
40	62	Undirected	1.0	1656509
40	63	Undirected	5.0	1375400
40	71	Undirected	9.0	8459008
40	76	Undirected	3.0	2913953
40	79	Undirected	1.0	1500938
40	82	Undirected	3.0	1681777
40	85	Undirected	7.0	5953083
40	88	Undirected	1.0	279240
40	90	Undirected	3.0	753054
40	91	Undirected	5.0	2175838
40	92	Undirected	1.0	280147
40	99	Undirected	1.0	98541
40	100	Undirected	2.0	3019777
40	101	Undirected	3.0	1040858
40	119	Undirected	4.0	780400
40	121	Undirected	2.0	672436
41	54	Undirected	1.0	6550555
41	61	Undirected	1.0	737970
41	77	Undirected	1.0	737970
41	115	Undirected	1.0	6550555
41	120	Undirected	2.0	13344696
42	43	Undirected	1.0	147434
42	45	Undirected	1.0	23578
42	50	Undirected	9.0	23220968
42	54	Undirected	1.0	4980773
42	57	Undirected	1.0	498835
42	62	Undirected	3.0	8753949
42	77	Undirected	1.0	7073862
42	85	Undirected	1.0	1656509
42	90	Undirected	1.0	23578
42	91	Undirected	1.0	4980773
42	94	Undirected	1.0	147434
42	96	Undirected	1.0	4980773
42	100	Undirected	1.0	1656509
42	102	Undirected	3.0	9025561
42	110	Undirected	3.0	3488503
42	120	Undirected	1.0	7073862
42	121	Undirected	1.0	7073862
43	45	Undirected	8.0	28565438
43	54	Undirected	1.0	511369
43	57	Undirected	4.0	6834273
43	59	Undirected	4.0	2271366
43	60	Undirected	4.0	8655106
43	61	Undirected	6.0	8051935
43	62	Undirected	26.0	68424951
43	68	Undirected	1.0	675860
43	69	Undirected	5.0	2560437
43	70	Undirected	4.0	1658680
43	71	Undirected	2.0	850241
43	80	Undirected	2.0	5386601
43	83	Undirected	3.0	1395655
43	85	Undirected	1.0	7154512
43	87	Undirected	11.0	52125945
43	90	Undirected	19.0	54420254
43	91	Undirected	1.0	5282600
43	94	Undirected	2.0	208536
43	97	Undirected	8.0	4022730
43	98	Undirected	1.0	811642
43	102	Undirected	1.0	147434
43	104	Undirected	5.0	2365051
43	106	Undirected	1.0	435724
43	107	Undirected	7.0	17725703
43	108	Undirected	6.0	8849027
43	111	Undirected	3.0	12857223
43	112	Undirected	1.0	5282600
43	113	Undirected	1.0	1384899
43	119	Undirected	1.0	395371
44	53	Undirected	1.0	1218040
44	56	Undirected	14.0	10931853
44	57	Undirected	2.0	876014
44	63	Undirected	20.0	16032546
44	64	Undirected	2.0	1282030
44	65	Undirected	4.0	8907947
44	66	Undirected	24.0	22716997
44	76	Undirected	8.0	9468288
44	78	Undirected	20.0	20534816
44	79	Undirected	11.0	10863439
44	80	Undirected	3.0	8216450
44	105	Undirected	11.0	14559154
44	114	Undirected	1.0	935304
45	57	Undirected	8.0	23693528
45	59	Undirected	1.0	789139
45	60	Undirected	7.0	18557879
45	61	Undirected	1.0	789139
45	62	Undirected	14.0	31265631
45	66	Undirected	1.0	715138
45	70	Undirected	3.0	6069040
45	71	Undirected	2.0	4845274
45	75	Undirected	3.0	1408534
45	82	Undirected	1.0	101062
45	83	Undirected	4.0	4370280
45	85	Undirected	1.0	4920206
45	87	Undirected	10.0	35532307
45	89	Undirected	1.0	43571
45	90	Undirected	11.0	35864785
45	91	Undirected	1.0	768786
45	92	Undirected	1.0	715138
45	97	Undirected	1.0	6883333
45	100	Undirected	1.0	4056135
45	104	Undirected	2.0	1030353
45	107	Undirected	3.0	5825366
45	108	Undirected	1.0	715138
45	113	Undirected	3.0	2646419
45	119	Undirected	1.0	768786
46	48	Undirected	4.0	1436679
46	49	Undirected	16.0	36059453
46	51	Undirected	4.0	11341742
46	52	Undirected	13.0	30305780
46	53	Undirected	9.0	14827301
46	54	Undirected	1.0	3910923
46	57	Undirected	1.0	238693
46	68	Undirected	2.0	6001619
46	72	Undirected	1.0	5965328
46	73	Undirected	1.0	3697945
46	74	Undirected	1.0	3697945
46	80	Undirected	1.0	3910923
46	85	Undirected	1.0	238693
46	101	Undirected	3.0	7258479
46	103	Undirected	1.0	343515
46	105	Undirected	1.0	977833
46	115	Undirected	1.0	3910923
46	118	Undirected	2.0	1647934
47	54	Undirected	5.0	16166621
47	60	Undirected	1.0	12592
47	62	Undirected	1.0	12592
47	76	Undirected	1.0	2048925
47	77	Undirected	1.0	1339398
47	79	Undirected	1.0	2048925
47	96	Undirected	2.0	5845233
47	100	Undirected	2.0	7111302
47	104	Undirected	1.0	12592
47	105	Undirected	1.0	2048925
47	106	Undirected	10.0	16429094
47	109	Undirected	1.0	5782838
47	115	Undirected	1.0	5832641
47	120	Undirected	1.0	1339398
48	49	Undirected	15.0	15817666
48	51	Undirected	2.0	5055223
48	53	Undirected	10.0	14327947
48	74	Undirected	2.0	1344588
48	86	Undirected	1.0	4051357
48	99	Undirected	2.0	1067327
48	103	Undirected	3.0	1688103
48	105	Undirected	1.0	4062954
48	115	Undirected	1.0	4062954
48	118	Undirected	1.0	840940
49	51	Undirected	26.0	45225186
49	52	Undirected	10.0	24126978
49	53	Undirected	65.0	94885321
49	54	Undirected	2.0	7911525
49	59	Undirected	1.0	822223
49	67	Undirected	2.0	4458207
49	71	Undirected	1.0	628709
49	72	Undirected	3.0	14922677
49	73	Undirected	6.0	11947079
49	74	Undirected	7.0	7538960
49	80	Undirected	6.0	11336438
49	85	Undirected	1.0	1023446
49	86	Undirected	30.0	35517296
49	99	Undirected	8.0	12248951
49	100	Undirected	3.0	807260
49	101	Undirected	9.0	16475905
49	105	Undirected	1.0	4062954
49	114	Undirected	3.0	3967071
49	115	Undirected	2.0	7973877
49	117	Undirected	3.0	6850250
49	118	Undirected	2.0	1629217
50	57	Undirected	1.0	498835
50	62	Undirected	3.0	7728245
50	77	Undirected	1.0	7073862
50	91	Undirected	2.0	654383
50	102	Undirected	3.0	10174341
50	120	Undirected	1.0	7073862
50	121	Undirected	1.0	7073862
51	52	Undirected	3.0	14737658
51	53	Undirected	33.0	65591212
51	54	Undirected	1.0	3910923
51	56	Undirected	1.0	3454896
51	65	Undirected	1.0	3610642
51	67	Undirected	11.0	14780612
51	69	Undirected	3.0	14095500
51	72	Undirected	1.0	5965328
51	76	Undirected	2.0	7584967
51	80	Undirected	5.0	13184945
51	81	Undirected	10.0	22492592
51	82	Undirected	2.0	5534323
51	83	Undirected	2.0	3844142
51	86	Undirected	21.0	25884421
51	91	Undirected	1.0	756016
51	92	Undirected	8.0	17968620
51	97	Undirected	3.0	5470466
51	98	Undirected	17.0	33561390
51	99	Undirected	1.0	1656843
51	100	Undirected	3.0	2423363
51	101	Undirected	12.0	27263936
51	105	Undirected	7.0	14008576
51	106	Undirected	1.0	1175282
51	110	Undirected	1.0	4353851
51	114	Undirected	20.0	30962885
51	115	Undirected	3.0	8369099
51	117	Undirected	20.0	25979591
52	53	Undirected	3.0	868020
52	57	Undirected	3.0	5714423
52	67	Undirected	1.0	19854
52	68	Undirected	13.0	25914902
52	69	Undirected	3.0	5746882
52	73	Undirected	2.0	9113149
52	74	Undirected	1.0	3697945
52	81	Undirected	1.0	3034323
52	82	Undirected	3.0	3764404
52	85	Undirected	1.0	5411009
52	86	Undirected	2.0	970257
52	92	Undirected	3.0	4897415
52	97	Undirected	1.0	3034323
52	98	Undirected	2.0	14717804
52	99	Undirected	10.0	4601446
52	100	Undirected	9.0	5585827
52	117	Undirected	1.0	19854
52	118	Undirected	18.0	14234223
53	54	Undirected	3.0	13842005
53	56	Undirected	1.0	3454896
53	57	Undirected	1.0	467457
53	64	Undirected	1.0	643307
53	65	Undirected	1.0	2992297
53	67	Undirected	7.0	17416783
53	68	Undirected	1.0	4993902
53	69	Undirected	1.0	5032504
53	71	Undirected	2.0	11686638
53	72	Undirected	2.0	11895808
53	73	Undirected	2.0	5509186
53	74	Undirected	6.0	3165467
53	80	Undirected	7.0	18279086
53	86	Undirected	30.0	40638630
53	92	Undirected	8.0	14878886
53	98	Undirected	2.0	5052689
53	99	Undirected	2.0	8561017
53	100	Undirected	2.0	657364
53	101	Undirected	13.0	21535201
53	105	Undirected	4.0	10419538
53	109	Undirected	1.0	2503462
53	114	Undirected	9.0	24390102
53	115	Undirected	3.0	13904357
53	117	Undirected	8.0	13385796
53	119	Undirected	1.0	5292695
54	61	Undirected	4.0	627301
54	72	Undirected	1.0	5930480
54	80	Undirected	2.0	4716095
54	81	Undirected	1.0	99283
54	83	Undirected	2.0	610652
54	86	Undirected	1.0	4000602
54	91	Undirected	1.0	4980773
54	96	Undirected	3.0	11579393
54	99	Undirected	1.0	4217380
54	100	Undirected	2.0	10000218
54	106	Undirected	5.0	14035246
54	109	Undirected	12.0	32496928
54	115	Undirected	9.0	25600099
54	119	Undirected	5.0	10278002
54	120	Undirected	4.0	19169112
55	59	Undirected	1.0	204437
55	62	Undirected	1.0	99445
55	82	Undirected	1.0	2050049
55	83	Undirected	1.0	4450960
55	87	Undirected	4.0	14671751
55	88	Undirected	10.0	20914180
55	89	Undirected	2.0	5342758
55	90	Undirected	1.0	4644894
55	93	Undirected	2.0	5013563
55	94	Undirected	1.0	1222168
55	95	Undirected	11.0	25966097
55	107	Undirected	1.0	98955
55	108	Undirected	1.0	295981
55	113	Undirected	1.0	4644894
56	63	Undirected	11.0	11716385
56	64	Undirected	2.0	1282030
56	65	Undirected	3.0	7736798
56	66	Undirected	10.0	10371620
56	67	Undirected	1.0	3454896
56	76	Undirected	8.0	9468288
56	78	Undirected	12.0	10736696
56	79	Undirected	9.0	9751714
56	80	Undirected	4.0	11671346
56	95	Undirected	1.0	298236
56	105	Undirected	11.0	11825175
56	114	Undirected	4.0	4374408
57	59	Undirected	5.0	11736351
57	60	Undirected	17.0	27966980
57	61	Undirected	28.0	38545263
57	62	Undirected	4.0	7140248
57	64	Undirected	3.0	2005789
57	70	Undirected	8.0	13691914
57	71	Undirected	1.0	4056135
57	75	Undirected	2.0	2688475
57	76	Undirected	1.0	777199
57	77	Undirected	1.0	4115477
57	79	Undirected	4.0	2499989
57	80	Undirected	9.0	19437106
57	81	Undirected	1.0	1544199
57	82	Undirected	7.0	9595941
57	83	Undirected	16.0	29639763
57	84	Undirected	6.0	17720321
57	85	Undirected	8.0	30073192
57	86	Undirected	1.0	2251024
57	87	Undirected	3.0	7384784
57	88	Undirected	4.0	9318692
57	89	Undirected	1.0	211227
57	90	Undirected	7.0	6529226
57	91	Undirected	34.0	57034079
57	95	Undirected	1.0	1095170
57	96	Undirected	5.0	11536955
57	97	Undirected	3.0	11044762
57	99	Undirected	12.0	17501538
57	100	Undirected	8.0	7605997
57	102	Undirected	2.0	1414778
57	105	Undirected	5.0	3081413
57	106	Undirected	1.0	488017
57	108	Undirected	2.0	895781
57	110	Undirected	4.0	9106354
57	113	Undirected	1.0	966179
57	118	Undirected	1.0	100549
57	119	Undirected	2.0	1892589
58	101	Undirected	3.0	1040858
58	119	Undirected	3.0	557545
58	121	Undirected	3.0	14377472
59	60	Undirected	6.0	12644588
59	61	Undirected	2.0	1674410
59	62	Undirected	2.0	6229241
59	70	Undirected	2.0	477911
59	71	Undirected	2.0	850241
59	83	Undirected	1.0	61102
59	85	Undirected	2.0	9361985
59	90	Undirected	2.0	4657902
59	91	Undirected	6.0	6316021
59	94	Undirected	1.0	61102
59	104	Undirected	1.0	61102
59	108	Undirected	1.0	6168139
59	118	Undirected	1.0	822223
60	61	Undirected	4.0	9087785
60	62	Undirected	5.0	13982363
60	63	Undirected	1.0	1094685
60	65	Undirected	1.0	1094685
60	68	Undirected	2.0	600324
60	70	Undirected	2.0	1411889
60	71	Undirected	2.0	4845274
60	77	Undirected	1.0	256836
60	80	Undirected	1.0	2060466
60	82	Undirected	1.0	995080
60	83	Undirected	3.0	3891513
60	84	Undirected	2.0	2196333
60	85	Undirected	10.0	16639316
60	87	Undirected	4.0	14528535
60	90	Undirected	11.0	21253474
60	91	Undirected	1.0	995080
60	96	Undirected	2.0	1276122
60	99	Undirected	1.0	995080
60	100	Undirected	2.0	5419403
60	104	Undirected	1.0	12592
60	106	Undirected	1.0	12592
60	107	Undirected	1.0	6418295
60	108	Undirected	1.0	6168139
60	110	Undirected	2.0	943489
61	62	Undirected	6.0	9876641
61	70	Undirected	1.0	995080
61	71	Undirected	1.0	789139
61	76	Undirected	1.0	95699
61	77	Undirected	2.0	2237982
61	80	Undirected	1.0	1231298
61	82	Undirected	1.0	995080
61	84	Undirected	2.0	1095709
61	85	Undirected	12.0	27406817
61	87	Undirected	2.0	6481946
61	90	Undirected	2.0	6518924
61	91	Undirected	1.0	995080
61	96	Undirected	2.0	3324942
61	99	Undirected	1.0	995080
61	100	Undirected	2.0	564372
61	107	Undirected	2.0	6481946
61	108	Undirected	2.0	5862750
61	115	Undirected	3.0	426215
62	66	Undirected	1.0	715138
62	70	Undirected	5.0	16605413
62	71	Undirected	1.0	61102
62	75	Undirected	1.0	460998
62	77	Undirected	3.0	7343523
62	82	Undirected	2.0	899566
62	83	Undirected	7.0	7926157
62	85	Undirected	4.0	19899366
62	87	Undirected	16.0	64924957
62	90	Undirected	17.0	56083619
62	91	Undirected	2.0	654383
62	92	Undirected	1.0	715138
62	94	Undirected	1.0	61102
62	96	Undirected	1.0	12592
62	100	Undirected	1.0	1656509
62	102	Undirected	4.0	13531922
62	104	Undirected	3.0	534692
62	106	Undirected	1.0	12592
62	107	Undirected	5.0	17932899
62	108	Undirected	4.0	7628010
62	111	Undirected	1.0	6331952
62	112	Undirected	1.0	1114553
62	113	Undirected	2.0	1597284
62	120	Undirected	1.0	7073862
62	121	Undirected	1.0	7073862
63	64	Undirected	2.0	1282030
63	65	Undirected	5.0	9212494
63	66	Undirected	15.0	14014519
63	67	Undirected	1.0	1228231
63	68	Undirected	1.0	430833
63	76	Undirected	21.0	16771737
63	78	Undirected	9.0	9767767
63	79	Undirected	24.0	28888560
63	80	Undirected	3.0	8216450
63	87	Undirected	1.0	1094685
63	95	Undirected	1.0	298236
63	105	Undirected	22.0	19242906
63	114	Undirected	1.0	298236
64	66	Undirected	2.0	1282030
64	67	Undirected	4.0	1510137
64	76	Undirected	2.0	1282030
64	78	Undirected	2.0	1282030
64	79	Undirected	3.0	1533334
64	80	Undirected	11.0	18483256
64	91	Undirected	2.0	1544569
64	101	Undirected	1.0	6834903
64	105	Undirected	6.0	10348057
64	114	Undirected	4.0	1256137
64	115	Undirected	1.0	2262469
65	66	Undirected	3.0	7736798
65	68	Undirected	5.0	8040568
65	76	Undirected	8.0	21507484
65	78	Undirected	3.0	7736798
65	79	Undirected	9.0	18637533
65	80	Undirected	2.0	7586798
65	81	Undirected	1.0	461854
65	87	Undirected	1.0	1094685
65	105	Undirected	8.0	18934855
65	108	Undirected	1.0	501448
65	112	Undirected	1.0	592169
65	119	Undirected	1.0	491232
66	76	Undirected	8.0	9468288
66	78	Undirected	12.0	13645193
66	79	Undirected	9.0	10402777
66	80	Undirected	3.0	8216450
66	92	Undirected	1.0	715138
66	94	Undirected	1.0	866380
66	95	Undirected	2.0	192953
66	105	Undirected	7.0	10627230
66	108	Undirected	1.0	715138
67	76	Undirected	1.0	4142427
67	79	Undirected	1.0	1228231
67	80	Undirected	4.0	7786957
67	82	Undirected	1.0	5004658
67	83	Undirected	1.0	5004658
67	86	Undirected	4.0	7712844
67	92	Undirected	4.0	2342490
67	93	Undirected	1.0	841259
67	95	Undirected	1.0	5004658
67	98	Undirected	2.0	320753
67	100	Undirected	1.0	4183694
67	101	Undirected	5.0	9996082
67	105	Undirected	2.0	4545165
67	107	Undirected	1.0	5004658
67	114	Undirected	18.0	21386334
67	117	Undirected	10.0	11724858
68	71	Undirected	1.0	3210627
68	79	Undirected	3.0	2205125
68	82	Undirected	2.0	730081
68	90	Undirected	2.0	1309928
68	91	Undirected	1.0	896741
68	99	Undirected	5.0	6744906
68	100	Undirected	1.0	1219152
68	105	Undirected	2.0	2718240
68	112	Undirected	3.0	1107530
68	119	Undirected	1.0	491232
69	70	Undirected	6.0	9939675
69	71	Undirected	1.0	1255009
69	73	Undirected	1.0	477577
69	76	Undirected	1.0	582976
69	81	Undirected	1.0	4462097
69	82	Undirected	1.0	4462097
69	83	Undirected	2.0	9346691
69	86	Undirected	1.0	5032504
69	92	Undirected	2.0	9116350
69	97	Undirected	6.0	3576996
69	98	Undirected	2.0	6287513
69	99	Undirected	2.0	1611834
69	100	Undirected	1.0	4884594
69	101	Undirected	1.0	4081694
69	114	Undirected	6.0	7666126
69	117	Undirected	1.0	4081694
69	118	Undirected	2.0	1302526
70	71	Undirected	2.0	81021
70	81	Undirected	1.0	7190025
70	82	Undirected	4.0	13823006
70	83	Undirected	11.0	21859210
70	84	Undirected	1.0	995080
70	85	Undirected	2.0	5915286
70	87	Undirected	5.0	17802664
70	89	Undirected	1.0	19919
70	90	Undirected	1.0	4145262
70	91	Undirected	1.0	995080
70	94	Undirected	1.0	61102
70	95	Undirected	3.0	7825945
70	97	Undirected	4.0	1586524
70	99	Undirected	1.0	995080
70	100	Undirected	2.0	4904513
70	104	Undirected	2.0	6443263
71	83	Undirected	3.0	1139437
71	84	Undirected	1.0	913558
71	85	Undirected	3.0	3514647
71	89	Undirected	1.0	19919
71	90	Undirected	4.0	850867
71	91	Undirected	6.0	7808920
71	94	Undirected	1.0	61102
71	98	Undirected	1.0	1255009
71	100	Undirected	5.0	6847518
71	104	Undirected	1.0	61102
71	110	Undirected	3.0	5681364
72	101	Undirected	2.0	9218742
72	115	Undirected	1.0	5930480
72	117	Undirected	1.0	3253414
73	74	Undirected	4.0	4883290
73	118	Undirected	2.0	1266091
74	92	Undirected	3.0	1019739
74	101	Undirected	3.0	1019739
74	103	Undirected	3.0	1622871
74	105	Undirected	1.0	939908
75	82	Undirected	1.0	101062
75	83	Undirected	2.0	562060
75	87	Undirected	3.0	2963954
75	95	Undirected	1.0	5296044
75	97	Undirected	2.0	1010101
75	102	Undirected	1.0	460998
75	104	Undirected	4.0	6600443
75	113	Undirected	2.0	5395749
76	78	Undirected	8.0	9468288
76	79	Undirected	19.0	31501403
76	80	Undirected	3.0	8216450
76	85	Undirected	1.0	3768933
76	87	Undirected	1.0	2551402
76	105	Undirected	18.0	39153719
77	82	Undirected	1.0	12825
77	83	Undirected	1.0	256836
77	85	Undirected	3.0	788831
77	87	Undirected	2.0	269661
77	100	Undirected	1.0	530918
77	102	Undirected	1.0	7073862
77	107	Undirected	1.0	12825
77	120	Undirected	3.0	9828596
77	121	Undirected	1.0	7073862
78	79	Undirected	9.0	10402777
78	80	Undirected	3.0	8216450
78	105	Undirected	6.0	9168828
79	80	Undirected	3.0	8216450
79	85	Undirected	3.0	1692490
79	97	Undirected	1.0	99345
79	105	Undirected	20.0	33959819
80	86	Undirected	1.0	3489111
80	90	Undirected	1.0	2931366
80	91	Undirected	4.0	8196238
80	99	Undirected	1.0	5871323
80	101	Undirected	2.0	10324014
80	105	Undirected	7.0	17282477
80	114	Undirected	6.0	8498596
80	115	Undirected	4.0	5248642
80	117	Undirected	2.0	3884333
81	82	Undirected	9.0	29211126
81	83	Undirected	10.0	36068918
81	93	Undirected	1.0	4875659
81	97	Undirected	4.0	5941112
81	98	Undirected	5.0	11458369
81	100	Undirected	1.0	4259176
81	102	Undirected	1.0	4259176
82	83	Undirected	13.0	49409164
82	84	Undirected	1.0	995080
82	85	Undirected	1.0	995080
82	87	Undirected	8.0	16407055
82	88	Undirected	3.0	2704025
82	91	Undirected	1.0	995080
82	93	Undirected	3.0	10931377
82	95	Undirected	2.0	9880688
82	97	Undirected	2.0	3250206
82	98	Undirected	1.0	3034323
82	99	Undirected	1.0	995080
82	100	Undirected	2.0	5274806
82	102	Undirected	1.0	4259176
82	107	Undirected	2.0	5017483
82	114	Undirected	1.0	5004658
83	87	Undirected	15.0	29351197
83	89	Undirected	1.0	211227
83	90	Undirected	1.0	823184
83	91	Undirected	2.0	3097215
83	93	Undirected	2.0	5880661
83	94	Undirected	1.0	61102
83	95	Undirected	4.0	7543612
83	97	Undirected	1.0	215883
83	98	Undirected	1.0	1344142
83	100	Undirected	2.0	9143770
83	102	Undirected	6.0	12353589
83	104	Undirected	2.0	522100
83	107	Undirected	1.0	5004658
83	114	Undirected	1.0	5004658
84	85	Undirected	1.0	995080
84	90	Undirected	3.0	4895562
84	91	Undirected	9.0	24005272
84	99	Undirected	1.0	995080
84	100	Undirected	1.0	763902
84	108	Undirected	1.0	100629
85	87	Undirected	2.0	12074718
85	88	Undirected	2.0	8666093
85	90	Undirected	1.0	7154512
85	91	Undirected	1.0	995080
85	99	Undirected	2.0	2983472
85	100	Undirected	5.0	6224347
85	105	Undirected	1.0	769539
85	106	Undirected	3.0	3030741
85	108	Undirected	1.0	6168139
86	91	Undirected	1.0	2251024
86	92	Undirected	2.0	40039
86	98	Undirected	3.0	5979106
86	100	Undirected	2.0	5134097
86	101	Undirected	4.0	8440767
86	114	Undirected	3.0	9269392
86	117	Undirected	7.0	8255061
86	120	Undirected	1.0	342884
87	88	Undirected	1.0	5123946
87	89	Undirected	3.0	4787842
87	90	Undirected	15.0	59438589
87	93	Undirected	5.0	8611505
87	95	Undirected	4.0	6582143
87	97	Undirected	1.0	4012827
87	100	Undirected	1.0	100554
87	102	Undirected	1.0	460998
87	104	Undirected	3.0	575287
87	107	Undirected	5.0	15535041
87	111	Undirected	3.0	11828273
87	112	Undirected	1.0	355949
87	113	Undirected	1.0	4644894
88	89	Undirected	1.0	697864
88	95	Undirected	5.0	6073895
88	97	Undirected	2.0	356179
88	107	Undirected	1.0	101608
89	90	Undirected	1.0	4644894
89	100	Undirected	1.0	19919
89	104	Undirected	1.0	43571
89	108	Undirected	2.0	1145264
89	113	Undirected	1.0	4644894
90	91	Undirected	8.0	20158831
90	98	Undirected	1.0	811642
90	104	Undirected	1.0	811642
90	107	Undirected	3.0	11994778
90	108	Undirected	7.0	3156280
90	110	Undirected	2.0	758164
90	111	Undirected	2.0	699515
90	112	Undirected	4.0	7331084
90	113	Undirected	6.0	6889171
90	119	Undirected	1.0	395371
91	96	Undirected	3.0	10777342
91	99	Undirected	1.0	995080
91	100	Undirected	1.0	756016
91	110	Undirected	7.0	20297542
91	111	Undirected	1.0	7492223
91	112	Undirected	6.0	18763045
91	113	Undirected	1.0	966179
91	119	Undirected	2.0	1965421
91	121	Undirected	1.0	572579
92	98	Undirected	1.0	20185
92	101	Undirected	22.0	24575393
92	108	Undirected	1.0	715138
92	114	Undirected	19.0	28453564
92	117	Undirected	37.0	33411821
93	94	Undirected	1.0	74174
93	95	Undirected	8.0	11045544
93	107	Undirected	1.0	2711070
93	114	Undirected	2.0	1888971
94	95	Undirected	2.0	5214297
94	102	Undirected	1.0	147434
94	104	Undirected	1.0	61102
94	107	Undirected	2.0	4162158
95	104	Undirected	8.0	21067715
95	107	Undirected	4.0	10169681
95	111	Undirected	1.0	595238
95	113	Undirected	2.0	5891282
95	114	Undirected	4.0	5923880
96	104	Undirected	1.0	12592
96	106	Undirected	2.0	5845233
96	109	Undirected	1.0	1223982
96	115	Undirected	1.0	5832641
96	119	Undirected	2.0	6598620
96	120	Undirected	1.0	5374638
97	98	Undirected	13.0	10881916
98	101	Undirected	1.0	20185
98	104	Undirected	1.0	811642
98	107	Undirected	1.0	811642
98	108	Undirected	1.0	811642
98	114	Undirected	1.0	5032504
98	117	Undirected	1.0	20185
99	100	Undirected	10.0	14121381
99	101	Undirected	1.0	1782704
99	111	Undirected	1.0	3693477
99	117	Undirected	6.0	2852796
99	118	Undirected	3.0	1401871
100	101	Undirected	1.0	4183694
100	102	Undirected	1.0	4259176
100	106	Undirected	3.0	2700882
100	109	Undirected	1.0	5782838
100	111	Undirected	1.0	3693477
100	113	Undirected	2.0	1060300
100	117	Undirected	1.0	4183694
100	118	Undirected	1.0	100549
101	105	Undirected	2.0	663437
101	114	Undirected	10.0	22925519
101	115	Undirected	3.0	806020
101	117	Undirected	30.0	38212959
102	104	Undirected	1.0	460998
102	120	Undirected	1.0	7073862
102	121	Undirected	1.0	7073862
104	106	Undirected	1.0	12592
104	107	Undirected	6.0	7092883
104	108	Undirected	1.0	811642
104	113	Undirected	1.0	5296044
105	114	Undirected	1.0	361972
105	115	Undirected	1.0	4062954
105	117	Undirected	3.0	1066175
105	119	Undirected	1.0	1395661
105	120	Undirected	1.0	1395661
106	115	Undirected	2.0	8943564
106	119	Undirected	1.0	3110923
107	108	Undirected	1.0	811642
107	111	Undirected	2.0	617084
107	114	Undirected	1.0	5004658
108	111	Undirected	1.0	1229895
108	112	Undirected	1.0	545920
108	113	Undirected	4.0	2125694
108	119	Undirected	1.0	395371
109	115	Undirected	4.0	12475089
109	119	Undirected	1.0	1223982
109	120	Undirected	2.0	1931854
110	112	Undirected	1.0	4563820
110	117	Undirected	1.0	4353851
110	119	Undirected	3.0	11965303
111	112	Undirected	6.0	18011198
111	113	Undirected	6.0	12828944
112	113	Undirected	5.0	19597815
114	115	Undirected	1.0	395222
114	117	Undirected	33.0	30906594
115	117	Undirected	1.0	395222
115	119	Undirected	1.0	3110923
115	120	Undirected	2.0	7052903
119	120	Undirected	2.0	6770299
120	121	Undirected	1.0	7073862
