Id,Label,Num,Val
37172,allsop, professor nwh,1,198999
272,allsop, professor r,18,1337740
273,allsopp, dr d,2,269311
275,allwinkle, professor s,2,114591
278,allwood, dr r,2,314039
39935,alm, dr n,1,251765
283,almond, dr m,1,44722
281,almond, professor d,5,642610
286,alond, dr m,1,44722
38933,alpay, dr e,3,92431
288,alper, dr t,2,194375
35624,alpern, professor sr,1,5190
46339,alshawi, professor m,5,590345
26862,alston, dr da,2,254352
49476,altman, mr d,1,139149
24092,alty, professor j,3,526851
39587,alusi, mr g,1,172531
298,amaratunga, professor g,9,1052115
300,amass, dr a j,2,724337
305,ambraseys, professor n,4,300962
30937,ames, professor j,3,247975
307,amini, professor s,2,150224
64968,amoroso, dr aj,1,172972
312,amos, dr r,5,497370
315,anastasiou, dr k,4,342378
324,anderson, dr d,2,89297
44814,anderson, dr j,1,104417
344,anderson, dr ja,2,331689
34563,anderson, dr p,4,571521
34501,anderson, dr r,1,42859
341,anderson, dr t,2,319924
31337,anderson, mr d,1,189845
40230,anderson, mr m,1,67065
347,anderson, professor a,1,84801
52433,anderson, professor ah,2,243653
323,anderson, professor cw,5,386663
56645,anderson, professor d,1,92818
327,anderson, professor gk,4,756254
37119,anderson, professor hl,4,470098
350,anderson, professor j,1,38865
31879,anderson, professor jc,7,323639
-11490,anderson, professor je,3,208334
49426,anderson, professor mg,1,164982
27512,anderson, professor mw,8,1342364
26866,anderson, professor s,5,1293597
340,anderson, professor sj,1,110957
352,anderson, professor t,5,803396
342,anderson, professor w,3,270678
355,andonovic, professor i,7,811347
358,andres, professor u,1,37256
377,andrews, dr k,1,4827
375,andrews, dr p,1,6632669
29070,andrews, dr s,1,137799
34855,andrews, dr sr,5,1257396
368,andrews, professor bj,1,64934
369,andrews, professor d,3,530924
36586,andrews, professor dg,1,76634
43587,andrews, professor dj,4,369876
372,andrews, professor ge,10,1554541
70804,andrews, professor sc,1,87244
48909,angeli, professor p,1,235021
381,angell, professor io,2,163679
382,angus, professor jas,3,469135
36327,annable, dr r,1,109406
386,ansell, dr mp,4,425703
61177,ansorge, dr re,2,798507
48315,anstice, dr h,2,312872
34219,anumba, professor cj,4,510729
67281,anwar, dr a,1,53467
32569,aouad, professor g,4,813121
396,aplin, dr p,1,142687
398,appa, dr gm,1,33301
405,appleton, professor e,2,226582
413,apsimon, professor h,3,131614
417,archer, professor c,1,425978
424,archer, professor j,2,314328
426,arcoumanis, professor c,15,1645637
82902,ardavan, professor a,1,329911
56730,ariyaeeinia, professor am,1,160470
434,armes, professor sp,17,1632967
32398,armitage, dr a,1,136254
43379,armitage, dr d,2,105243
439,armitage, mr b,1,27095
440,armitage, mr j,3,444044
443,armour, professor d,8,660144
442,armour, professor e,5,187542
444,armstrong, dr b m,9,1722929
446,armstrong, dr d,1,40643
39509,armstrong, dr j,1,140365
29262,armstrong, professor a,10,744373
445,armstrong, professor cg,6,871485
449,armstrong, professor g a,5,1176400
453,armstrong, professor r,1,123207
-26119,arnell, professor rd,10,1244982
460,arnold, dr j,5,651502
39497,arnold, dr s,1,158402
21942,arnold, professor j,16,6970241
32083,arnold, professor r,1,127816
68102,arnold, professor rj,1,127816
21870,arnot, dr t,1,145093
27686,aroussi, professor a,4,691356
470,arridge, professor sr,2,127512
51420,arrigan, professor dwm,1,67411
54492,arrighi, dr v,4,483967
474,arrowsmith, professor dk,2,378478
32588,arslan, professor t,1,106784
480,arthur, professor f,1,126179
31522,arvind, professor d,1,93321
488,asbury, dr a,1,50961
491,asenov, professor ama,8,7939329
45719,asghari, dr m,1,116912
497,ashburn, professor p,10,14407293
50745,ashburner, professor m,1,11000
501,ashby, professor m,10,7353185
506,asher, professor g,7,1342147
507,ashfold, professor mnr,15,2282179
512,ashford, professor n,4,240480
513,ashkenazi, professor v,3,395527
48972,ashley, professor rm,11,890968
518,ashton, dr j,3,378145
519,ashton, dr n,4,762910
25643,ashwell, professor g,14,1444768
43470,ashwin, professor p,5,178498
43998,ashworth, dr sh,3,374479
50090,ashworth, mr j,1,239486
532,ashworth, mr j,1,36983
59322,ashworth, mr j,1,239486
52522,ashworth, professor pj,1,181801
54622,askham, professor j,2,88850
31978,aspden, professor r,3,396389
536,aspinall, dr hc,3,55819
537,aspinall, professor pa,3,362974
540,aspinwall, mr d,7,1767317
44914,assender, professor h,1,7863900
40531,astin, dr tr,1,175176
23300,astley, dr sm,1,252636
68073,astolfi, professor a,1,23231
546,aston, dr pj,3,116460
554,atherton, professor dp,3,212237
36395,athwal, dr c,1,227787
-414123,atiyah, professor sir m,7,6328030
23760,atkin, dr b,5,683721
560,atkin, professor b,2,106825
564,atkins, dr t,1,95739
23852,atkins, professor ag,4,378455
566,atkins, professor e,4,668642
578,atkinson, dr dj,8,1119537
36056,atkinson, dr g,1,138046
580,atkinson, mr p,1,104525
38923,atkinson, professor a,7,784364
-216845,atkinson, professor ac,2,142896
585,atkinson, professor c,2,194177
570,atkinson, professor hv,7,1352554
587,atkinson, professor j,5,538012
29868,atkinson, professor k,1,164178
572,atkinson, professor m,4,319799
588,atkinson, professor mp,6,768796
24038,atkinson, professor r,11,997425
36392,atlar, professor m,3,205363
591,attard, professor g,8,628556
592,attenborough, professor k,10,536717
42304,attenburrow, professor ge,2,165270
594,atterton, mr t,4,227768
69155,attewell, mr b,1,93291
595,attewell, professor p,1,93291
596,attfield, professor jp,5,5280766
599,attwood, professor d,4,160306
27830,atungsiri, dr s,1,114549
72030,atungsiri, dr s,1,114549
602,atwell, dr es,1,175739
26721,au, dr j,2,255525
59831,au, dr y,1,257112
603,au, dr y,3,512637
35718,aubery, dr j,1,410378
607,aubrey, dr j,3,1676171
609,auckland, professor d,6,540064
48487,audsley, professor n,1,201963
43378,aulton, professor m,2,105243
45081,austin, dr b,1,22511
616,austin, dr b,3,111991
618,austin, dr j,4,420736
70418,austin, dr l,1,84625
21216,austin, professor j,12,1385850
619,austin, professor s,10,1049505
33277,averill, dr a,1,151432
624,aveyard, professor r,3,246975
41392,avgerou, professor c,3,222221
29848,avis, professor n,3,644148
37434,avison, professor d,2,52151
627,awbi, professor h,2,237804
629,axcell, dr b,1,178092
39559,aykroyd, dr r,3,277038
28948,aylett, professor r,4,517099
639,ayscough, professor p,1,50802
41623,azapagic, professor a,2,276018
42824,azzi, dr d,1,82081
52136,azzopardi, dr d,1,167973
643,azzopardi, professor b,14,1162831
27484,baber, professor c,1,150197
645,babiker, professor m,7,648079
41906,babinsky, professor h,2,248411
39765,babitsky, professor v,2,103405
30483,backhouse, professor c,10,1994758
652,bacon, professor jm,6,679705
37749,badcock, professor k,3,266750
42254,baden fuller, professor c,2,172440
44684,bader, professor dl,1,121003
23056,bader, professor m,7,861688
28335,badnell, professor n,3,39163
41101,baesens, dr c,1,38344
671,baggott, dr r,2,143398
34492,baggott, mr a,1,254138
28479,baghurst, dr d,1,81672
59911,baguley, professor ts,1,53371
679,bahaj, professor as,2,410419
682,bailes, professor p,2,192875
77330,bailey, dr j,2,171485
690,bailey, dr r,3,307887
38739,bailey, dr t,3,72305
695,bailey, professor a,2,213598
30486,bailey, professor c,4,561538
27183,bailey, professor pd,5,382112
691,bailey, professor tc,1,126202
25542,bailin, professor d,2,239615
705,bain, professor c,8,830076
715,baines, dr g,1,88932
712,baines, professor mj,5,247145
29082,baines, professor rw,4,419174
718,baird, dr m,1,44382
721,baird, dr peg,6,1125270
722,baird, dr t,3,262377
723,baird, professor m,1,128644
725,baker, dr a,1,251871
726,baker, dr a,2,168277
59521,baker, dr j,2,248225
732,baker, dr j,2,248225
735,baker, dr n,1,96836
737,baker, dr r,1,126782
31900,baker, mr m,1,109738
33935,baker, mr n,1,111726
751,baker, professor b,1,34334
729,baker, professor cj,5,463129
749,baker, professor cth,5,146756
750,baker, professor d,1,40141
731,baker, professor hj,9,2072759
733,baker, professor jm,6,587112
752,baker, professor k,6,903058
28037,baker, professor mj,3,488611
39593,baker, professor rd,1,139401
742,baker, professor t n,5,514980
761,bakhtar, professor f,1,107620
763,balachandran, professor w,6,759770
68891,balasubramaniam, dr d,1,207015
34709,balasubramanian, professor s,2,77771
46533,balding, professor dj,3,219123
29691,baldry, mr d,3,184053
768,baldwin, dr a,8,866806
776,baldwin, professor j,5,637435
775,baldwin, sir j,6,888840
782,balint-kurti, professor g,11,1394308
783,balkan, professor n,7,888133
789,ball, dr e,1,57866
44112,ball, dr r,1,38070
43925,ball, mr r,8,1220039
798,ball, mrs c,1,39463
799,ball, professor a,4,615995
27531,ball, professor ad,1,109674
790,ball, professor fg,7,263579
794,ball, professor rc,9,5194920
800,ball, professor sir j,9,591106
803,ballance, dr d,3,401604
804,ballantine, dr j,3,2340486
813,balmforth, professor d,2,271344
62151,bamber, dr jc,3,561974
37306,banares-alcantara, dr r,1,273022
824,banerjee, dr s,1,67703
823,banerjee, professor jr,3,218182
825,banfill, professor pf,6,483131
-503262,bangert, professor u,9,995402
831,banieqbal, dr b,1,167787
35898,banister, dr p,2,172578
44119,banister, professor d,8,691824
44532,banks, dr c,1,283338
21967,banks, emeritus research professor wm,6,754142
835,banks, professor c,2,402349
837,banks, professor s,4,536845
849,bannister, mr b,1,88536
34569,bansal, dr s,1,165293
21540,banting, dr l,1,33346
42590,banwart, professor s,5,538686
31896,barber, dr r,1,126782
25929,barber, dr z,7,1827909
857,barber, professor d,3,361081
868,barbour, dr i,1,74765
28408,barclay, dr p,1,146260
872,barclay, professor i,2,324091
24741,barclay, professor l,2,290202
873,bard, dr e,1,291028
21707,bardell, dr n,1,102257
66047,bardhan, dr k,1,243313
875,barenghi, professor cf,2,57118
876,barford, professor w,7,368747
878,barham, professor pj,6,814535
884,barker, dr m,2,298825
879,barker, professor a,2,216184
889,barker, professor h,4,289832
50535,barker, professor ja,3,280785
890,barker, professor jr,10,9296163
29842,barker, professor p,1,103527
58055,barker, professor r,4,480747
34741,barkley, professor d,4,236864
28709,barlow, dr cy,1,234426
42722,barltrop, professor n,5,377493
910,barnes, dr ac,6,1204540
912,barnes, dr f,1,157870
35415,barnes, dr s,1,125524
923,barnes, mr j,1,53406
924,barnes, mr p,1,388370
925,barnes, mr r,2,535167
921,barnes, professor d,2,308241
53866,barnes, professor m,2,259140
916,barnes, professor p,12,2937207
25011,barnes, professor p a,7,761892
29233,barnes, professor wl,7,722887
932,barnett, professor s,12,967004
935,barnham, professor k w j,5,883864
936,barnwell, dr p,1,25000
26726,baron, mr j,3,332748
28915,baron, professor p,2,94829
939,barr, dr hc,2,125475
940,barr, dr j,2,504563
69604,barr, dr r,1,184655
941,barr, professor a,1,93300
32069,barr, professor b,1,129875
-83620,barralet, professor j,1,52610
53466,barrar, professor p,4,414399
38160,barratt, dr r,1,41792
56182,barrett, dr m,1,53101
961,barrett, dr r,5,4469065
962,barrett, dr r,2,210067
963,barrett, dr s,4,11884056
50377,barrett, mr d,1,213767
66059,barrett, mr d,1,213767
29439,barrett, professor j,4,271666
959,barrett, professor p,9,828624
952,barrett, professor t,16,2436700
967,barrie, mr p,1,126692
968,barringer, professor h,5,849083
42124,barrow, professor da,6,639072
978,barrow, professor h,2,287314
987,bartholomew, dr r,1,17959
989,bartle, professor k,18,1789670
-181661,bartlett, dr k,1,135700
29058,bartlett, professor pn,9,889703
21681,bartley, dr j,1,60668
996,barton, dr j,7,1038190
997,barton, dr m,3,572124
998,barton, dr m,1,161224
60613,barton, dr p,1,235410
1001,barton, dr s,1,55192
994,barton, professor d,7,964732
52811,barton, professor j,6,267831
27601,barton, professor n,3,228884
1003,barton, professor s,13,1096001
29179,bartuccelli, dr mv,1,115060
1008,baruch, dr j,6,869724
1010,basak, dr a,6,505484
1012,basden, dr a,6,848174
28545,basheer, professor m,5,621315
1013,bashford, dr c,1,57338
-109391,bass, dr jm,1,52161
1018,bassett, professor d,7,1056568
1024,batchelder, professor d,14,1587665
55374,batchelor, professor j,2,179810
1029,batchelor, professor r,1,28032
38411,bate, dr p,1,524098
-45486,bate, professor ps,1,524098
56731,bateman, mr a,1,160470
54187,bateman, mr r,1,41128
1031,bateman, professor a,3,777498
55174,bateman, professor a,4,866420
1033,bates, dr c,1,84600
44170,bates, dr j,2,368054
1036,bates, professor ca,1,20738
52454,bates, professor pd,1,164982
1040,batey, professor p w j,1,30209
1043,bather, professor j,1,80510
32058,bathurst, dr jc,1,129844
1047,batt, dr l,2,72942
49514,batt, professor m,1,164900
1051,battle, professor p,7,1029306
43140,batty, professor m,6,1446322
56554,baughan, mr cj,3,300932
1056,baulch, professor d,1,114052
1060,baxendale, dr r,1,64934
29373,baxendale, mr m,1,55800
29033,baxter, dr m,3,159543
29035,baxter, dr m,4,277993
1065,baxter, miss l,1,102850
1064,baxter, professor r,3,701561
31895,bayes, mr j,1,54161
72100,bayford, professor r,1,236351
31543,bayliss, mr p,1,40194
1076,bayliss, professor s,6,464243
34745,bayvel, professor p,5,1369550
1080,beach, professor m,5,1042686
-5419,beale, professor r,2,128318
43089,beard, dr an,2,119732
26734,beardsmore, mr d,1,86278
1096,bearman, professor pw,9,838542
1100,beattie, dr w,1,151742
1103,beatty, dr pc,1,133943
27431,beaujean, dr d,1,57941
60194,beaumont, dr a,1,20583
1108,beaumont, professor s,8,1399305
74866,beaumont, professor s,14,11011413
30621,beavis, dr j,1,135645
1111,bebbington, dr d,3,601023
1113,beck, dr mb,3,100140
-411723,beck, professor m,1,140501
1115,beck, professor m,7,428004
1116,becker, professor a,5,682131
1121,beckett, dr p,1,183313
35682,beckwith, dr c,1,125502
1124,beddard, professor g,4,722832
1125,beddie, mrs l,1,52305
1131,beduz, professor c,4,2324220
29229,beeby, professor a,6,274747
27728,beeby, professor aw,2,151677
1135,beeby, professor j,4,151576
21459,beech, dr i,1,99824
1136,beech, dr j,4,437042
58952,beedie, dr d,1,106784
104669,beer, dr md,1,230700
27951,beer, mr a,2,205627
1142,beer, professor pd,6,688900
1148,beevers, dr c,1,127317
1150,beevers, professor a,4,469777
96678,beezer, professor a,1,26190
1165,bell, dr a,1,132433
21305,bell, dr d,3,279499
52683,bell, dr f,1,10181
1172,bell, dr g,1,81454
1173,bell, dr g,4,219298
1189,bell, dr im,5,420236
21316,bell, dr j,1,93935
35000,bell, dr j,3,427093
43573,bell, dr jm,1,108610
1175,bell, dr m,3,459029
37889,bell, dr r,3,625969
36328,bell, mr d,1,28729
1192,bell, mr r,3,170288
-215824,bell, professor ar,10,1036407
1194,bell, professor d,1,158418
1174,bell, professor kl,4,2556986
1177,bell, professor m,19,1811978
1176,bell, professor mc,16,937175
42608,bell, professor n,1,121696
57441,bell, professor n,1,121696
1197,bell, professor r,3,508059
1182,bell, professor sej,4,332021
1198,bell, professor t,5,669777
1210,belmont, professor mr,2,220423
1212,bench-capon, professor t,3,564990
1214,bendell, professor a,1,28617
1216,bending, professor sj,12,967474
27406,benedict, dr ka,6,4787076
1218,benfield, dr r,3,200360
1219,benford, professor s,6,1098745
37356,benhadj-dijilali, dr r,1,119152
1223,benjamin, professor s,3,321449
1226,benjamin, professor t,1,241409
1227,benkreira, professor h,6,1292459
1228,bennell, dr j,1,50081
61472,bennet, dr j,4,547817
48778,bennett, dr j,4,547817
28174,bennett, dr l,2,105806
1245,bennett, dr s,4,577951
26971,bennett, mr a,2,145334
36400,bennett, mr g,2,170663
31938,bennett, mr s,1,72253
36982,bennett, ms d,1,60390
1233,bennett, professor d,3,136956
1250,bennett, professor j,2,205424
1251,bennett, professor k,13,1418646
52742,bennington, professor sm,1,156100
1254,bennion, professor i,15,4186600
1258,benson, professor tm,9,913900
1263,bentley, dr tw,2,105503
21516,bentley, professor ma,4,114695
58491,berk, dr da,1,55426
21897,berman, dr l,1,119560
1285,berovic, dr n,2,315816
1288,berrington, professor k.a.,4,1863435
34684,berrisford, dr d,5,530665
46345,berry, dr e,2,190758
1293,berry, dr f,2,162627
1301,berry, professor fj,3,248534
62340,berry, professor jn,1,208541
48332,berry, professor p,1,140970
1303,berzins, professor m,7,1075026
1305,besant, professor c,2,426953
1306,bessant, professor j,6,1082163
1309,best, dr s,2,134671
52502,best, professor jl,1,181801
42533,best, professor ng,1,123811
54564,best, professor s,1,158322
1312,bethell, professor d,11,1255077
1313,beton, professor ph,10,5868449
1318,bettess, professor p,15,4813448
1319,betts, dr d,2,53115
1323,betts, mr a,1,73806
26572,betts, mr j,1,125918
52507,bevan, professor k,2,242299
1329,beven, professor k,2,121497
44124,beverland, dr i,1,5523
1337,bevis, professor m,12,2291194
1346,beynon, dr wm,2,230829
1343,beynon, professor jh,5,3573784
1345,beynon, professor t,9,1317405
1352,bhadeshia, professor h,13,2957604
68829,bhalerao, dr a,2,227769
78238,bhamra, dr t,1,246750
73782,bhamra, professor t,1,246750
1353,bhansali, professor r,2,78689
1355,bhatt, dr p,1,180804
50181,bhattacharya, professor a,10,1209067
60615,bhattacharyya, prof lord sk,1,330604
1358,bhatti, dr rs,1,46642
1361,bialek, professor jw,1,63931
1362,bicanic, professor n,7,427683
50150,bicarregui, dr j,2,151166
1363,bicker, dr r,3,260916
1366,bickley, dr r,1,247451
47010,bicknell, dr j,1,139410
1367,biddlestone, dr aj,2,201508
1368,biddulph, dr r,1,122264
72227,bierman, dr g,1,148088
22234,biffin, dr m,1,133459
57545,bifone, dr a,3,262512
44689,biggs, professor mj,2,701137
1375,bigham, dr j,1,175469
1376,bijl, mr a,1,75222
74829,biktashev, professor vn,1,51943
1377,bilby, professor b,1,5149
1378,billam, dr j,1,65675
1381,billett, professor e,5,438056
1383,billingham, professor j,10,1614954
50716,billingham, professor j,1,52363
1382,billingham, professor nc,11,547119
25230,billings, professor sa,10,1320322
1386,billingsley, professor j,4,104062
44759,billowes, professor j,2,295706
38059,binding, dr dm,1,46997
51067,bingel, dr p,2,111052
59375,bingham, professor cm,1,175462
1393,binks, dr j,1,108974
21910,binks, professor b,2,111374
1395,binley, professor a,4,304223
1396,binner, professor j,7,765341
78753,binnie, dr d,1,147001
1398,binnie, dr td,4,455331
1399,binnie, professor dm,1,74793
1401,binns, professor c,11,1637537
44719,birch, professor b,2,146592
1408,birch, professor d,10,1213824
27403,birchall, professor j,2,327220
27536,bird, dr a,1,124931
21872,bird, dr mr,2,248697
1422,bird, dr p,3,234435
1423,bird, professor b,1,90892
1419,bird, professor d,14,1013647
1425,birdsall, dr d,1,107949
46001,birkin, dr pr,1,102687
56707,birkin, professor fk,1,162949
41812,birks, professor ta,5,680103
44697,birmingham, professor rw,1,2171139
35683,birrell, professor g,1,136515
1433,birse, professor mc,1,86874
1435,birtley, mr n,1,107037
1439,bishop, dr h,2,129213
1442,bishop, dr n,6,481047
1444,bishop, mr j,6,460952
31994,bishop, professor c,3,541100
1446,bishop, professor rf,5,575379
1443,bishop, professor sr,5,357919
26860,biss, mr t,2,184988
1447,bissell, professor pr,4,226837
1448,bisset, dr d,3,137055
40338,biswas, dr r,1,97478
1449,bithell, dr eg,1,97083
1450,bititci, professor us,6,387960
27742,blachut, dr j,3,472668
28648,black, dr ra,4,3517250
44960,black, dr s,2,167215
1455,black, professor nd,1,31442
1467,blackburn, mr a,2,189541
32281,blackburn, professor s,4,1049362
58567,blackhall, mr n,1,143956
67602,blackman, professor t,1,182675
1476,blackmore, mr b,1,124931
48299,blackwood, dr d,4,267670
36725,blades, mrs m,1,56703
1488,blair, professor g,16,1912638
1491,blair, professor g,2,980489
1494,blake, dr a,1,70433
1500,blake, dr r,1,56054
1493,blake, professor a,5,371417
46296,blake, professor aj,3,715130
1504,blakeborough, professor a,5,373496
1509,blamire, professor m,19,3376195
1510,blanchard, mr b,5,347837
31350,blanchflower, mr w,1,112256
27846,bland, dr c,2,133863
58148,bland, dr t,1,95507
1513,bland, professor jac,18,1780134
41037,blandford, professor a,2,380658
1524,bleasdale, dr c,1,6141
34557,bleijs, dr j,3,186619
1526,bleloch, professor a,2,252977
45358,blencowe, dr m,1,32100
1512,blend, dr j,1,28617
36034,blenkinsop, dr p,3,225636
1532,block, professor h,5,309790
1533,blockley, professor d,9,784347
1534,blood, professor p,17,1549282
1540,bloor, dr m,6,1015152
1541,bloor, professor d,10,687731
31867,bloor, professor m,3,636075
1543,blott, dr b,3,779644
49979,blount, professor g,2,148199
1545,blow, professor d,1,24000
26239,blow, professor k,1,1007160
1547,blower, professor p,2,167671
57725,blowey, dr jf,2,127055
1550,bloxham, mr p,1,125502
64660,blundell, professor m,1,34879
38091,blundell, professor s,6,1213923
1552,blundell, professor sir t,1,274000
1554,blunn, professor g,3,484025
28073,blunt, dr l,1,120853
53872,blunt, professor l,1,120853
43594,blyth, dr c,1,3093556
1557,blythe, dr h,5,425812
57895,blythe, professor p,1,135700
1558,boaden, professor r,3,303445
1559,boag, professor n m,3,231616
1562,board, mr m,3,194155
1563,board, professor k,5,662115
37897,boardman, mr p,1,85253
1566,boardman, professor a,7,391026
21247,boardman, professor j,7,1427995
35650,bober, professor m,1,148131
29318,bobrowski, mr r,1,187619
1571,bochmann, professor m,24,1947607
1574,boddy, mr d,1,257248
1578,boden, dr p,2,227760
1577,boden, professor n,17,1796706
1586,bohm, professor d,1,42814
56494,boiten, dr e,1,131148
54186,bojarevics, dr v,1,139324
1590,boldyreff, professor c,1,177703
1593,bolouri, professor h,2,192681
26556,bolton, dr a,1,52414
1602,bolton, professor dj,2,78958
1604,bolton, professor hr,2,627496
21566,bolton, professor j,2,301830
1598,bolton, professor md,4,534228
41208,bommer, professor j,2,191580
27692,bond, dr t,2,3558303
1615,bond, mr p,1,79640
41669,bond, professor d,1,60636
48606,bond, professor g,2,153361
39092,bonet, professor j,3,320562
1622,bonfield, professor w,8,12584381
41281,bonner, dr jvh,1,103527
1626,bonnett, professor r,1,51650
1627,bonney, professor m,1,128244
1629,bonsall, professor pw,6,870632
66003,bonshek, dr r,1,250022
1633,booker, dr gr,11,1211260
47472,boons, professor g,4,446872
1640,booth, dr b,1,214393
37063,booth, dr b,1,134467
1641,booth, dr c,7,440772
1648,booth, dr k,2,118301
1649,booth, dr n,1,29800
21564,booth, dr w,1,134467
1651,booth, mr a,1,126379
1647,booth, professor j,3,104490
1655,boothroyd, professor at,8,4612290
40963,borchers, professor dl,1,137036
1662,bornat, professor r,2,226669
43762,borodich, professor f,1,5350
27091,borthwick, professor agl,10,899462
37636,boshier, dr m g,5,2193719
1674,boswell, professor l,3,569108
76456,botchway, professor sw,1,144137
1676,bott, dr t,2,159894
24898,bottaci, dr l,1,77805
1684,bottrell, professor s,2,100593
56628,bouchart, dr f,1,45549
45461,bouchlaghem, professor d,2,70945
58711,boughton, dr n,2,386624
70419,boulter, mr p,1,95805
18818,bounds, professor d,2,357238
21881,bounds, professor d,1,251757
29510,bourne, professor nk,2,355937
70478,bouwmeester, dr d,1,526312
1695,bovey, dr jd,1,130513
46265,bowcock, dr p,1,1975
40105,bowden, professor a,1,388370
75106,bowden, professor g,1,182758
32020,bowditch, professor b,1,115567
1704,bowen, dr r,1,66992
66318,bowen, mr d,1,143559
1708,bowen, professor d,2,340153
1703,bowen, professor p,3,329615
40837,bowen, professor p,1,84600
72898,bowen, professor p,9,1390007
22301,bowen, professor wr,7,1610942
1712,bower, professor dj,1,31259
37051,bowers, dr r,1,142573
1715,bowers, professor ja,1,60241
1718,bowes, professor s,1,172898
