Id,Label,Num,Val
4180,dickens, professor p,3,433912
31336,dickerson, mr d,1,39762
4186,dickin, dr e,1,88990
27677,dickin, dr f,3,220439
4190,dickinson, dr d,1,14170
53760,dickinson, dr d,1,14170
95619,dickinson, dr d,2,138970
4189,dickinson, professor a s,7,1977544
4191,dickinson, professor e,2,266874
4198,dickinson, professor k,2,143939
34370,dickman, dr p,1,175539
4201,dickson, dr d,3,207743
38541,diffey, mr k,1,4754147
29341,digby, dr g,1,216181
4210,diggle, professor pj,6,500316
4215,dilworth, dr i,1,165186
4217,dilworth, professor j,8,428794
60050,dimigen, dr g,1,360269
-214143,dines, dr jab,2,342457
4224,dines, dr t,3,181682
58587,dingley, dr d,1,37152
42249,dislis, dr c,2,198496
37153,disliss, dr c,1,82831
38248,dissado, professor la,2,345045
36311,dix, professor aj,5,371553
53674,dixon, dr cl,3,337914
28714,dixon, dr m,1,80487
4243,dixon, dr r,1,125773
4239,dixon, professor n,4,250054
26204,dixon, professor r,2,257286
4253,dixon-lewis, professor g,1,76579
4256,dlay, professor ss,1,76041
35396,dobbyn, mr c,1,88600
59700,dobson, dr b,8,2280992
4264,dobson, professor cm,2,208216
32900,dobson, professor j,1,213211
4267,dobson, professor pj,15,10464203
54344,dodds, dr g,1,126194
4288,dodson, mr d,1,172687
4289,dodson, professor ah,1,181976
4291,dodson, professor g,1,259000
4297,doggett, mr m,1,55800
41628,doherty, dr a,2,184697
4299,doherty, mr p,3,3777773
40850,dold, professor j,7,318147
4305,dollimore, ms j,2,267112
4309,dombey, professor n,2,239615
57524,domingue, professor j,1,4041
4312,dominy, professor r,2,212206
4313,domone, dr p,2,113090
4315,donald dbe frs, professor a,6,549427
4320,donaldson, professor gb,9,1302334
4322,donaldson, professor j,3,310844
43067,donaldson, professor n. de n.,1,320456
4325,done, professor g,4,306840
-108698,donegan, dr ha,1,31442
45305,dong, dr l,1,125921
48928,dong, professor p,2,263792
4329,donnachie, professor a,1,86874
21761,donne, professor ke,1,32657
4333,donnelly, dr t,1,114382
46741,donnelly, professor p,4,238481
4332,donnelly, professor s,4,610781
4335,donovan, dr k,2,208205
4336,donovan, dr p,5,207259
4337,donovan, professor rj,3,51330
48520,doody, ms c,1,180898
4340,dooner, mr m,3,172262
4341,doorly, professor dj,3,212612
44740,doran, dr sj,2,217512
4343,doran, prof j,2,203555
66061,doran, professor d,1,152263
-116900,doran, professor nj,9,2485982
4345,dore, dr a,3,64664
4347,dore, professor j,2,56843
4352,dorey, professor a,6,861743
37781,dorey, professor h,1,97578
36495,dorey, professor n,1,124800
40054,dorey, professor p,2,134462
4354,dorlas, dr t,2,21400
50091,dornan, mr t,1,239486
4362,double, dr j,1,141088
26804,dougherty, dr g,1,3000
4367,dougherty, mr m,1,97228
4368,doughty, dr g,4,1545940
4369,doughty, dr k,1,90000
78824,doughty, mr k,1,90000
52161,douglas, dr p,1,56611
4377,douglas, dr s,1,123792
4378,douglas, mr j,1,50205
51041,douglas, professor i,1,165217
38225,douglas, professor r,1,68280
4386,dove, dr m,1,143807
4390,dove, professor m,3,285014
4389,dove, professor mt,6,487953
4393,dover, professor b,5,438775
4398,dowd, dr v,1,81500
4397,dowd, professor p,2,221436
4399,dowden, professor jm,4,244381
54577,dowers, mr s,1,110401
24852,dowker, dr sep,1,62680
33125,dowling, professor dame a,5,556314
37358,downes, professor s,1,37285
25958,downie, dr j,1,38000
4411,downie, professor mj,8,580941
4413,downing, dr o,2,211522
55542,downing, mr cs,2,104049
4414,downs, professor aj,4,554032
4415,downton, professor a,4,732921
31194,dowsen, professor d,1,202122
4417,dowsett, professor mg,9,1205150
52082,dowson, dr a,1,51533
4421,dowson, professor d,7,1036773
4424,doyle, dr j,1,35858
36514,doyle, dr r,1,110605
4426,doyle, dr s,1,5000
31340,doyle, mr k,2,218746
27040,draffan, professor i,2,203645
36952,drake, dr p,1,239898
39910,drakopoulou-dodd, professor s,1,31259
4441,draper, dr sw,1,86021
4452,drew, professor m,4,322861
43273,drewello, dr t,2,265138
41846,drikakis, professor d,5,382104
50145,drinkwater, professor b,5,406241
44182,dripps, dr j,2,235900
39732,driscoll, professor jl,9,1753038
52721,dritschel, dr d,1,24020
4460,drossopoulou, professor s,1,224888
69194,druce, dr t,1,51112
4464,drummond, dr i,2,120496
4468,dryden, professor il,3,254570
55434,dryfe, professor raw,3,299288
4470,drysdale, professor d,6,528708
4472,du boulay, professor b,3,162941
78022,duance, professor v,1,425978
41933,duberley, professor j,2,267589
28854,duce, professor da,2,169899
38537,ducharme, dr r,1,42618
4477,duck, professor p,9,634693
4481,duckett, dr ra,8,5038803
52047,dudarev, dr s,1,16000
22173,duddell, dr d,1,201695
4484,dudek, dr sjm,2,145753
4485,dudeney, dr aw,1,172518
4491,duer, professor m,2,1381420
4493,duff, dr ar,3,232114
22892,duff, professor i,2,378803
4500,duffill, dr a,2,322423
4505,duffy, dr j,5,923265
4508,duffy, mr n,1,87138
4504,duffy, professor a,3,443292
34623,dugdale, dr d,1,151220
41482,duke, professor d,2,448208
4519,duke, professor p,1,30149
27421,dulay, dr n,3,528071
4520,duller, dr a,2,191518
46578,dumville, dr m,1,200750
4523,dunbar, dr r,2,204119
44042,duncan, dr a,4,261076
21508,duncan, professor d,5,249548
29756,duncan, professor s,4,1170550
30116,dunham, professor r,1,61784
38195,dunkerley, ms j,4,182718
4541,dunkin, dr ir,7,677016
58446,dunlop, dr a,1,96800
4545,dunlop, professor j,3,352979
54349,dunmur, professor d,8,606525
4548,dunn, dr jl,1,20738
4550,dunn, dr k,2,1943039
4552,dunn, dr rw,4,364438
4553,dunn, professor mh,12,3336676
21345,dunne, dr mcm,1,110957
28303,dunne, dr pe,1,134777
43874,dunne, professor fp,7,1001757
41056,dunnigan, dr m,2,258301
4558,dunnill, professor p,2,437656
54184,dunning- lewis, dr p,2,52151
4561,dunstan, professor d,8,788157
29128,dunwoody, professor m,7,191828
43168,dupont, dr v,3,398719
4568,dupree, professor r,13,2374931
26729,duprey, mr c,1,54333
-23257,durell, professor jl,3,6481768
39960,durham, dr p,14,3935226
41602,durodola, professor j,1,193798
4572,durose, professor k,3,162916
4575,durrani, professor t,13,1256596
4576,durrant, dr a,3,325076
42494,durrant, dr j,2,348224
94767,durrant, professor jr,3,469249
4579,durucan, professor s,2,305717
60892,dutton, dr ag,3,160333
41445,duursma, dr gr,1,58176
4585,duxbury, professor g,3,198023
4592,dwyer, mr j,10,1548586
39154,dwyer-joyce, professor r,4,355230
38162,dyakowski, professor t,6,967916
51917,dyer, dr t,2,69559
4596,dyer, professor a,1,54982
4599,dyer, professor k,2,155766
4597,dyer, professor me,2,148938
4600,dyer, professor p,9,659902
4603,dyke, professor j,5,1045160
34397,dzwig, dr p,3,579881
3734,d’emanuele, professor a,1,214141
4613,eaborn, professor c,2,266780
4616,eagle, mr d,1,168672
48670,eagle, mr r,1,141884
48012,eames, professor i,3,294404
-115132,eames, professor iw,6,607897
28188,eames, professor pc,2,312290
36263,eardley, dr wa,1,39164
4624,earl, dr c,1,72680
4627,earles, professor s,2,171325
4629,earnshaw, professor e,7,858861
-167721,eason, professor kd,3,357509
4633,eason, professor rw,7,2728217
4635,easson, professor wj,14,1249302
22295,east, dr g,2,372822
21834,east, dr ir,2,145234
27882,easterbrook, mr d,2,60547
4643,easterby, dr j,1,51657
41012,eastham, dr d,2,253221
4646,eastham, professor jf,6,581152
4648,eastmond, dr g,7,693412
31884,eastoe, professor j,8,417526
38142,eastwick, dr cn,1,63735
4652,eastwood, professor m,1,41057
66089,easty, professor d,1,161868
4653,eatock taylor, professor r,17,1408563
49551,eaton, dr g,1,99000
4655,eaton, mr d,1,104453
4656,eaves, professor l,15,7789477
4657,ebdon, professor jr,5,488245
-441488,ebdon, professor l,4,340031
47497,eberlein, professor c,2,1256113
32088,ebrahimzadeh, professor m,7,1332972
4664,eccleston, professor g,1,80746
4665,eccleston, professor w,12,1788829
36570,edalat, professor a,6,1369195
4671,eden, professor c,2,154640
4677,edge, dr m,1,147648
4676,edge, professor ka,12,4665580
72178,edirisinghe, professor m,12,881918
68422,edkins, dr a,1,51700
31838,edmonds, dr d,1,309846
48438,edmonds, dr m,1,124836
4684,edmonds, professor dv,8,1147705
4689,edmonds, professor ea,9,1069586
4691,edmunds, dr j,2,287345
4693,edmunds, professor d,22,168669
56013,edrees, dr h,1,258419
39807,edwards, dr c,1,970000
4702,edwards, dr da,3,406990
21815,edwards, dr dw,4,424991
4708,edwards, dr i,5,548479
4727,edwards, dr j,10,1509947
4729,edwards, dr j,2,346883
70402,edwards, dr j,2,346883
40747,edwards, dr n,1,196532
31763,edwards, dr p,1,9602
4722,edwards, dr re,2,432707
4728,edwards, mr j,1,43004
4740,edwards, prof sir s,2,1971867
52135,edwards, professor a,1,167973
4734,edwards, professor ad,14,591098
4700,edwards, professor c,1,154254
65512,edwards, professor d,1,167973
72770,edwards, professor d,1,52784
4705,edwards, professor dj,12,1675184
48353,edwards, professor h,2,212319
23830,edwards, professor hg,3,1108116
4736,edwards, professor j,2,237372
68579,edwards, professor j,2,148946
4717,edwards, professor l,6,3012035
4719,edwards, professor p,7,609971
4738,edwards, professor p,10,8125658
4744,edyvean, dr r,4,245714
62192,eeles, professor r,1,160916
-1481,efstathiou, professor p,1,77709
29726,eftekhari, dr m,1,110368
72343,egbu, professor c,2,139848
4751,egdell, professor rg,2,569059
70377,egelhaaf, professor s,1,50964
38457,egerton, dr ta,1,187869
-296223,eglinton frs, professor g,1,92247
4760,eilbeck, professor j,7,445242
4762,eisenbach, professor s,2,389717
4765,eisenthal, professor r,1,78940
4766,ekere, professor n,6,807123
26007,ekert, professor ak,2,577883
39010,ekkanath-madathil, professor s,5,645201
4770,el haj, professor a,1,258854
4769,el-gomati, professor m,8,965875
4865,el-sharif, professor m,1,158319
4774,el-sobky, dr h,2,321646
65989,elder, professor j,1,258854
4780,elder, professor r,7,1717299
46727,elghazouli, professor a,1,126515
4783,elgin, professor j,3,119147
4786,ellacott, dr s,1,175222
4792,elliman, professor d,7,1001885
70446,elliot, dr t,2,518526
4808,elliott, dr j,2,401331
4816,elliott, dr k,4,173940
39857,elliott, dr l,1,181801
4817,elliott, dr m,3,1795503
48905,elliott, dr mc,3,251261
4819,elliott, dr r,7,764917
69598,elliott, professor c,1,52245
4826,elliott, professor charles,4,171248
-65132,elliott, professor gf,1,160522
4828,elliott, professor j,2,239615
52728,elliott, professor j,1,62680
4809,elliott, professor jc,2,217668
44222,elliott, professor p,1,134949
4830,elliott, professor r,8,4211157
49734,elliott, professor s,6,860334
4822,elliott, professor sr,6,1007771
4834,ellis, dr c,1,120445
56815,ellis, dr j,1,35841
4842,ellis, mr c,2,1030754
4844,ellis, mr k,1,151807
4845,ellis, mr r,2,112065
4832,ellis, professor a,4,258857
4841,ellis, professor tj,3,504423
4861,ellwood, professor d,1,41873
4863,elnashai, professor a,5,573319
37794,elphick, dr sc,1,116441
36434,elson, mr d,1,56741
4871,elston, professor sj,5,413834
54170,embury, dr sm,2,226110
49138,emmerich, professor w,1,3685
-80025,emsley, dr mw,2,187482
4888,emsley, professor j,8,565570
4892,enderby, professor sir j,9,3780340
4901,england, dr r,2,269171
58442,english, dr r,2,145969
4907,ensell, dr g,1,39273
4909,entwistle, professor k,1,94796
4912,epstein, professor dba,6,400955
4916,erdmann, dr k,5,97679
4917,erdos, dr g,1,88147
4922,errington, dr rj,5,406559
69152,ervine, professor a,7,652790
4923,ervine, professor d,4,457662
71914,escardo, dr m,1,1400
4926,escudier, professor m,6,669682
52145,etheridge, dr dw,1,107500
27116,etheridge, professor a,11,646644
56688,evans, dr an,2,130232
50326,evans, dr c,1,89445
4949,evans, dr d,4,369092
4988,evans, dr dg,2,158829
36979,evans, dr h,2,162759
4957,evans, dr j,2,239615
4968,evans, dr m,1,154180
4980,evans, dr r,1,68475
59192,evans, dr rml,1,135443
4983,evans, dr w,1,54680
26586,evans, mr a,1,40303
37157,evans, mr c,1,137805
4941,evans, professor a,9,22161494
4995,evans, professor b,18,3632410
34350,evans, professor d,1,3600
43595,evans, professor d,2,3334559
4950,evans, professor d,2,172371
4996,evans, professor de,15,294747
4998,evans, professor dj,1,138732
21219,evans, professor e,1,138038
5003,evans, professor h,4,264781
27177,evans, professor he,4,554371
22172,evans, professor hp,3,461576
5004,evans, professor j,12,1421342
5005,evans, professor j,1,95105
4962,evans, professor jrg,14,1200834
47555,evans, professor jso,3,411012
4963,evans, professor jt,6,1131872
34601,evans, professor k,10,567238
5008,evans, professor m,1,73468
44739,evans, professor p,3,383808
5009,evans, professor p,6,867961
4938,evans, professor r,2,138630
5010,evans, professor r,5,10640796
31280,evans, professor s,7,1640518
21940,evans, professor sd,7,907419
5011,evans, professor wd,18,321428
4985,evans, professor wj,4,603950
4960,evans-freeman, professor j,3,633104
5013,everard, professor j,7,656526
5014,everest, professor gr,1,38353
5015,everett, mr d,1,69852
-81216,everett, professor mg,1,84327
5018,everitt, dr n,1,128077
5025,evetts, professor j,18,7146443
5026,evison, mrs l,1,151297
41009,ewan, dr b,3,361368
5028,ewart, professor p,4,512015
5032,ewen, dr pj,2,223120
5037,ewins, professor d,3,298387
5038,excell, professor ps,5,284530
5042,eyles, mr n,1,81832
35578,ezingeard, dr j,3,353430
62721,ezingeard, dr j,3,353430
26569,fahmi, dr n,1,224519
5051,fahy, professor f,4,373319
66018,fairbank, professor jct,1,226445
56722,fairclough, professor p,9,1265886
47439,fairfield, professor c,1,88010
5056,fairhurst, professor mc,7,836984
53924,fairlie-clarke, dr a,1,56624
29825,fairtlough, dr m,1,181454
35206,fairweather, professor m,2,242352
5067,falconer, professor ra,9,906902
5069,falkner, dr a,1,62469
42465,fallis, dr i,4,424316
5073,fallside, professor f,6,364071
53922,fan, dr is,5,712510
22107,fan, mr m,2,91871
51079,fan, professor z,2,193126
51798,fancey, dr ks,2,474164
5076,fancey, dr n,8,2202479
5077,fang, professor m,7,662123
5082,farhadpour, dr f,3,226706
5084,farish, professor o,3,478915
5085,farley, dr a,2,154879
48605,farnan, dr i,1,1221420
58194,farnan, dr i,1,1221420
5093,farnell, mr g,1,103885
22134,farouki, dr o,1,85753
69175,farr, dr j,1,252083
50968,farr, dr p,6,737857
5099,farrar, professor r,1,96056
5101,farrell, professor p,2,150721
21896,farries, dr m,2,472384
5107,farrugia, dr l j,3,341727
5108,farsi, dr m,2,181429
5111,fasol, dr g,1,70141
5116,faulkner, mr m,1,142510
5117,faulkner, professor d,6,392152
5118,faulkner, professor t,1,38545
5119,faux, dr d,2,168345
5120,fawcett, dr a,3,352929
5121,fawcett, dr j,4,564651
5127,fearn, professor t,2,178348
5128,feast, professor wj,3,11089160
28890,featherstone, dr r,2,254526
-11804,federighi, dr m,1,42285
29813,fedorec, mr a,2,535167
55365,feldmann, professor j,2,125585
5140,fellows, dr r,1,114711
5145,feneley, professor r,5,570818
5151,fenner, dr d,1,184405
21785,fenner, dr r,1,91418
5153,fenner, dr r,1,130962
5157,fenton, professor d,3,376846
5156,fenton, professor n,8,1154479
5164,ferguson, dr n,2,219560
22087,ferguson, dr ns,1,73349
5165,ferguson, dr rs,2,37971
5168,ferguson, mr w,12,663877
5171,ferguson, professor ai,6,1202882
26551,ferguson, professor c,1,39271
21859,ferguson, professor j,2,153124
66025,ferguson, professor j,1,106275
5163,ferguson, professor ma,1,73328
5172,ferguson, professor mwj,4,442381
5166,ferguson, professor sj,1,77136
52111,ferguson-pell, professor m,1,23359
69603,fernandes, dr aaa,1,184655
5174,fernandez, dr f,4,640277
72518,fernandez, dr fa,5,697535
38856,fernando, dr us,1,169828
5176,fernando, professor gf,9,714727
50602,fernando, professor t,2,236220
5181,ferrier, professor r,4,1373745
71504,ferryman, professor j,1,44041
26369,fersht, professor sir a,1,28000000
42246,fesenko, professor i,5,23720
26871,few, dr p,1,28109
29528,fewkes, dr a,5,302455
5187,fews, dr a,1,7560
5280,ffitch, professor jp,1,168779
5190,fiddes, professor s,4,106876
5191,fiddian, professor n,2,276465
38197,fidler, mr w,3,102863
5195,field, dr aj,6,1052308
5196,field, dr d,3,503306
5198,field, professor j,8,934436
5199,field, professor rw,10,850287
5201,fielden, professor pr,5,596261
55800,fielder, professor a,1,92074
26737,fieldhouse, dr jd,1,120643
30921,fielding, professor jp,2,459993
31119,fields, dr r,1,147910
5205,fieller, dr n r j,2,108212
45877,filip, dr m,1,93444
5211,finch, dr d,2,138725
27361,finch, professor a,1,674981
-247082,finch, professor e,2,104864
5218,fincham, dr d,2,66083
29577,findlay, mr j,1,129274
5227,findlay, mr p,5,606118
5228,findlay, professor jbc,5,502858
29828,finkelstein, professor a.c.w,2,189462
5234,finkelstein, professor l,2,630174
49980,finlayson, professor g,2,234170
5241,finney, professor jl,3,339002
40055,finney, professor sj,1,133134
42450,finnis, professor mw,6,530933
35467,firbank, mr m,1,150230
-415492,firmin, professor d,1,53833
5247,firoozian, dr r,2,171758
5252,firth, professor wj,14,1157877
39225,fish, dr d,1,104622
26750,fish, mr j,1,130204
5254,fish, professor p,4,403339
32196,fisher, dr a,6,379681
42847,fisher, dr l,1,88541
22187,fisher, dr m,3,641728
5268,fisher, dr mj,1,51657
40591,fisher, dr t,1,234466
36463,fisher, mr p,1,112542
47609,fisher, mrs s,3,570059
31883,fisher, professor aj,9,995846
24520,fisher, professor j,13,1734273
54899,fisher, professor l,2,235284
29766,fisher, professor m,6,668095
49921,fisher, professor n,3,328879
5270,fisher, professor r,6,1185789
44633,fisher, professor sn,5,1589254
5275,fishwick, professor c,1,135751
5278,fitch, professor a,1,34739
5284,fitzgerald, professor ag,7,1127772
5286,fitzgerald, professor w,4,409209
69441,fitzgibbon, dr a,1,190378
51360,fitzke, professor f,2,401333
5288,fitzpatrick, dr c,5,330973
5289,fitzpatrick, mr m,1,79151
48291,fitzpatrick, professor m,3,2787921
45068,flack, dr t,2,275149
5293,flanagan, professor r,5,472852
5296,flavell, professor wr,10,1424687
5300,fleck, professor n,8,1396490
5301,fleck, professor r,2,725068
5305,fleming, dr a,1,40034
34632,fleming, dr pr,2,103368
5308,fleming, mr f,1,25160
37190,fleming, professor c,2,287035
25655,fleming, professor ca,2,287035
44153,fleming, professor pd,1,190108
5310,fleming, professor pj,17,2000311
27398,flemming, dr a,2,223347
34036,flenley, dr e,1,69190
5318,fletcher, dr d,2,124834
5321,fletcher, dr i,1,241406
67062,fletcher, dr i,1,241406
5329,fletcher, mr r,2,113914
5319,fletcher, professor e,2,109819
5326,fletcher, professor pdi,8,907831
5330,fletcher, professor r,4,2210549
69415,fleuriot, dr j,1,914659
79430,fleuriot, dr j,1,914659
5337,flint, mr w,1,100673
5339,flint, professor c,1,121246
60514,florence, professor aj,1,956371
5352,flower, dr f,1,31572
49147,flower, dr k,2,239299
39983,flower, dr m,3,398252
5351,flower, professor d,5,1767435
5355,flower, professor h,6,713104
5356,flower, professor j,3,239039
5359,flowers, dr m,2,189541
5365,fluendy, dr m,2,272334
28992,flynn, professor j,1,74765
54611,fobelets, dr k,1,256085
5371,fogg, dr i,2,133523
36484,fogg, mr b,1,270303
31979,fokas, professor a,5,273900
42870,folkard, dr a,2,145981
5375,folkes, professor m,4,391989
31020,folley, mr d,1,56983
5379,fong, mr d,1,144072
39420,foord, professor j,15,1766164
50920,foot, mr d,1,32326
5381,foot, professor cj,3,1102928
21331,foot, professor pjs,2,123282
69046,forbes, dr b,1,52871
35715,forbes, miss s,2,435939
5389,ford, dr g,1,79698
5392,ford, dr j,2,471099
52355,ford, dr r,1,91311
5399,ford, dr t,5,161252
26960,ford, professor cjb,5,5284539
21994,ford, professor dg,4,675975
5390,ford, professor i,1,58451
5396,ford, professor mg,1,133842
5403,ford, professor ph,2,122574
5405,forde, professor m,3,128574
5413,forgan, professor em,12,9039673
53223,forrest, dr j,3,264250
38361,forster, mr w,1,261636
5423,forsyth, dr a,1,231865
127861,forsyth, professor a,4,534694
5424,forsyth, professor t,3,125930
42598,forsythe, professor s,1,79940
51431,fort, dr d,1,204411
5428,forte, dr p,1,64392
34824,forth, mr r,1,101469
54884,forth, professor j,4,321882
29725,fortune, professor c,1,51997
49821,forysiak, dr w,1,1090300
5437,foster, dr h,1,117464
33694,foster, dr m,1,335047
40557,foster, dr t,2,1610469
5440,foster, mr m,2,366436
5444,foster, professor pw,3,253651
5447,fothergill, mrs a,2,2823
5445,fothergill, professor j c,9,1262652
5454,foulkes, professor wmc,8,724633
5455,foumeny, professor e,3,354653
5459,fouracre, dr ra,4,407770
5460,fourcin, professor aj,3,304128
32155,fourman, professor mp,4,468935
5464,fowkes, dr as,1,89450
5466,fowler, dr a,2,59520
5472,fowler, professor pw,3,415445
81837,fox, dr c,1,135111
5480,fox, professor am,6,1816209
5481,fox, professor b,2,256469
5483,fox, professor jp,3,583751
46163,fox, professor m,2,228310
5486,fox, professor m,2,197383
5494,foxon, professor ct,11,2696738
5495,foy, mr r,1,101680
28895,foyer, professor p,3,359634
32796,fradkin, professor l,2,291914
5497,fraenkel, professor e,3,11495
41099,fraga, professor e,3,189726
41215,france, professor c,2,120066
37377,francis, dr c,1,91418
44703,francis, dr j,1,9817
68909,franconi, dr e,1,177636
5512,frankish, dr cr,1,107949
31365,fraser, mr p,1,112111
36467,fraser, mrs s,1,41320
5526,fraser, professor g,4,1062187
5533,frasinski, professor lj,3,457305
47239,fray, professor d,19,1997236
21997,frazer, mr d,1,58890
5541,freakley, dr p,10,1618423
5543,free, dr ce,1,120419
28729,freeman, dr j,1,187306
47688,freeman, dr s,1,6167
5549,freeman, dr tl,4,416626
43073,freeman, mr m,1,210155
5548,freeman, professor s,2,2652434
5562,freer, professor r,5,715381
5563,freer-hewish, dr r,1,37570
29506,french, dr a,1,84727
24355,french, dr m,2,420786
44632,french, dr m,2,420786
5572,french, dr w,1,60522
5570,french, professor p,6,1285301
5575,frenk, professor c,1,77709
51304,frenneaux, professor m,1,51559
5576,freris, professor l,7,692105
40615,frewer, professor r,1,19887
5579,frey, professor jg,7,1012925
67286,friday, dr a,1,129439
72111,friday, professor a,1,129439
5585,friend, professor c,2,368721
5587,friend, professor sir r,31,3537803
5591,frisby, professor j,3,499172
5592,friswell, professor mi,9,871638
38844,frizelle, mr g,5,391051
-5447,fromhold, professor tm,5,3400133
30066,frost, dr jp,1,92185
32260,frost, dr s,2,174085
5611,fryer, dr j,3,142651
26861,fryer, dr p,1,63056
32300,fryer, dr r,2,363357
79557,fryer, dr r,4,435442
65808,fryer, dr t,1,140607
22809,fryer, professor pj,2,400135
5616,fujihira, professor m,1,85850
5617,fuller, mr e,6,253783
5621,fuller, professor w,8,686870
42401,fullwood, dr nj,3,549268
5624,fulton, professor b,1,3093556
5625,fung, dr p,1,56551
5628,furber, professor s b,8,1129575
5631,furness, dr a,1,127022
36466,furness, mr a,1,111825
5635,fusco, professor v,12,1811785
32303,fussey, professor d,2,215563
5638,gabbay, professor d,14,1224879
26997,gabbitas, dr b,3,204692
5640,gabe, professor d,1,85101
5642,gabriel, professor sb,4,484919
5647,gadd, mr r,2,395856
61608,gadi, dr m,2,165152
5648,gadian, dr a,1,103680
28022,gaizauskas, professor r,5,952140
5656,gajjar, professor j,7,312722
38666,galbraith, dr f,1,144503
5658,galbraith, professor gh,3,570259
22036,galbraith, professor i,4,2314492
34659,galbraith, professor ram,7,1339572
5662,gale, dr aw,2,414901
29332,gale, dr j,6,737769
75193,gale, professor ag,1,159812
29822,galea, professor e,2,213397
5667,galiotis, dr c,3,229579
27070,gallagher, mr h,2,1332847
28071,gallagher, mr m,2,112507
5671,gallagher, professor b l,8,7116161
5678,galletly, professor g,1,178874
5680,galliers, professor rd,2,52151
44259,gallimore, dr p,1,38070
5690,gamble, professor hs,11,1897784
5695,games, professor de,8,3926510
5696,gameson, dr i,6,7610634
30783,gammack, dr j,1,119318
5698,gammerman, professor a,2,275974
5702,gani, professor d,11,665534
22210,gann, mr j,2,293196
30550,gann, professor d,4,438662
40083,gao, professor jx,2,149544
32095,gardiner, dr jm,4,220830
34570,gardiner, mr g,3,530936
42539,gardiner, professor j,1,53711
5714,gardiner, professor jg,3,302028
26731,gardner, mr f,1,182586
27432,gardner, mr s,1,57941
5719,gardner, professor jw,7,1092872
38417,gardner, professor p,4,475962
49008,gardner, professor p,3,345069
31118,garforth, dr a,1,20646
5724,garigliano, professor r,2,223874
5734,garner, mr k,1,27496
27287,garner, mr s,1,50991
5735,garner, professor c d,9,1196060
5730,garner, professor cp,3,554321
34655,garnett, miss n,1,73511
36173,garnsey, dr e,3,949289
56695,garraway, professor b,2,1254929
50928,garrod, mr g,1,104417
5745,garry, professor k,2,373816
34959,garside, dr jd,1,217051
57123,garside, dr jd,1,325188
5749,garside, mr r,6,966668
5750,garside, professor j,4,545476
26022,garth, dr s,1,217498
5752,garth, dr s,1,217498
19483,garvey, dr mj,1,51676
5756,garvey, professor s,7,1047143
57224,gasieniec, professor la,3,58560
38356,gaskell, dr c,1,60159
5759,gaskell, dr p,1,175662
5760,gaskell, dr p,4,203714
21300,gaskell, professor ph,18,1755080
5761,gaskell, professor sj,2,243867
95123,gaster, professor m,4,460213
46202,gauntlett, professor j,3,166984
53062,gavaghan, professor d,1,124087
45538,gavin, dr c,2,140698
54218,gavin, dr c,2,140698
54941,gavriilidis, professor a,5,921675
40067,gawne, professor dt,10,844635
5776,gawthrop, professor p,5,2487456
41408,gay, professor sj,2,64736
5779,gaydecki, professor p,6,557781
24475,gaylor, dr jds,1,51286
25951,geddes, professor j,4,2130195
5790,gee, dr a,3,302365
70116,geen, dr h,1,296747
5795,gehring, professor g,10,788707
5796,geldart, professor d,4,410597
5798,gelletly, professor w,6,4801681
75756,gent, professor ip,3,286523
5804,george, dr m,2,179918
32486,george, professor m,6,726208
5809,georghiou, professor lg,2,170190
5810,gerber, professor r,3,200007
5813,german, mr d,1,77543
-203515,gerrard, professor wj,1,176159
5818,gerratt, dr j,4,149007
5819,gerson, mrs m,7,353663
5821,gethin, professor dt,10,1673451
5822,ghadiri, professor m,10,1276768
30079,ghali, dr m,1,81606
5825,ghanbari, professor m,2,446597
69411,ghani, professor n,2,184167
35442,ghassemlooy, professor z,1,89239
5827,ghataora, dr gs,3,432028
-122066,ghobadian, professor a,1,169190
68377,giaglis, mr gm,1,166480
68841,giakas, dr g,1,54877
5830,gibb, dr t,1,64754
35317,gibb, mrs y,1,65745
29712,gibb, professor agf,5,299814
23219,gibbens, dr r,1,136845
5834,gibbins, professor j,5,375263
5836,gibbon, professor jd,2,57327
34202,gibbons, dr a,1,127965
5839,gibbons, professor a,7,325667
5837,gibbons, professor g,1,62983
22137,gibbs, professor bm,7,1036851
34586,gibbs, professor bm,5,613796
38125,gibbs, professor d,2,97347
5843,gibbs, professor m,9,939806
5846,giblin, professor p,2,90802
5850,gibson, dr c,2,90802
36733,gibson, dr i,1,264530
5855,gibson, dr jr,2,135189
5860,gibson, dr r,4,532970
5866,gibson, mr d,1,175184
5848,gibson, professor a,4,641866
5869,gibson, professor a,16,3457470
33055,gibson, professor g,2,207851
29692,gibson, professor k,3,628305
37284,gibson, professor se,7,357965
40649,gibson, professor v,10,809593
44950,gilbert, dr a,2,118150
5877,gilbert, dr j,5,700927
5880,gilbert, dr sg,3,86214
29593,gilbert, mr r,1,55326
5874,gilbert, professor a,5,672034
29785,gilbert, professor d,1,40202
-414641,gilbert, professor fj,1,165769
52218,gilbert, professor h,1,95000
47139,gilbert, professor m,3,290955
5878,gilbert, professor m,2,213855
5890,gilbody, professor h,4,2344368
5892,gilchrist, dr i,1,138538
58293,gilchrist, professor id,2,149568
43886,giles, professor m,7,984170
5902,gilgeous, dr v,2,157043
65707,gilgeous, dr v,1,113353
5907,gill, dr g,1,75000
5913,gill, dr r,3,450764
43632,gill, dr spa,3,394378
