Source	Target	Type	Weight	Val
33127	12751	Undirected	1.0	1671
93270	5916	Undirected	1.0	1671
93270	36600	Undirected	1.0	1671
93270	36619	Undirected	2.0	95508
93270	7332	Undirected	1.0	1671
93270	13526	Undirected	1.0	1671
93270	34418	Undirected	1.0	1671
93270	12751	Undirected	2.0	95508
35916	36600	Undirected	1.0	1671
35916	34911	Undirected	1.0	1671
35916	7332	Undirected	1.0	1671
35916	13526	Undirected	1.0	1671
35916	21422	Undirected	1.0	1671
35916	2984	Undirected	1.0	1671
35916	12751	Undirected	1.0	1671
5916	36600	Undirected	1.0	1671
5916	36619	Undirected	2.0	95508
5916	13526	Undirected	2.0	95508
5916	12751	Undirected	2.0	95508
36598	36619	Undirected	2.0	95508
36598	7332	Undirected	1.0	1671
36598	13526	Undirected	1.0	1671
36598	21422	Undirected	1.0	1671
36598	2984	Undirected	1.0	1671
36598	12751	Undirected	1.0	1671
36599	36618	Undirected	2.0	95508
36599	7332	Undirected	1.0	1671
36599	13526	Undirected	1.0	1671
36599	21422	Undirected	1.0	1671
36599	2984	Undirected	1.0	1671
36599	12751	Undirected	1.0	1671
36600	36618	Undirected	1.0	1671
36600	34911	Undirected	1.0	1671
36600	7332	Undirected	1.0	1671
36600	13526	Undirected	1.0	1671
36600	21422	Undirected	1.0	1671
36600	2984	Undirected	1.0	1671
36600	12751	Undirected	1.0	1671
36617	34911	Undirected	1.0	1671
36617	7332	Undirected	1.0	1671
36617	13526	Undirected	1.0	1671
36617	21422	Undirected	1.0	1671
36617	2984	Undirected	1.0	1671
36617	12751	Undirected	1.0	1671
36618	34911	Undirected	1.0	1671
36618	7332	Undirected	1.0	1671
36618	13526	Undirected	1.0	1671
36618	21422	Undirected	1.0	1671
36618	2984	Undirected	1.0	1671
36618	12751	Undirected	1.0	1671
36619	25224	Undirected	1.0	1671
36619	8088	Undirected	1.0	1671
36619	6831	Undirected	1.0	1671
36619	34418	Undirected	1.0	1671
36619	213	Undirected	1.0	1671
34911	25224	Undirected	2.0	95508
34911	21422	Undirected	2.0	95508
25224	7332	Undirected	2.0	95508
25224	21422	Undirected	2.0	95508
7332	8088	Undirected	1.0	1671
7332	6831	Undirected	1.0	1671
7332	2984	Undirected	4.0	170762
8088	13526	Undirected	2.0	95508
8088	12751	Undirected	2.0	95508
13526	34418	Undirected	1.0	1671
6831	34418	Undirected	1.0	1671
6831	12751	Undirected	2.0	95508
21422	213	Undirected	1.0	1671
34418	2984	Undirected	1.0	1671
34418	12751	Undirected	1.0	1671
7332	13192	Undirected	3.0	101819
7332	53214	Undirected	3.0	101819
7332	13385	Undirected	4.0	229307
13192	13233	Undirected	3.0	101819
13192	17139	Undirected	3.0	101819
13192	40202	Undirected	2.0	100603
13233	17139	Undirected	3.0	101819
13233	40202	Undirected	2.0	100603
53214	13385	Undirected	3.0	101819
17139	13385	Undirected	2.0	13679
13385	40202	Undirected	1.0	12463
28648	7698	Undirected	4.0	3517250
65698	15576	Undirected	1.0	188883
15576	17634	Undirected	1.0	188883
916	45495	Undirected	1.0	208261
45495	39752	Undirected	1.0	208261
4702	5628	Undirected	2.0	158560
10525	11690	Undirected	1.0	103216
-460313	40177	Undirected	1.0	205471
-460313	11589	Undirected	1.0	205471
40177	11589	Undirected	1.0	205471
12121	11589	Undirected	1.0	205471
11589	29332	Undirected	1.0	205471
13278	27937	Undirected	2.0	484420
27937	4352	Undirected	2.0	401810
14920	14277	Undirected	1.0	217104
28895	14277	Undirected	1.0	217104
14277	45588	Undirected	1.0	217104
12618	2627	Undirected	1.0	260298
41610	21513	Undirected	1.0	225633
21513	5483	Undirected	1.0	225633
652	57135	Undirected	6.0	679705
22834	10140	Undirected	1.0	63673
10140	5310	Undirected	1.0	63673
28055	11943	Undirected	2.0	625328
11943	5010	Undirected	1.0	426774
13627	21678	Undirected	2.0	56449
21678	44825	Undirected	1.0	3805
44825	21678	Undirected	3.0	1476951
4320	11746	Undirected	1.0	55773
28648	44891	Undirected	2.0	3394424
7698	44891	Undirected	2.0	3394424
44891	58217	Undirected	1.0	161234
15930	39564	Undirected	1.0	72725
12486	10774	Undirected	1.0	91597
10774	1941	Undirected	1.0	91597
6722	4603	Undirected	1.0	563165
6722	782	Undirected	1.0	563165
13385	4603	Undirected	1.0	563165
13385	782	Undirected	1.0	563165
4603	213	Undirected	1.0	563165
4603	17139	Undirected	1.0	563165
213	17139	Undirected	1.0	563165
4792	10200	Undirected	1.0	85683
10200	2002	Undirected	1.0	85683
12828	4769	Undirected	4.0	583088
9280	21742	Undirected	1.0	140654
5270	6628	Undirected	1.0	75666
959	54723	Undirected	1.0	41466
5424	36066	Undirected	1.0	4200
36066	5621	Undirected	2.0	89472
9072	7052	Undirected	1.0	54167
39292	11522	Undirected	1.0	194383
39292	46813	Undirected	1.0	194383
39292	3119	Undirected	1.0	194383
39292	44424	Undirected	1.0	194383
38008	9313	Undirected	1.0	194383
38008	17138	Undirected	1.0	194383
38008	46810	Undirected	1.0	194383
11522	9313	Undirected	1.0	194383
11522	17138	Undirected	1.0	194383
11522	46810	Undirected	1.0	194383
9313	46813	Undirected	1.0	194383
9313	3119	Undirected	1.0	194383
9313	44424	Undirected	1.0	194383
46813	3119	Undirected	1.0	194383
46813	44424	Undirected	1.0	194383
17138	46810	Undirected	1.0	194383
3119	46810	Undirected	1.0	194383
46810	44424	Undirected	1.0	194383
5056	7646	Undirected	1.0	100970
7511	2573	Undirected	2.0	382659
29509	8089	Undirected	1.0	246631
8089	9366	Undirected	1.0	246631
1408	36038	Undirected	2.0	179034
4142	3615	Undirected	2.0	1056450
4142	3762	Undirected	2.0	1056450
3615	3762	Undirected	2.0	1056450
29623	75991	Undirected	2.0	179020
75991	7746	Undirected	2.0	179020
50844	-119801	Undirected	1.0	41286
1401	40029	Undirected	1.0	636244
40029	69810	Undirected	2.0	1307971
24978	69810	Undirected	1.0	671727
7077	16243	Undirected	1.0	150699
16243	44626	Undirected	3.0	325585
16847	8754	Undirected	1.0	133781
9113	-250362	Undirected	1.0	258449
5300	38341	Undirected	1.0	212079
5300	21378	Undirected	1.0	212079
38341	21378	Undirected	1.0	212079
26125	2615	Undirected	1.0	59560
2615	4332	Undirected	2.0	116124
98427	16377	Undirected	2.0	205627
98427	27951	Undirected	2.0	205627
12490	17240	Undirected	2.0	205627
