"microsystems","optical devices & subsystems","12"
"design & testing technology","manufacturing machine & plant","41"
"building ops & management","complexity science","13"
"building ops & management","sustainable energy networks","14"
"complexity science","design & testing technology","8"
"complexity science","sustainable energy networks","41"
"complexity science","urban & land management","41"
"design & testing technology","transport ops & management","7"
"design engineering","sustainable energy networks","7"
"design engineering","urban & land management","6"
"manufact. enterprise ops& mgmt","transport ops & management","5"
"sustainable energy networks","transport ops & management","35"
"transport ops & management","urban & land management","39"
"acoustics","aerodynamics","35"
"acoustics","eng. dynamics & tribology","13"
"acoustics","sustainable energy vectors","1"
"aerodynamics","eng. dynamics & tribology","5"
"aerodynamics","sustainable energy vectors","1"
"combustion","numerical analysis","3"
"eng. dynamics & tribology","numerical analysis","6"
"numerical analysis","sustainable energy vectors","1"
"artificial intelligence","human communication in ict","18"
"artificial intelligence","networks & distributed systems","60"
"complexity science","manufact. enterprise ops& mgmt","13"
"complexity science","transport ops & management","37"
"control engineering","manufact. enterprise ops& mgmt","30"
"control engineering","statistics & appl. probability","9"
"design engineering","human communication in ict","10"
"design engineering","information & knowledge mgmt","32"
"design engineering","robotics & autonomy","8"
"design engineering","transport ops & management","18"
"human communication in ict","manufact. enterprise ops& mgmt","6"
"human communication in ict","modelling & simul. of it sys.","5"
"human communication in ict","robotics & autonomy","5"
"human communication in ict","transport ops & management","9"
"human-computer interactions","manufacturing machine & plant","10"
"human-computer interactions","statistics & appl. probability","15"
"information & knowledge mgmt","modelling & simul. of it sys.","19"
"information & knowledge mgmt","transport ops & management","23"
"manufact. enterprise ops& mgmt","statistics & appl. probability","13"
"manufacturing machine & plant","robotics & autonomy","22"
"modelling & simul. of it sys.","robotics & autonomy","2"
"modelling & simul. of it sys.","transport ops & management","4"
"networks & distributed systems","transport ops & management","27"
"robotics & autonomy","transport ops & management","7"
"artificial intelligence","electronic devices & subsys.","14"
"artificial intelligence","manufacturing machine & plant","9"
"control engineering","robotics & autonomy","31"
"design engineering","materials processing","8"
"electronic devices & subsys.","information & knowledge mgmt","10"
"electronic devices & subsys.","materials processing","46"
"information & knowledge mgmt","manufact. business strategy","6"
"information & knowledge mgmt","robotics & autonomy","25"
"manufact. business strategy","rf & microwave technology","1"
"manufact. enterprise ops& mgmt","rf & microwave technology","3"
"manufacturing machine & plant","networks & distributed systems","10"
"electric motor & drive systems","sustainable energy networks","10"
"design & testing technology","optical devices & subsystems","6"
"drug formulation & delivery","manufacturing machine & plant","17"
"fusion","manufacturing machine & plant","1"
"fusion","materials processing","1"
"fusion","plasmas - technological","15"
"manufacturing machine & plant","plasmas - technological","1"
"materials characterisation","plasmas - technological","6"
"plasmas - laser & fusion","plasmas - technological","21"
"catalysis & applied catalysis","materials characterisation","46"
"materials characterisation","physical organic chemistry","11"
"control engineering","mobile computing","11"
"fundamentals of computing","human-computer interactions","23"
"fundamentals of computing","robotics & autonomy","5"
"human-computer interactions","mobile computing","53"
"mobile computing","robotics & autonomy","2"
"robotics & autonomy","software engineering","7"
"condensed matter physics","optoelect. devices & circuits","15"
"magnetism/magnetic phenomena","optoelect. devices & circuits","9"
"optical devices & subsystems","quantum fluids & solids","2"
"optoelect. devices & circuits","quantum fluids & solids","2"
"catalysis & applied catalysis","optoelect. devices & circuits","8"
"physical organic chemistry","solar technology","3"
"biomaterials","complex fluids & soft solids","11"
"materials synthesis & growth","tissue engineering","18"
"biophysics","solar technology","19"
"biomechanics & rehabilitation","rf & microwave technology","6"
"electronic devices & subsys.","rf & microwave technology","24"
"biomechanics & rehabilitation","urban & land management","2"
"robotics & autonomy","urban & land management","15"
"design engineering","human-computer interactions","14"
"manufact. enterprise ops& mgmt","robotics & autonomy","20"
"design engineering","manufacturing machine & plant","34"
"manufacturing machine & plant","non-linear systems mathematics","9"
"manufacturing machine & plant","statistics & appl. probability","18"
"materials processing","statistics & appl. probability","8"
"numerical analysis","statistics & appl. probability","73"
"chemical structure","surfaces & interfaces","14"
"co-ordination chemistry","materials characterisation","16"
"civil engineering materials","design & testing technology","5"
"civil engineering materials","information & knowledge mgmt","1"
"civil engineering materials","materials testing & eng.","9"
"combustion","energy - conventional","20"
"combustion","image & vision computing","1"
"combustion","manufacturing machine & plant","7"
"combustion","power systems plant","17"
"design & testing technology","eng. dynamics & tribology","9"
"design & testing technology","power systems plant","2"
"energy - conventional","image & vision computing","1"
"energy - conventional","manufacturing machine & plant","14"
"energy - conventional","power systems plant","27"
"eng. dynamics & tribology","information & knowledge mgmt","1"
"eng. dynamics & tribology","power systems plant","1"
"image & vision computing","power systems plant","1"
"information & knowledge mgmt","power systems plant","1"
"materials testing & eng.","power systems plant","17"
"design & testing technology","materials processing","25"
"image & vision computing","materials processing","5"
"control engineering","manufact. business strategy","4"
"manufact. business strategy","manufact. enterprise ops& mgmt","7"
"manufact. business strategy","robotics & autonomy","3"
"building ops & management","structural engineering","22"
"civil engineering materials","pavement engineering","2"
"civil engineering materials","transport ops & management","5"
"civil engineering materials","water engineering","4"
"construction ops & management","structural engineering","24"
"pavement engineering","transport ops & management","3"
"pavement engineering","water engineering","3"
"structural engineering","waste management","3"
"transport ops & management","waste management","6"
"waste management","water engineering","5"
"complex fluids & soft solids","manufacturing machine & plant","22"
"complex fluids & soft solids","med.instrument.device& equip.","12"
"drug formulation & delivery","materials processing","9"
"manufacturing machine & plant","tissue engineering","19"
"complex fluids & soft solids","design engineering","2"
"design engineering","materials synthesis & growth","6"
"biomechanics & rehabilitation","drug formulation & delivery","9"
"biomechanics & rehabilitation","tissue engineering","20"
"biomechanics & rehabilitation","electronic devices & subsys.","3"
"biomechanics & rehabilitation","med.instrument.device& equip.","37"
"materials processing","robotics & autonomy","4"
"food processing","manufact. enterprise ops& mgmt","4"
"food structure/composition","manufacturing machine & plant","4"
"biomechanics & rehabilitation","manufacturing machine & plant","12"
"robotics & autonomy","tissue engineering","3"
"biomaterials","robotics & autonomy","3"
"biomedical neuroscience","electronic devices & subsys.","1"
"biomedical neuroscience","networks & distributed systems","2"
"biomedical neuroscience","software engineering","2"
"computer sys. & architecture","med.instrument.device& equip.","1"
"computer sys. & architecture","networks & distributed systems","43"
"computer sys. & architecture","software engineering","41"
"electronic devices & subsys.","medical science & disease","2"
"electronic devices & subsys.","parallel computing","8"
"med.instrument.device& equip.","medical science & disease","19"
"medical science & disease","networks & distributed systems","1"
"medical science & disease","software engineering","1"
"parallel computing","software engineering","17"
"biomaterials","information & knowledge mgmt","6"
"biomaterials","microsystems","7"
"development (biosciences)","information & knowledge mgmt","1"
"development (biosciences)","manufacturing machine & plant","1"
"development (biosciences)","materials synthesis & growth","2"
"drug formulation & delivery","information & knowledge mgmt","5"
"drug formulation & delivery","microsystems","5"
"information & knowledge mgmt","materials synthesis & growth","5"
"med.instrument.device& equip.","microsystems","28"
"chemical synthetic methodology","magnetism/magnetic phenomena","8"
"chemical synthetic methodology","surfaces & interfaces","8"
"condensed matter physics","energy efficiency","1"
"condensed matter physics","materials characterisation","48"
"electrochemical science & eng.","energy efficiency","13"
"electrochemical science & eng.","quantum optics & information","2"
"electronic devices & subsys.","energy efficiency","4"
"electronic devices & subsys.","surfaces & interfaces","6"
"energy efficiency","quantum optics & information","1"
"instrumentation eng. & dev.","magnetism/magnetic phenomena","1"
"instrumentation eng. & dev.","surfaces & interfaces","2"
"materials synthesis & growth","quantum optics & information","17"
"digital signal processing","knowledge management","1"
"digital signal processing","organisational studies","1"
"information & knowledge mgmt","optical communications","2"
"information & knowledge mgmt","rf & microwave technology","9"
"knowledge management","organisational studies","3"
"networks & distributed systems","organisational studies","10"
"organisational studies","rf & microwave technology","1"
"artificial intelligence","coastal & waterway engineering","2"
"artificial intelligence","computer sys. & architecture","12"
"artificial intelligence","manufact. business strategy","2"
"coastal & waterway engineering","computer graphics & visual.","2"
"coastal & waterway engineering","design engineering","1"
"coastal & waterway engineering","fundamentals of computing","1"
"coastal & waterway engineering","image & vision computing","1"
"coastal & waterway engineering","manufact. business strategy","2"
"coastal & waterway engineering","networks & distributed systems","2"
"coastal & waterway engineering","software engineering","7"
"computer graphics & visual.","computer sys. & architecture","1"
"computer graphics & visual.","fundamentals of computing","7"
"computer graphics & visual.","manufact. business strategy","1"
"computer graphics & visual.","networks & distributed systems","16"
"computer graphics & visual.","software engineering","8"
"computer sys. & architecture","design engineering","1"
"computer sys. & architecture","fundamentals of computing","58"
"computer sys. & architecture","information & knowledge mgmt","15"
"computer sys. & architecture","mobile computing","4"
"computer sys. & architecture","urban & land management","1"
"design engineering","image & vision computing","5"
"design engineering","networks & distributed systems","17"
"digital art & design","mobile computing","2"
"digital art & design","product design","1"
"digital art & design","urban & land management","1"
"fundamentals of computing","manufact. business strategy","1"
"fundamentals of computing","product design","1"
"fundamentals of computing","urban & land management","1"
"human-computer interactions","product design","1"
"human-computer interactions","urban & land management","10"
"image & vision computing","product design","1"
"image & vision computing","urban & land management","2"
"information & knowledge mgmt","product design","1"
"information & knowledge mgmt","urban & land management","13"
"manufact. business strategy","networks & distributed systems","4"
"mobile computing","networks & distributed systems","41"
"mobile computing","urban & land management","9"
"product design","software engineering","1"
"software engineering","urban & land management","1"
"eng. dynamics & tribology","microsystems","1"
"eng. dynamics & tribology","manufacturing machine & plant","21"
"computer sys. & architecture","rf & microwave technology","6"
"fundamentals of computing","image & vision computing","6"
"fundamentals of computing","software engineering","58"
"manufacturing machine & plant","solar technology","13"
"catalysis & applied catalysis","electronic devices & subsys.","6"
"catalysis & applied catalysis","multiphase flow","12"
"design of process systems","electronic devices & subsys.","6"
"design of process systems","materials processing","14"
"electronic devices & subsys.","gas & solution phase reactions","3"
"electronic devices & subsys.","multiphase flow","3"
"electronic devices & subsys.","separation processes","2"
"gas & solution phase reactions","materials processing","7"
"gas & solution phase reactions","separation processes","15"
"heat & mass transfer","materials characterisation","9"
"heat & mass transfer","multiphase flow","19"
"heat & mass transfer","separation processes","15"
"manufact. enterprise ops& mgmt","multiphase flow","3"
"manufact. enterprise ops& mgmt","separation processes","11"
"manufacturing machine & plant","reactor engineering","7"
"materials characterisation","multiphase flow","3"
"materials characterisation","separation processes","12"
"materials processing","reactor engineering","3"
"materials synthesis & growth","multiphase flow","4"
"materials synthesis & growth","separation processes","14"
"reactor engineering","separation processes","13"
"building ops & management","energy - marine & hydropower","1"
"building ops & management","sustainable energy vectors","10"
"combustion","materials synthesis & growth","2"
"energy - marine & hydropower","materials synthesis & growth","1"
"materials synthesis & growth","sustainable energy vectors","17"
"building ops & management","fundamentals of computing","2"
"building ops & management","information & knowledge mgmt","17"
"building ops & management","marketing","1"
"construction ops & management","fundamentals of computing","1"
"construction ops & management","information & knowledge mgmt","1"
"construction ops & management","marketing","1"
"construction ops & management","psychology","1"
"energy efficiency","human-computer interactions","28"
"energy efficiency","marketing","1"
"fundamentals of computing","management & business studies","3"
"fundamentals of computing","psychology","5"
"human-computer interactions","management & business studies","13"
"human-computer interactions","psychology","9"
"information & knowledge mgmt","management & business studies","11"
"information & knowledge mgmt","psychology","17"
"management & business studies","marketing","4"
"management & business studies","psychology","5"
"marketing","networks & distributed systems","2"
"marketing","structural engineering","1"
"networks & distributed systems","structural engineering","1"
"combustion","fluid dynamics","33"
"carbon capture & storage","complex fluids & soft solids","6"
"carbon capture & storage","gas & solution phase reactions","9"
"carbon capture & storage","microsystems","7"
"catalysis & applied catalysis","complex fluids & soft solids","7"
"complex fluids & soft solids","gas & solution phase reactions","6"
"complex fluids & soft solids","microsystems","10"
"design of process systems","materials characterisation","23"
"materials characterisation","microsystems","11"
"electrochemical science & eng.","med.instrument.device& equip.","2"
"chemical structure","co-ordination chemistry","26"
"physical organic chemistry","surfaces & interfaces","6"
"heat & mass transfer","materials synthesis & growth","12"
"biomechanics & rehabilitation","materials synthesis & growth","4"
"building ops & management","materials synthesis & growth","7"
"aerodynamics","bioinformatics","1"
"aerodynamics","genomics","1"
"aerodynamics","tissue engineering","1"
"bioinformatics","continuum mechanics","1"
"bioinformatics","high performance computing","1"
"combustion","high performance computing","32"
"continuum mechanics","tissue engineering","1"
"genomics","tissue engineering","5"
"control engineering","modelling & simul. of it sys.","11"
"energy storage","power sys man, prot & control","10"
"modelling & simul. of it sys.","power sys man, prot & control","4"
"carbon capture & storage","particle technology","2"
"artificial intelligence","transport ops & management","13"
"human communication in ict","information & knowledge mgmt","34"
"human-computer interactions","transport ops & management","15"
"statistics & appl. probability","transport ops & management","10"
"materials processing","numerical analysis","8"
"biomaterials","electrochemical science & eng.","2"
"biomaterials","heat & mass transfer","2"
"biomaterials","materials processing","16"
"biomaterials","reactor engineering","2"
"biomaterials","solar technology","7"
"biomaterials","sustainable energy vectors","4"
"carbon capture & storage","design of process systems","18"
"carbon capture & storage","materials characterisation","23"
"carbon capture & storage","solar technology","11"
"carbon capture & storage","sustainable energy vectors","11"
"catalysis & applied catalysis","high performance computing","12"
"catalysis & applied catalysis","surfaces & interfaces","17"
"design of process systems","electrochemical science & eng.","10"
"design of process systems","separation processes","21"
"electrochemical science & eng.","high performance computing","2"
"electrochemical science & eng.","multiphase flow","3"
"electrochemical science & eng.","separation processes","11"
"electrochemical science & eng.","surfaces & interfaces","8"
"gas & solution phase reactions","materials characterisation","23"
"heat & mass transfer","sustainable energy vectors","11"
"high performance computing","separation processes","2"
"high performance computing","sustainable energy vectors","2"
"materials characterisation","sustainable energy vectors","14"
"materials processing","solar technology","14"
"materials synthesis & growth","reactor engineering","7"
"multiphase flow","sustainable energy vectors","3"
"reactor engineering","surfaces & interfaces","3"
"separation processes","surfaces & interfaces","2"
"solar technology","surfaces & interfaces","4"
"surfaces & interfaces","sustainable energy vectors","2"
"biochemical engineering","materials characterisation","4"
"building ops & management","civil engineering materials","5"
"fuel cell technologies","materials characterisation","35"
"biochemical engineering","carbon capture & storage","3"
"biochemical engineering","gas & solution phase reactions","4"
"biochemical engineering","high performance computing","1"
"biochemical engineering","microsystems","4"
"biochemical engineering","physical organic chemistry","1"
"biochemical engineering","separation processes","2"
"biochemical engineering","surfaces & interfaces","1"
"biomaterials","building ops & management","4"
"biomaterials","multiphase flow","2"
"biomaterials","surfaces & interfaces","17"
"building ops & management","catalysis & applied catalysis","6"
"building ops & management","gas & solution phase reactions","4"
"building ops & management","high performance computing","1"
"building ops & management","microsystems","5"
"building ops & management","physical organic chemistry","1"
"building ops & management","separation processes","3"
"building ops & management","surfaces & interfaces","1"
"carbon capture & storage","electrochemical science & eng.","11"
"carbon capture & storage","multiphase flow","3"
"carbon capture & storage","separation processes","9"
"catalysis & applied catalysis","electrochemical science & eng.","16"
"design of process systems","high performance computing","3"
"design of process systems","surfaces & interfaces","7"
"electrochemical science & eng.","materials characterisation","18"
"fuel cell technologies","high performance computing","1"
"fuel cell technologies","physical organic chemistry","3"
"fuel cell technologies","surfaces & interfaces","3"
"fuel cell technologies","water engineering","20"
"gas & solution phase reactions","water engineering","4"
"heat & mass transfer","physical organic chemistry","2"
"heat & mass transfer","surfaces & interfaces","3"
"high performance computing","microsystems","3"
"high performance computing","physical organic chemistry","1"
"high performance computing","surfaces & interfaces","9"
"materials characterisation","water engineering","6"
"microsystems","physical organic chemistry","2"
"microsystems","surfaces & interfaces","2"
"multiphase flow","physical organic chemistry","1"
"multiphase flow","solar technology","4"
"physical organic chemistry","reactor engineering","1"
"physical organic chemistry","water engineering","1"
"reactor engineering","water engineering","2"
"separation processes","sustainable energy vectors","7"
"solar technology","water engineering","3"
"sustainable energy vectors","water engineering","12"
"biomaterials","gas & solution phase reactions","8"
"chemical structure","high performance computing","1"
"gas & solution phase reactions","high performance computing","5"
"high performance computing","software engineering","3"
"materials synthesis & growth","software engineering","3"
"medical imaging","non-linear systems mathematics","7"
"artificial intelligence","media & communication studies","6"
"artificial intelligence","science & technology studies","8"
"human-computer interactions","media & communication studies","6"
"human-computer interactions","science & technology studies","8"
"information & knowledge mgmt","media & communication studies","6"
"information & knowledge mgmt","new media/web-based studies","4"
"information & knowledge mgmt","social anthropology","4"
"media & communication studies","networks & distributed systems","5"
"media & communication studies","science & technology studies","2"
"multimedia","networks & distributed systems","5"
"multimedia","social anthropology","3"
"networks & distributed systems","science & technology studies","3"
"new media/web-based studies","science & technology studies","2"
"science & technology studies","social anthropology","2"
"computer sys. & architecture","criminology","1"
"criminology","fundamentals of computing","3"
"criminology","information & knowledge mgmt","5"
"criminology","networks & distributed systems","7"
"information & knowledge mgmt","mobile computing","64"
"assess/remediate contamination","energy efficiency","1"
"assess/remediate contamination","heat & mass transfer","1"
"bioenergy","combustion","7"
"bioenergy","energy storage","11"
"bioenergy","sustainable energy networks","8"
"combustion","energy storage","3"
"combustion","sustainable energy networks","3"
"energy efficiency","sustainable energy networks","48"
"energy storage","sustainable energy networks","52"
"chemical synthetic methodology","energy storage","5"
"complex fluids & soft solids","drug formulation & delivery","14"
"complex fluids & soft solids","tissue engineering","8"
"drug formulation & delivery","materials synthesis & growth","22"
"condensed matter physics","electronic devices & subsys.","9"
"artificial intelligence","parallel computing","2"
"computer sys. & architecture","electronic devices & subsys.","19"
"electronic devices & subsys.","fundamentals of computing","16"
"electronic devices & subsys.","vlsi design","4"
"fundamentals of computing","vlsi design","8"
"information & knowledge mgmt","software engineering","30"
"networks & distributed systems","vlsi design","5"
"software engineering","vlsi design","7"
"image & vision computing","robotics & autonomy","15"
"mathematical aspects of or","transport ops & management","2"
"materials synthesis & growth","materials testing & eng.","13"
"optical devices & subsystems","quantum optics & information","17"
"energy storage","sustainable energy vectors","20"
"fuel cell technologies","optoelect. devices & circuits","2"
"fuel cell technologies","sustainable energy vectors","33"
"electrochemical science & eng.","sustainable energy vectors","9"
"catalysis & applied catalysis","sustainable energy vectors","19"
"digital signal processing","manufacturing machine & plant","5"
"displays","lasers & optics","8"
"displays","optical communications","8"
"lasers & optics","optical communications","15"
"chemical structure","manufact. enterprise ops& mgmt","4"
"chemical structure","separation processes","1"
"chemical synthetic methodology","materials processing","6"
"co-ordination chemistry","materials processing","1"
"manufact. enterprise ops& mgmt","materials characterisation","38"
"design engineering","fluid dynamics","2"
"fluid dynamics","intelligent & expert systems","2"
"instrumentation eng. & dev.","urban & land management","17"
"complexity science","statistics & appl. probability","24"
"non-linear systems mathematics","statistics & appl. probability","71"
"manufact. enterprise ops& mgmt","reactor engineering","8"
"energy efficiency","microsystems","7"
"microsystems","multiphase flow","18"
"eng. dynamics & tribology","materials processing","15"
"materials processing","surfaces & interfaces","11"
"materials processing","materials testing & eng.","40"
"carbon capture & storage","med.instrument.device& equip.","5"
"combustion","med.instrument.device& equip.","1"
"instrumentation eng. & dev.","optical devices & subsystems","12"
"combustion","electric motor & drive systems","7"
"control engineering","energy efficiency","3"
"electric motor & drive systems","energy efficiency","2"
"aerodynamics","combustion","35"
"continuum mechanics","energy efficiency","2"
"carbon capture & storage","materials processing","8"
"criminal law & criminology","mathematical & statistic psych","3"
"criminal law & criminology","networks & distributed systems","6"
"criminology","mathematical & statistic psych","3"
"criminology","statistics & appl. probability","3"
"mathematical & statistic psych","networks & distributed systems","3"
"modelling & simul. of it sys.","statistics & appl. probability","8"
"complexity science","management & business studies","29"
"complexity science","water engineering","33"
"education","networks & distributed systems","12"
"education","sustainable energy networks","12"
"education","urban & land management","12"
"management & business studies","networks & distributed systems","22"
"management & business studies","transport ops & management","30"
"management & business studies","water engineering","15"
"networks & distributed systems","sustainable energy networks","14"
"social stats., comp. & methods","sustainable energy networks","12"
"social stats., comp. & methods","urban & land management","12"
"sustainable energy networks","urban & land management","42"
"urban & land management","water engineering","27"
"acoustics","manufact. enterprise ops& mgmt","3"
"acoustics","numerical analysis","6"
"control engineering","non-linear systems mathematics","8"
"eng. dynamics & tribology","non-linear systems mathematics","9"
"manufact. enterprise ops& mgmt","non-linear systems mathematics","5"
"continuum mechanics","manufacturing machine & plant","3"
"continuum mechanics","multiphase flow","12"
"fluid dynamics","manufacturing machine & plant","7"
"fluid dynamics","multiphase flow","15"
"materials processing","multiphase flow","4"
"energy efficiency","transport ops & management","18"
"fluid dynamics","software engineering","9"
"energy efficiency","energy storage","40"
"coastal & waterway engineering","energy - marine & hydropower","10"
"energy - marine & hydropower","software engineering","7"
"analytical science","manufacturing machine & plant","9"
"separation processes","waste management","3"
"acoustics","complex fluids & soft solids","2"
"acoustics","fluid dynamics","7"
"acoustics","multiphase flow","1"
"acoustics","particle technology","4"
"aerodynamics","complex fluids & soft solids","3"
"aerodynamics","high performance computing","32"
"aerodynamics","software engineering","2"
"combustion","multiphase flow","2"
"combustion","particle technology","3"
"complex fluids & soft solids","continuum mechanics","9"
"complex fluids & soft solids","high performance computing","4"
"complex fluids & soft solids","particle technology","11"
"continuum mechanics","parallel computing","3"
"continuum mechanics","software engineering","6"
"fluid dynamics","parallel computing","1"
"high performance computing","multiphase flow","5"
"multiphase flow","particle technology","8"
"particle technology","software engineering","1"
"aerodynamics","fluid dynamics","16"
"fluid dynamics","high performance computing","9"
"atoms & ions","quantum optics & information","4"
"light-matter interactions","quantum optics & information","18"
"biomechanics & rehabilitation","optoelect. devices & circuits","2"
"design of process systems","optoelect. devices & circuits","12"
"manufacturing machine & plant","plasmas - laser & fusion","3"
"optoelect. devices & circuits","plasmas - laser & fusion","3"
"condensed matter physics","gas & solution phase reactions","3"
"gas & solution phase reactions","magnetism/magnetic phenomena","2"
"medical imaging","numerical analysis","5"
"bioelectronic devices","ground engineering","1"
"bioelectronic devices","manufacturing machine & plant","3"
"bioelectronic devices","optical communications","5"
"building ops & management","lasers & optics","1"
"building ops & management","materials testing & eng.","1"
"building ops & management","optical devices & subsystems","1"
"electronic devices & subsys.","ground engineering","1"
"electronic devices & subsys.","structural engineering","1"
"ground engineering","manufacturing machine & plant","2"
"ground engineering","optical communications","1"
"ground engineering","optoelect. devices & circuits","1"
"manufacturing machine & plant","optical devices & subsystems","30"
"optical devices & subsystems","structural engineering","1"
"aerodynamics","design & testing technology","1"
"aerodynamics","manufacturing machine & plant","4"
"aerodynamics","materials processing","11"
"continuum mechanics","design & testing technology","2"
"continuum mechanics","materials characterisation","10"
"continuum mechanics","materials testing & eng.","3"
"algebra & geometry","continuum mechanics","43"
"algebra & geometry","mathematical analysis","53"
"algebra & geometry","mathematical physics","68"
"algebra & geometry","numerical analysis","48"
"continuum mechanics","logic & combinatorics","41"
"continuum mechanics","mathematical aspects of or","14"
"continuum mechanics","non-linear systems mathematics","65"
"continuum mechanics","statistics & appl. probability","40"
"logic & combinatorics","mathematical aspects of or","16"
"logic & combinatorics","non-linear systems mathematics","41"
"logic & combinatorics","statistics & appl. probability","36"
"mathematical analysis","mathematical physics","49"
"mathematical analysis","statistics & appl. probability","44"
"mathematical aspects of or","non-linear systems mathematics","14"
"mathematical aspects of or","statistics & appl. probability","19"
"mathematical physics","numerical analysis","44"
"bioenergy","fuel cell technologies","19"
"fuel cell technologies","separation processes","9"
"separation processes","synthetic biology","3"
"energy - nuclear","sustainable energy networks","3"
"materials characterisation","optoelect. devices & circuits","23"
"bioelectronic devices","med.instrument.device& equip.","7"
"bioelectronic devices","medical science & disease","4"
"bioelectronic devices","statistics & appl. probability","4"
"bioinformatics","chemical biology","8"
"bioinformatics","genomics","10"
"bioinformatics","medical science & disease","10"
"bioinformatics","statistics & appl. probability","4"
"chemical biology","complex fluids & soft solids","8"
"chemical biology","information & knowledge mgmt","5"
"chemical biology","medical imaging","1"
"chemical biology","population ecology","4"
"chemical biology","theoretical biology","4"
"complex fluids & soft solids","medical imaging","2"
"complex fluids & soft solids","population ecology","4"
"complex fluids & soft solids","theoretical biology","4"
"genomics","med.instrument.device& equip.","5"
"genomics","medical science & disease","6"
"genomics","statistics & appl. probability","4"
"information & knowledge mgmt","medical science & disease","8"
"information & knowledge mgmt","statistics & appl. probability","35"
"med.instrument.device& equip.","theoretical biology","4"
"medical imaging","population ecology","1"
"medical imaging","theoretical biology","1"
"medical science & disease","statistics & appl. probability","9"
"population ecology","statistics & appl. probability","4"
"statistics & appl. probability","theoretical biology","11"
"energy - nuclear","manufacturing machine & plant","17"
"biomedical neuroscience","medical imaging","11"
"biological & medicinal chem.","chemical synthetic methodology","9"
"energy - nuclear","high performance computing","3"
"energy - nuclear","solar technology","5"
"biomaterials","biophysics","2"
"biomaterials","high performance computing","9"
"catalysis & applied catalysis","condensed matter physics","6"
"condensed matter physics","surfaces & interfaces","9"
"analytical science","biophysics","8"
"analytical science","light-matter interactions","3"
"biophysics","gas & solution phase reactions","9"
"biophysics","scattering & spectroscopy","8"
"gas & solution phase reactions","scattering & spectroscopy","8"
"energy - nuclear","materials synthesis & growth","8"
"co-ordination chemistry","quantum optics & information","3"
"analytical science","quantum optics & information","1"
"chemical synthetic methodology","quantum optics & information","6"
"artificial intelligence","mathematical aspects of or","7"
"biomaterials","design & testing technology","1"
"biomaterials","particle technology","3"
"catalysis & applied catalysis","civil engineering materials","4"
"catalysis & applied catalysis","manufacturing machine & plant","19"
"chemical structure","materials processing","6"
"civil engineering materials","drug formulation & delivery","2"
"civil engineering materials","manufacturing machine & plant","4"
"civil engineering materials","particle technology","1"
"complex fluids & soft solids","design & testing technology","5"
"complex fluids & soft solids","materials processing","15"
"design & testing technology","materials characterisation","17"
"drug formulation & delivery","particle technology","7"
"electronic devices & subsys.","particle technology","2"
"gas & solution phase reactions","surfaces & interfaces","12"
"materials synthesis & growth","particle technology","6"
"power sys man, prot & control","sustainable energy networks","8"
"bioenergy","energy efficiency","15"
"economics","fuel cell technologies","2"
"energy efficiency","fuel cell technologies","13"
"asymmetric chemistry","chemical synthetic methodology","9"
"complex fluids & soft solids","electronic devices & subsys.","6"
"complex fluids & soft solids","materials testing & eng.","3"
"design & testing technology","electronic devices & subsys.","11"
"electronic devices & subsys.","waste minimisation","1"
"manufact. enterprise ops& mgmt","waste minimisation","4"
"materials characterisation","waste minimisation","6"
"materials testing & eng.","waste minimisation","6"
"energy - conventional","materials characterisation","2"
"energy - conventional","materials testing & eng.","19"
"materials processing","waste minimisation","7"
"manufacturing machine & plant","waste minimisation","9"
"computer graphics & visual.","instrumentation eng. & dev.","10"
"image & vision computing","statistics & appl. probability","14"
"control engineering","image & vision computing","8"
"design engineering","intelligent & expert systems","6"
"image & vision computing","manufact. enterprise ops& mgmt","8"
"intelligent & expert systems","manufact. enterprise ops& mgmt","13"
"intelligent & expert systems","materials testing & eng.","2"
"materials testing & eng.","statistics & appl. probability","3"
"condensed matter physics","fuel cell technologies","1"
"condensed matter physics","microsystems","1"
"design of process systems","materials synthesis & growth","27"
"catalysis & applied catalysis","separation processes","18"
"chemical synthetic methodology","separation processes","3"
"gas & solution phase reactions","reactor engineering","15"
"artificial intelligence","gas & solution phase reactions","1"
"artificial intelligence","medical science & disease","7"
"artificial intelligence","pollution","2"
"artificial intelligence","quantum optics & information","6"
"chemical structure","fluid dynamics","2"
"chemical structure","medical science & disease","2"
"chemical structure","pollution","2"
"chemical structure","quantum optics & information","12"
"complexity science","medical science & disease","15"
"complexity science","population ecology","4"
"fluid dynamics","gas & solution phase reactions","3"
"fluid dynamics","materials characterisation","5"
"fluid dynamics","physical organic chemistry","1"
"fluid dynamics","population ecology","2"
"gas & solution phase reactions","information & knowledge mgmt","1"
"gas & solution phase reactions","pollution","1"
"gas & solution phase reactions","quantum optics & information","5"
"information & knowledge mgmt","pollution","2"
"information & knowledge mgmt","quantum optics & information","2"
"materials characterisation","pollution","2"
"medical science & disease","physical organic chemistry","2"
"medical science & disease","population ecology","7"
"physical organic chemistry","population ecology","1"
"pollution","population ecology","2"
"population ecology","quantum optics & information","2"
"bioenergy","building ops & management","2"
"bioenergy","catalysis & applied catalysis","13"
"bioenergy","energy - conventional","13"
"bioenergy","information & knowledge mgmt","1"
"bioenergy","manufacturing machine & plant","10"
"bioenergy","mobile computing","1"
"bioenergy","separation processes","5"
"bioenergy","waste management","3"
