Id	Label	Num	Val
10640	mcmahon, professor c	7	11085943
-89749	gill, dr j	1	404926
-113077	clement, professor rm	2	543414
41872	wann, professor jp	6	1031251
91328	dale, mr s	8	2479019
60892	dutton, dr ag	5	7626909
81436	de meyer, professor a	1	1635718
-157483	haggis, ms t	1	400509
100896	malik, dr dj	3	4367574
7797	hudson, professor r	1	6625
66924	cummings, dr lj	1	14984
45178	kinniment, professor d	5	1412473
14063	scott, professor rh	2	114213
81457	cheng, professor k	4	167293
107767	shannon, professor nsp	3	901010
3013	clary, professor d	10	8170313
-116543	bickerstaff, dr kj	4	3444816
122016	mitchell, dr l	1	447789
92027	keeling, professor m	3	625104
-45486	bate, professor ps	6	7722793
94055	robinson, professor cv	2	5324433
40251	burroughs, professor n	3	1567300
-191858	smilansky, professor u	1	309923
-107873	besseling, dr r	1	86434
11216	morrow, professor pj	2	553616
73601	guz, professor i	2	671105
74287	jenkins, professor tc	1	61011
54095	file, dr p	2	173152
-193270	bucher, dr gf	1	201718
4829	elliott, professor m	1	388757
9121	lambert, professor c	10	2769472
-7190	black, dr s	2	542693
121163	dodi, dr ia	1	77174
74094	summy, dr g	1	50186
50765	tabakov, dr s	1	3400118
65508	hajnal, professor jv	6	2386853
94775	pickard, professor cj	9	3728464
42822	morris, professor re	8	5082874
17345	winlove, professor cp	4	893143
81895	laurence, professor d	7	7239444
10538	mcgrath, professor r	4	682334
32360	frey, dr h	1	1881990
-24058	mcguire, mrs c	1	2106608
-118013	dolia, dr an	1	242620
-241689	beattie, dr tk	1	201452
89715	sambell, professor a	4	152357
81757	charalambides, dr m	2	208531
83463	herod, dr a	1	110715
110495	day, ms k	1	2218169
112539	monekosso, dr dn	1	19103
58309	mcgrady, professor j	11	5866873
29785	gilbert, professor d	3	4878132
78015	noland, professor rb	5	1881952
31616	mayhew, dr ca	5	804197
-77142	stephens, professor dj	1	139108
68411	oliver, dr o	2	89385
-81194	freer, dr y	2	478780
12979	rand, professor b	1	263543
16737	webster, professor mf	9	4068142
70732	kirby, dr p	1	484303
11315	mullineux, professor g	2	7671707
-36017	armoni, professor a	1	14969
50721	olsen, dr l	8	9231464
-89644	lee, professor j	2	294906
426	arcoumanis, professor c	3	682032
120084	bowman, dr e	1	435277
34625	ali, dr f	1	163278
32627	kelsall, professor rw	7	3900865
12533	platts, dr kw	3	12415005
108811	koskela, dr lj	3	8350972
-201321	cheetham, professor ak	2	1799946
14671	smith, professor p	1	288642
91789	uhrin, dr d	2	488539
27734	johnson, dr c	3	614343
99846	swift, mr p	1	2564138
91439	cameron, mr s	4	5415389
56403	gilbertson, dr m	1	897226
94747	waterson, dr bj	2	519220
44545	spivey, professor a	6	1218915
-151814	mcmanus, dr mc	1	4177322
94904	ward, mr j	1	571217
-85666	choudhury, professor r	1	256266
75565	houston, professor p	7	950280
-242117	wong, dr j	1	454655
5107	farrugia, dr l j	2	275804
98203	blackbourn, mrs a	10	22752637
69299	scanlon, professor wg	5	5171174
38262	shield, professor bm	3	587116
-250362	collier, professor c	1	2311087
78701	wright, dr d	1	67702
14887	spence, professor a	4	570962
2278	burgess, professor iw	3	707703
78398	popov, professor a	4	443945
39935	alm, dr n	11	2695237
73421	darling, dr gr	5	1198520
49339	davis, professor c	12	10029014
27964	jones, professor re	4	370745
36392	atlar, professor m	2	524028
5293	flanagan, professor r	4	9734809
73950	ruostekoski, professor j	3	5425421
2772	chapman, professor s	3	5214407
-5127	james, professor r	1	215418
12287	pemble, professor m	6	557686
67969	turitsyn, professor s	6	1803716
-117543	mosely, dr ja	1	420938
91558	johnson, professor p	2	2938001
93509	van silfhout, dr rg	4	470734
16776	welch, professor p	2	452717
73969	asprey, dr s	3	296761
93796	siebert, dr j	1	55969
12426	phillips, professor tn	10	4476649
7077	hearn, professor ge	1	430173
49267	lee, professor pd	15	3502107
29780	ruddock, professor l	1	4866537
67509	nilsson, professor lja	5	1629005
57998	smith, professor sr	2	834454
-10290	wang, dr j	2	827516
3401	coulouris, professor g	1	929810
80503	smith, professor d	1	351350
704	bain, dr a	3	1157195
52566	brooks, professor jw	1	780577
48363	nazarenko, professor s	1	115404
77332	mottram, professor nj	13	9902856
-87745	robinson, professor ik	5	5308077
34857	logemann, professor h	2	139622
48692	jackson, professor m	3	13097594
21304	briddon, dr p	2	320681
108819	dragotti, professor p	2	175466
36834	hardalupas, professor i	11	3108271
7713	howard, professor jak	26	17994394
6086	goodman, dr cj	5	9152039
-11792	griffin, dr dp	1	467658
-96533	quigley, dr d	2	920331
28149	cox, professor s	2	748616
83762	holcombe, professor m	1	63158
13368	ritchie, professor jm	8	15709410
-25817	bridson, dr r	2	657734
89039	williams, dr s	1	45763
6701	hancock, professor e	3	584453
84273	taylor, dr j	4	610035
7234	heydecker, professor b	6	1881934
96448	alexander, professor p	3	3084225
13200	rezazadeh, professor aa	4	2105631
52838	brown, professor rcd	3	6404515
80566	yue, professor y	2	70284
11971	packwood, dr a	1	190757
77780	kraft, professor m	10	16610334
74831	kohl, dr p	2	2489757
-29069	gravenor, professor m	1	15709
-163694	brown, mr pr	10	45349288
53128	heard, dr pj	2	543197
15737	thompson, professor ij	4	99799
110536	tester, professor rf	1	57531
