Id,Label,Num,Val
-15488,adolphs, professor s,2,272413
102634,aeppli, professor g,15,20747462
81633,aeschlimann, professor d,1,138028
98,affrossman, dr s,1,123048
109397,agapito, dr l,1,122030
-124288,agarwal, dr a,3,464898
62251,agarwal, dr j,2,271633
79365,agelidis, professor vg,2,377472
-184591,aggarwal, dr r,1,1312767
101,aggarwal, professor rk,9,12116142
102,aggarwal, professor vk,9,3294006
56939,aggeli, dr a,7,7169555
61420,agger, dr jr,1,834617
-86826,aggidis, dr ga,2,8062569
34765,aggoun, professor a,1,191434
106,aghvami, professor ah,7,2008366
65853,agius, dr h,1,105944
61648,aglietti, professor gs,2,176401
107,agnew, professor b,3,596370
-88056,agrafiotis, dr d,1,253864
85971,aguado, dr a,1,65771
115,ahmad, professor k,1,126556
111657,ahmed, dr mz,1,123668
82226,ahmed, dr r,1,60131
118,ahmed, professor h,2,309590
107756,ahmed, professor v,3,5004385
97176,aickelin, professor u,14,17151938
91893,aigeltinger, mrs j,1,463341
120661,ainsworth, emeritus professor pf,3,109724
34298,ainsworth, professor m,6,5176133
31542,ainsworth, professor p,1,390094
94546,ainsworth, professor s,1,60779
61310,airey, professor gd,8,2712129
-186827,aissa, dr c,1,516724
143,aitchison, professor c,1,159441
42535,aitken, professor cgg,4,344679
34604,akay, professor g,3,605812
126822,akehurst, dr s,2,552884
-49316,akemann, professor g,1,112286
21250,akhavan, professor j,1,227210
-155059,akhurst, dr mc,1,298534
27853,akid, professor r,3,886534
43057,akisanya, professor a,1,61649
93948,al-begain, professor k,2,84333
159,al-dabass, professor d,1,31200
48598,al-duri, dr b,3,1158949
55681,al-hajj, dr a,2,231179
50450,al-hashimi, professor b,12,4279486
162,al-hassani, professor s,1,342997
-220797,al-jamal, dr kt,1,616742
-93527,al-jawad, dr m,1,267159
34109,al-khalili, professor j,6,6461269
79442,al-nuaimy, dr w,1,58110
77658,al-shamma'a, professor a,4,453675
54484,al-tabbaa, professor a,6,4549210
173,alam, professor ma,3,757349
42485,alavi, professor a,3,5021998
117105,alboul, dr l,1,102478
52773,alboussiere, dr t,1,149362
-161432,albrecht, dr t,1,618602
74973,albrecht, professor a,2,65661
179,alcock, dr j,10,19067667
51413,alcock, dr jr,3,551741
182,alder, dr g,1,127564
184,alder, professor r,4,604673
31871,alderson, professor a,6,393236
48403,alderson, professor a,2,354316
81505,alderson, professor k,6,355983
99828,aldridge, mr m,23,69542531
64967,aldridge, professor s,9,1960154
71546,alechina, dr n,2,250056
-12980,aleiferis, professor p,3,666202
92576,alekseevsky, professor d,1,62908
193,alexander, dr a,1,186362
87473,alexander, dr a,2,224550
-79736,alexander, dr na,1,7810
-371484,alexander, dr r d,1,136252
198,alexander, mr dk,3,313779
84972,alexander, mrs la,10,12536020
112174,alexander, professor c,2,1874748
73994,alexander, professor c,13,3410092
81544,alexander, professor d,7,3328569
32015,alexander, professor j,5,4400628
200,alexander, professor k,1,24847
53013,alexander, professor mr,10,1915685
96448,alexander, professor p,3,3084225
103715,alexander, professor t,2,479516
44077,alexandrov, professor as,5,369941
77460,alexandrov, professor v,1,119272
-1069,alfe, professor d,4,1399310
98418,alford, dr m,1,80171
36081,alford, professor n,27,13769113
61997,alhassan, ms s,2,108305
30129,ali abu-rgheff, dr m,1,139635
34625,ali, dr f,1,163278
-110826,ali, dr st,1,261696
107624,ali, professor f,1,404764
-6694,ali, professor s,1,96613
60852,ali, professor z,2,236684
103753,alison, professor m,1,91432
47646,alkhaddar, professor rm,1,40450
-190969,allam, dr o,1,374036
43757,allam, professor j,9,3084045
80881,allam, professor j,1,122191
-17335,allan, dr a,1,155850
36694,allan, dr a,3,1315397
54176,allan, dr dr,5,1269290
46261,allan, dr g,1,59261
88166,allan, dr i,4,1098145
87261,allan, dr p,1,1361311
36080,allan, dr ps,2,697204
36608,allan, dr r,4,1434669
213,allan, professor nl,8,6419913
82345,allanson, dr j,2,163167
127902,allemann, professor rk,5,4874631
96058,allen, dr a,1,104081
224,allen, dr c,2,797332
-102946,allen, dr k,1,20531
65554,allen, dr mc,1,102223
-21885,allen, dr mj,1,261696
237,allen, dr n,3,103210
73889,allen, dr s,8,5191754
55448,allen, dr sm,3,621903
91335,allen, mrs s,1,248935
-353557,allen, professor b,1,199290
76172,allen, professor cb,9,1170630
225,allen, professor d,8,22133170
34809,allen, professor gc,15,19748847
231,allen, professor j,1,87734
252,allen, professor j,2,380092
122136,allen, professor l,2,557186
236,allen, professor mp,6,1561533
254,allen, professor n,1,77698
247,allen, professor pm,4,1304751
240,allen, professor r,9,5282454
41423,allen, professor r,12,9099676
242,allen, professor s,3,230071
31980,allerton, professor dj,4,1102564
-17543,allfrey, mrs l,14,5869706
106550,allin, mr s,1,780338
41014,allin, professor s,2,516404
261,allington-smith, dr j,1,451469
262,allinson, professor nm,8,10832064
44379,allison, dr w,3,1607410
-5122,allport, professor pp,1,4411980
71098,allsop, professor d,1,104470
37172,allsop, professor nwh,3,135649
272,allsop, professor r,2,330292
273,allsopp, dr d,1,236178
-1560,allton, professor c,1,12730
275,allwinkle, professor s,1,2311087
278,allwood, dr r,2,1726767
117293,allwood, professor da,5,1681460
55324,allwood, professor jm,1,1565446
82130,allwright, dr dj,1,37397
39935,alm, dr n,11,2695237
-119792,almond, dr a,1,145690
281,almond, professor d,10,6443642
-189163,alomainy, dr a,1,1015952
38933,alpay, dr e,3,1275020
79350,alphenaar, dr b,1,60411
-65239,alphey, dr l,1,104062
76030,alsberg, dr b,1,62439
-26659,alshawi, dr s,1,3616134
46339,alshawi, professor m,2,651851
-37573,altaner, dr c,1,160804
98932,altenkirch, dr t,8,1104356
37914,altham, dr p,1,331568
56407,althoefer, professor k,2,350867
81868,althorpe, dr s,1,127901
53913,althorpe, professor sc,8,1065713
24092,alty, professor j,3,391075
298,amaratunga, professor g,7,6298747
300,amass, dr a j,1,102287
114408,amavasai, dr p,1,294805
65628,ambaum, dr mhp,5,2176928
61667,ambler, dr sj,1,151724
305,ambraseys, professor n,1,110839
96464,ameer-beg, dr sm,2,3444398
30937,ames, professor j,1,74750
-44402,amezaga, dr jm,1,144078
307,amini, professor s,1,16100
97555,amira, professor a,3,135109
309,amis, professor a,4,4133398
-232702,amoako johnson, dr f,1,2540140
-118745,amoore, professor l,1,415108
64968,amoroso, dr aj,4,649759
312,amos, dr r,2,348750
89232,amos, professor cl,1,66351
109977,amos, professor mr,2,343686
92438,amphlett, miss f,2,6843196
99150,an, dr m,2,359546
38173,anand, professor s,3,597802
-88017,anastassiou, dr ca,2,569961
-149620,anaya-lara, dr o,3,12540955
95801,anayi, dr f,1,4180
78948,andersen, dr k,1,689016
80986,anderson, dr a,1,60953
94549,anderson, dr ara,1,62675
127399,anderson, dr d,3,379409
-109169,anderson, dr ea,1,666639
45459,anderson, dr j,3,24458
84633,anderson, dr k,1,48961
34563,anderson, dr p,3,9523096
70532,anderson, dr s,6,1065717
111267,anderson, mr r,2,583330
62232,anderson, mr t,1,3476859
85566,anderson, mrs jg,1,160372
1302,anderson, mrs ta,3,121483
91400,anderson, ms c,9,7649648
52433,anderson, professor ah,1,119531
323,anderson, professor cw,1,253450
56645,anderson, professor d,5,2381567
327,anderson, professor gk,1,634402
37119,anderson, professor hl,6,1137846
332,anderson, professor j,1,63956
350,anderson, professor j,1,3616134
38914,anderson, professor j,2,80286
31879,anderson, professor jc,6,1047884
117470,anderson, professor k,3,8943246
49426,anderson, professor mg,4,1429554
27512,anderson, professor mw,7,3568886
76449,anderson, professor p,1,154327
76588,anderson, professor p,2,571915
53225,anderson, professor r,1,331672
123032,anderson, professor rw,1,219829
26866,anderson, professor s,7,9134801
352,anderson, professor t,2,267531
105381,andersson, dr e,1,348157
58928,andersson, professor n,1,7650
92253,ando, dr k,1,61661
355,andonovic, professor i,5,809415
103896,andras, professor p,1,208384
-175943,andre, dr p,1,1219157
95805,andreev, dr a,4,1010850
-169872,andreopoulos, dr y,1,233389
358,andres, professor u,2,246129
91637,andrew, mr m,2,726418
34855,andrews, dr sr,1,103721
91403,andrews, ms j,1,37374
368,andrews, professor bj,2,130272
369,andrews, professor d,5,847654
43587,andrews, professor dj,1,236972
372,andrews, professor ge,7,7026817
-111306,andrews, professor gp,1,137480
41278,andrews, professor j,1,8397350
113375,andrews, professor p,1,191256
70804,andrews, professor sc,1,87244
105979,andrews, professor tj,2,149012
96326,andrieu, professor c,5,500394
109288,angel, dr p,1,70156
116314,angel, miss h,8,14235722
48909,angeli, professor p,6,1282670
57273,angelides, professor mc,4,220811
-93142,angelis, dr jj,1,6880763
381,angell, professor io,1,541379
71494,angelov, professor pp,1,12768
-10928,angus, dr c,1,28571
382,angus, professor jas,3,500145
118559,ania-castanon, dr jd,1,210386
43024,annett, professor jf,3,160161
-38837,anon higon, dr md,2,259529
386,ansell, dr mp,2,7438357
107156,ansell, dr p,2,213323
387,ansell, dr r,1,52161
78430,ansell, dr rj,2,202526
61177,ansorge, dr re,2,1118086
48315,anstice, dr h,1,110427
103950,anthony, professor d,4,857755
126832,anthopoulos, professor t,5,1152879
61261,antipov, dr y,1,8152
126397,antonacopoulou, professor e,1,3473682
91550,antonie, ms v,5,10445628
78421,antonov, dr v,4,1211145
96194,antony, dr s,3,731998
34219,anumba, professor cj,11,23201339
67281,anwar, dr a,3,203454
28498,anwar, professor j,2,1490005
32569,aouad, professor g,21,24466269
84093,aouad, professor g,1,204677
118333,ap dewi, dr i,11,1724028
78943,aplin, professor ac,2,1408464
-149095,apostolopoulos, dr v,1,270090
44812,apperley, dr dc,1,422631
400,applebaum, professor d,1,6625
75235,appleyard, dr sp,1,244278
413,apsimon, professor h,1,618235
79203,apsley, dr d,3,368584
100570,aquino, dr m,1,463952
97579,aradian, dr a,1,67153
-58820,arayici, dr y,1,2311087
93407,arber, professor t,5,6007332
-17169,arce-garcia, dr i,1,114992
105363,archer, dr aj,1,103076
424,archer, professor j,1,120201
89605,archibald, professor s,1,62346
52236,archibald, professor t w,2,172640
426,arcoumanis, professor c,3,682032
82902,ardavan, professor a,7,8566576
77113,arens, mr t,1,64558
90038,arioli, dr m,1,4400
56730,ariyaeeinia, professor am,1,63872
434,armes, professor sp,17,5869959
-81807,armitage, dr dw,3,861028
23224,armitage, professor j,2,10145981
-36017,armoni, professor a,1,14969
97752,armour, dr a,3,970714
95574,armour, dr smd,2,786198
442,armour, professor e,4,246523
444,armstrong, dr b m,4,2140910
-152752,armstrong, dr d,1,5833079
-184908,armstrong, dr m,1,755485
29262,armstrong, professor a,5,1404937
445,armstrong, professor cg,4,786637
-2819,armstrong, professor fa,2,5332641
449,armstrong, professor g a,3,903801
109950,armstrong, professor jd,2,842739
78668,armstrong, professor n,1,317058
-101758,armsworth, dr p,1,2546175
-26119,arnell, professor rd,1,27290
76575,arnold, dr as,6,1534981
460,arnold, dr j,2,433734
21942,arnold, professor j,13,18934863
71054,arnold, professor pl,6,2365434
-17668,arnolds, dr h,4,865460
21870,arnot, dr t,1,62998
465,arnott, professor j,2,12796755
77518,arone, dr zg,1,57168
27686,aroussi, professor a,2,156717
470,arridge, professor sr,11,12282426
54492,arrighi, dr v,2,215582
474,arrowsmith, professor dk,3,326607
32588,arslan, professor t,6,1717374
80120,artale, dr a,1,63137
83173,arthur, dr s,2,7449255
-417176,arundell, dr m,1,1637
69663,arvanitis, professor t,1,62780
31522,arvind, professor d,1,3721432
491,asenov, professor ama,18,22534270
-186116,ashbee, mrs cj,7,10296277
-533308,ashbourn, dr jma,1,87734
121179,ashbrook, professor sem,3,1307409
497,ashburn, professor p,12,15191998
91527,ashby, mrs s,1,686118
82294,ashby, professor a,1,437484
501,ashby, professor m,3,5033972
-113279,ashcroft, dr aj,1,591281
81226,ashcroft, professor ae,1,331528
80335,ashcroft, professor ia,5,1328201
130886,ashenden, dr d,1,398378
506,asher, professor g,5,2983178
507,ashfold, professor mnr,16,15909008
-30639,ashford, professor r,1,287905
45983,ashforth-frost, dr s,1,118480
38156,ashley, professor r,1,198762
48972,ashley, professor rm,13,9814517
68061,ashman, dr hl,1,92191
-211307,ashman, dr j,1,135000
55604,ashour, dr a,1,164551
519,ashton, dr n,1,408445
25643,ashwell, professor g,13,2307457
43470,ashwin, professor p,9,789971
64981,ashworth, dr m,2,506534
80799,ashworth, dr s,1,145672
43998,ashworth, dr sh,6,621476
127914,ashworth, ms s,7,7896274
128068,askes, professor h,11,21197514
54622,askham, professor j,4,2738873
-9597,askwith, dr b,1,145888
112361,aslin, mr pm,3,18622060
31978,aspden, professor r,3,71644
77481,aspinall, dr d,7,2222382
536,aspinall, dr hc,4,1152551
537,aspinall, professor pa,2,706793
540,aspinwall, mr d,1,207898
73969,asprey, dr s,3,296761
-2324,asquith, dr b,1,8741
44914,assender, professor h,2,514855
84656,assimakopoulos, professor d,1,14100
107962,assing, dr s,1,15962
84168,astell, professor a,2,250352
76032,astheimer, dr p,1,40898
81387,astheimer, professor a,1,40898
40531,astin, dr tr,1,159544
23300,astley, dr sm,2,8623835
20518,astley, professor r,5,204399
68073,astolfi, professor a,7,8560933
546,aston, dr pj,1,5125
-217083,aston, professor jad,2,518496
79065,atallah, professor k,7,1370006
-169868,atature, professor m,1,257342
84291,atherton, dr j,1,241077
552,atherton, dr m,2,290391
22985,atkins, dr a s,2,371238
69176,atkins, mr p,2,2098548
23852,atkins, professor ag,1,12279
566,atkins, professor e,1,46580
109470,atkins, professor jp,1,3419650
55361,atkinson, dr ar,2,355516
41506,atkinson, dr d,10,2003390
578,atkinson, dr dj,6,2318935
-24125,atkinson, dr r,2,189913
38923,atkinson, professor a,13,8467702
107825,atkinson, professor d,4,784317
-169965,atkinson, professor g,1,55241
570,atkinson, professor hv,1,59158
587,atkinson, professor j,1,236420
588,atkinson, professor mp,18,12087513
24038,atkinson, professor r,5,1511524
77231,atkinson, professor tc,2,3366875
36392,atlar, professor m,2,524028
591,attard, professor g,5,6624475
590,attard, professor ga,3,908256
592,attenborough, professor k,14,1449721
42304,attenburrow, professor ge,2,120101
61407,attfield, dr mp,2,63111
596,attfield, professor jp,10,3863570
599,attwood, professor d,3,541672
68284,attwood, professor t,2,428499
-28607,atun, professor ra,1,399959
602,atwell, dr es,1,2185136
-305079,audenaert, dr k m r,1,216655
48487,audsley, professor n,2,827980
-190840,auer, dr s,1,414945
57299,augarde, professor c,7,697556
21321,augousti, professor a,1,16751
-21293,augusto, professor jc,2,117881
89324,ault, dr g,6,19048977
-188468,aung, dr mt,1,302155
-128329,aurisicchio, dr m,1,633618
618,austin, dr j,1,52794
99291,austin, mr d,1,68142
91494,austin, mr k,7,10415685
21216,austin, professor j,8,10327974
619,austin, professor s,6,24498085
88046,austing, mr p,1,62333
-161562,autio, professor e,1,1040430
-214628,averbukh, dr v,1,710973
78871,avis, dr m,5,301986
29848,avis, professor n,2,635776
78875,avital, dr e,5,659905
78597,avram, professor f,1,8682
85207,avrutin, dr e,1,61731
98532,awan, professor i,2,120311
627,awbi, professor h,1,263147
-15736,axinte, professor da,1,9815820
66071,ayazi shamlou, professor p,2,174867
39559,aykroyd, dr r,2,203966
71026,aylen, mr j,2,940276
131198,aylett, dr mp,1,238471
28948,aylett, professor r,2,52965
-28066,aylin, dr p,1,399959
103946,aylott, dr j,3,460678
123985,ayres, professor j,1,61396
29299,ayton, professor p,2,862793
81300,azad, dr a,1,95113
41623,azapagic, professor a,12,12030142
104617,aziz, dr m,1,96238
643,azzopardi, professor b,9,1737865
-171689,azzouz, professor m,1,2125910
-10318,baar, dr k,1,209456
27484,baber, professor c,4,262982
645,babiker, professor m,10,10299262
41906,babinsky, professor h,1,306289
39765,babitsky, professor v,2,122821
650,bache, professor m r,6,2671353
23728,bachelard, professor h,1,1044798
122896,bacic, dr m,1,114019
-225129,bacigalupo, mrs v,8,1381818
30483,backhouse, professor c,6,32844355
651,backhouse, professor rc,2,219466
660,bacon, professor dj,12,15137175
653,bacon, professor j,1,250000
652,bacon, professor jm,11,3181491
37749,badcock, professor k,17,1183559
61248,baddeley, dr cj,6,5750090
72832,baddeley, dr r,2,2028361
101169,baddoo, dr n,1,52177
42254,baden fuller, professor c,1,751337
44684,bader, professor dl,2,2711055
88028,badii, professor a,2,499433
28335,badnell, professor n,3,172332
668,badyal, professor jp,8,6415360
82443,baganz, dr f,3,7910637
77751,bagley, professor m,2,492117
92844,bagnall, dr a,1,102624
93568,bagnall, dr d,1,1709753
96425,bagnall, dr d,2,1278674
71224,bagnall, professor d,10,20778678
-203186,bagnaninchi, dr po,1,170757
-93913,bagot, dr paj,1,5833079
-118822,bagshaw, dr ap,1,452943
66096,bahai, professor h,2,342749
679,bahaj, professor as,5,4679692
82489,bai, dr l,7,524359
106121,bai, dr y,2,877331
93122,baigent, dr sa,1,150385
115896,bailey, dr am,1,700411
31963,bailey, dr p,2,591394
33258,bailey, dr p,1,371204
50049,bailey, dr p,2,1602657
-172318,bailey, miss cl,1,142520
125937,bailey, mr p,1,246060
91672,bailey, mr s,3,373686
-367295,bailey, mrs a,8,8709427
695,bailey, professor a,1,16600
30486,bailey, professor c,13,20596868
103680,bailey, professor cg,6,27057400
78191,bailey, professor m,1,55476
99450,bailey, professor mj,2,289569
27183,bailey, professor pd,5,645233
42647,bailey, professor ra,3,667256
-65028,baillie, professor l,1,201718
704,bain, dr a,3,1157195
705,bain, professor c,8,6058673
83972,bain, professor m,1,176020
715,baines, dr g,6,20346885
712,baines, professor mj,2,425114
59146,baines, professor t,5,17844396
718,baird, dr m,1,282045
76577,baird, professor aj,1,82833
723,baird, professor m,2,423236
79816,bak, professor p,1,25186
106154,bakalis, dr s,2,1619934
37303,baker, dr aj,2,149891
80532,baker, dr e,1,279016
81279,baker, dr j,3,371248
80675,baker, dr ma,2,207211
-101167,baker, dr mj,1,242020
735,baker, dr n,2,514765
-161489,baker, dr ph,1,438903
-112205,baker, dr re,1,250914
74590,baker, dr rt,3,2606833
-2520,baker, dr sc,2,359480
33935,baker, mr n,1,480577
-173780,baker, mr s j,4,14186674
100004,baker, professor a,1,197437
100268,baker, professor c,2,447131
729,baker, professor cj,6,5899316
731,baker, professor hj,8,5660118
107107,baker, professor j,1,130413
64331,baker, professor ma,1,119272
125456,baker, professor sn,4,4346244
742,baker, professor t n,1,80013
128334,bakker, dr g,1,51220
58190,bal, dr dj,1,6880763
49973,balabani, dr s,3,425959
-156369,balachandran, dr r,1,276240
763,balachandran, professor w,1,95628
27691,balakrishnan, professor g,5,1110324
68891,balasubramaniam, dr d,3,1192102
765,balchin, dr m,1,148387
91567,balderson, ms r,6,3419036
134196,balderstone, mrs ge,7,5229228
46533,balding, professor dj,3,691069
83123,baldock, dr t,2,236900
74105,baldock, professor ra,1,43921
768,baldwin, dr a,1,33950
81429,baldwin, dr l,1,4450
780,balendra, professor r,1,24290
-21140,bales, ms s,7,831940
-187038,baletto, dr f,1,398850
85254,balikhin, professor m,2,1633234
61443,balinsky, professor a,1,123595
-163654,balint, dr ds,2,185821
782,balint-kurti, professor g,9,9950640
783,balkan, professor n,4,769602
791,ball, dr g,1,162389
89312,ball, dr l,3,1319545
115013,ball, dr rj,2,281681
43925,ball, mr r,1,234261
799,ball, professor a,2,410924
27531,ball, professor ad,4,477131
790,ball, professor fg,6,383258
38487,ball, professor k,3,287191
70039,ball, professor pd,2,315304
800,ball, professor sir j,5,4203535
109886,ballal, dr t,1,3684284
803,ballance, dr d,8,12252870
62151,bamber, dr jc,4,1644860
105099,bamber, professor j,1,197507
-111398,bambra, professor cl,1,1011999
80588,bampos, dr n,1,158323
-187560,banas, dr l,1,180568
112412,bandara, dr ak,1,615074
69302,bandara, dr mpu,4,541224
99872,bandara, dr p,1,333838
-19702,bandmann, professor o,1,2125910
93057,banerjee, dr a,1,277514
823,banerjee, professor jr,6,492299
825,banfill, professor pf,14,10355040
-503262,bangert, professor u,9,2379853
830,bangham, professor j,7,3459362
44119,banister, professor d,5,1689228
-161227,banks, dr dj,1,227612
21967,banks, emeritus research professor wm,5,592954
-111599,banks, mrs ms,6,15908391
835,banks, professor c,3,2337422
837,banks, professor s,8,24867924
-1531,bannister, dr np,2,648301
-29176,banse, dr r,1,189277
42590,banwart, professor s,14,11421333
78729,bao, dr x,1,56147
109629,barahona, professor m,2,433111
94544,barakos, professor g,15,1391576
98863,baranov, dr a,7,3249602
84626,barany, professor i,1,4750
115669,barba, dr l,1,209238
-113910,barber, dr a,4,4264492
127178,barber, dr ah,2,400868
96465,barber, dr pr,1,1172792
109797,barber, dr rw,3,860769
117094,barber, dr s,1,12648
25929,barber, dr z,20,6263289
60275,barber, professor j,1,4106687
859,barber, professor k,2,1640765
-5748,barbur, professor jl,2,731703
-81200,barclay, professor lw,1,224260
873,bard, dr e,1,135955
79604,bard, professor j,1,59564
66106,bardon, professor k,1,125000
875,barenghi, professor cf,3,585247
32219,barer, dr ml,1,50982
876,barford, professor w,15,25378163
877,bargiela, professor a,4,116182
878,barham, professor pj,3,129950
42912,barigou, professor m,4,2269410
105100,barker, dr g,1,197507
119644,barker, dr g,2,7272639
94924,barker, dr j,3,714728
118165,barker, dr sa,1,255840
81730,barker, dr sa,1,60000
84530,barker, dr t,1,174490
50535,barker, professor ja,1,3305496
890,barker, professor jr,9,12164314
90693,barker, professor pf,10,3108407
120595,barker, professor t,2,649254
34741,barkley, professor d,4,246641
895,barlow, dr d,4,1836812
94400,barlow, dr j,1,62580
105416,barlow, dr sm,2,4085362
110478,barlow, professor j,2,1120769
65531,barlow, professor j,1,250947
68164,barlow, professor j,3,13352442
56605,barlow, professor r,3,7846853
42722,barltrop, professor n,5,553130
-224509,barnard, dr y,1,754073
65700,barnden, professor ja,2,376928
-81470,barnea, dr yd,1,14111
92787,barnes, dr a,1,61093
910,barnes, dr ac,3,196446
81400,barnes, dr cj,1,323624
-10302,barnes, dr frm,2,602255
-3198,barnes, dr gr,1,99749
-20886,barnes, dr s,1,550236
112471,barnes, dr t,1,950973
101895,barnes, mr jc,8,26468662
-87084,barnes, professor b,1,467519
52933,barnes, professor c,7,9685805
921,barnes, professor d,5,661957
108520,barnes, professor gr,2,2968931
53866,barnes, professor m,5,5463366
916,barnes, professor p,13,9627432
25011,barnes, professor p a,2,429868
29233,barnes, professor wl,10,14202805
116032,barnett, professor j,1,6760671
91505,barnett, professor j,1,461906
932,barnett, professor s,9,1693233
72049,barney, professor a,1,50660
935,barnham, professor k w j,7,1422806
-7023,barr, dr s,5,2858227
73941,barran, professor pe,5,1381349
72176,barras, dr b,1,155047
126913,barratt, dr dc,1,1517247
-230039,barraud, mr j,8,2013747
-188465,barrett, dr j,1,417134
-169900,barrett, dr m,2,2811429
963,barrett, dr s,2,192903
125260,barrett, dr s d,1,125869
50377,barrett, mr d,2,277347
63520,barrett, mr d,1,179388
-8609,barrett, professor bt,1,165643
955,barrett, professor da,1,63198
29439,barrett, professor j,2,207588
959,barrett, professor p,9,9481111
952,barrett, professor t,14,3765210
69369,barria, dr j,1,2512336
111236,barrieu, dr pmi,2,431437
968,barringer, professor h,3,2700616
41611,barron, dr m,2,305185
91436,barron, mrs c,8,3163434
973,barron, professor l,4,965724
979,barrow, professor jd,4,255371
-120624,barry, miss l,5,13038659
-3354,barter, dr lmc,2,256952
989,bartle, professor k,1,189327
95505,bartlett, dr l,1,62053
34854,bartlett, professor p,5,605060
29058,bartlett, professor pn,18,7481740
106588,bartley, dr jk,1,98746
-163855,bartolini, dr r,1,600657
-97016,barton, dr d,1,7186
111846,barton, dr g,1,55241
996,barton, dr j,4,1169504
38201,barton, mr j,2,3627386
994,barton, professor d,4,5592173
38470,barton, professor h,2,1904508
52811,barton, professor j,2,813494
27601,barton, professor n,5,1306797
1003,barton, professor s,2,248212
103779,basch, mr r,5,1219706
1012,basden, dr a,2,345793
93271,basheer, dr lulu,1,324724
28545,basheer, professor m,15,2965375
71630,bassett, dr b,1,62635
1019,bassindale, professor a,1,1000000
41902,bassom, professor ap,2,280889
-11899,batchelor, dr p,1,32790
55374,batchelor, professor j,3,1035457
83354,bate, dr i,2,1164358
131657,bate, dr me,2,235170
-45486,bate, professor ps,6,7722793
77242,bateman, dr a,1,61379
98344,bateman, dr n,1,60423
-190193,bateman, mr k,1,1863926
54187,bateman, mr r,1,63824
-7985,bates, dr ad,1,334515
73603,bates, dr ma,5,2065274
84911,bates, dr ra,1,144633
1036,bates, professor ca,2,252787
70840,bates, professor d,9,2460525
52454,bates, professor pd,3,7459439
45978,bates, professor s,3,305300
132038,battaglia, professor g,2,2334615
128407,battisti, professor g,2,170809
1051,battle, professor p,4,1862567
43140,batty, professor m,7,2443479
-3450,baudet, dr ba,1,10434
78329,bauen, dr aw,4,7113657
47424,baumberg, professor jj,19,15096899
-160027,baumberger, professor f,1,290064
107194,baurley, professor s,3,747499
-110946,bavykin, dr dv,1,303406
46133,baxendale, dr m,2,205555
116317,baxendale, professor ir,1,190882
92652,baxter, dr j,1,80143
117095,baxter, dr pd,1,12648
1064,baxter, professor r,1,518035
72100,bayford, professor r,2,956268
1070,bayley, professor h,2,370766
1076,bayliss, professor s,1,26239
89851,baynham, dr d,1,7472363
34745,bayvel, professor p,6,5024499
-107170,bazlov, dr y,1,186308
1080,beach, professor m,8,5805511
-5419,beale, professor r,2,67671
40854,beamson, dr g,2,170952
43089,beard, dr an,3,195247
43668,beard, professor pc,9,4421473
67077,beardmore, professor re,1,123370
1096,bearman, professor pw,3,418020
-111157,bearon, dr rn,1,132653
94512,bearpark, professor m,2,97365
1098,beasley, professor j,1,129572
-241689,beattie, dr tk,1,201452
