Id	Label	Num	Val
102002	wynne, professor bp	3	4614094
69040	morrison, dr d	2	98074
60736	sutherland, professor ia	6	2185997
23855	lamb, dr mj	1	226919
-7738	sherratt, dr m	1	164702
47646	alkhaddar, professor rm	1	40450
5877	gilbert, dr j	2	32782
332	anderson, professor j	1	63956
25987	elliot, professor a	3	9869301
69827	clarke, professor pj	2	200901
95297	di  paolo, professor e	2	570313
61443	balinsky, professor a	1	123595
54016	ibell, professor t	4	461484
82275	warr, dr pa	1	446711
69933	stewart, professor bg	1	109667
3156	cole-hamilton, professor d	10	1360095
28948	aylett, professor r	2	52965
-150952	chenvidyakarn, dr t	1	388756
80765	parrott, dr k	1	149950
9475	lewis, professor rw	6	1423325
63733	cooke, mrs j	4	312606
-15723	hodgson, mr a	1	208610
5836	gibbon, professor jd	2	161203
62709	gedroyc, professor wmw	1	508084
1176	bell, professor mc	13	13096309
9164	langlois, dr p	1	182797
111081	jenkinson, professor id	4	609708
107366	dean, dr s	1	280018
73118	franklin, dr a	5	1068760
95522	knottenbelt, professor wj	4	1716922
124130	seetharam, dr s	1	12376
-29069	gravenor, professor m	1	15709
29058	bartlett, professor pn	18	7481740
27869	horrocks, professor ar	4	461818
33821	pearce, dr t	2	137207
6586	hall, dr da	1	302106
107156	ansell, dr p	2	213323
121354	farmery, professor ad	2	445648
65561	deravi, dr f	5	777100
3592	crookes, professor rj	1	179443
7335	hillman, professor ar	2	223484
7875	humphreys, professor sir c	20	9400804
-159895	cirak, dr f	1	389982
101204	turner, professor mc	2	679916
84789	corbett, professor jb	1	160372
124209	peyton, professor t	1	17633
1288	berrington, professor k.a.	1	10509
6372	gregory, professor sir m	12	24070416
45978	bates, professor s	3	305300
75945	martyn, dr m	2	356000
17567	wright, professor h	1	160987
7223	hewitt, professor gf	10	10879776
23166	stuckey, professor dc	1	62824
93609	chuang, professor j	6	661252
-91750	pozimski, dr j	1	7472363
31864	walmsley, professor d	12	13654135
107466	stewart, dr dw	2	1441062
9743	lowe, professor c	4	821237
-63445	ma, professor l	4	2762884
51646	matcher, professor s	5	896327
44468	tasker, professor p	8	2342718
43161	wright, professor t	5	4062888
77477	parsons, professor s	2	156093
11778	o'neill, professor m	4	952642
-170180	pimblott, professor sm	2	953707
6338	greenman, professor j	2	117342
-79970	fraser, professor j	1	95386
50835	steadman, professor p	4	2079283
128197	hassan, professor t	1	47814
6475	grovenor, professor c	6	2618219
12610	porat, professor i	1	52150
104033	gray, professor wp	3	1393072
-79837	patterson, mrs j	7	14788348
81943	brace, dr c	2	177018
83889	stephenson, ms m	1	51534
104004	walker, dr c	2	524115
46911	mccann, professor h	6	1410187
13734	rush, professor h	4	903577
80277	wainwright, professor j	1	149812
33883	wimperis, professor s	6	1421868
76612	franks, professor j	1	64498
99592	franks, professor n	2	373180
-11790	liu, dr c	1	433224
25972	aczel, professor p	2	294747
98364	wernisch, professor l	1	1260990
8903	kirby, professor emeritus hr	5	221177
13094	redman-white, professor w	3	1737363
90652	marken, dr f	9	7335140
21782	hutchison, dr j	1	160888
45074	johnson, dr m	2	797332
55674	pollock, mr r	2	231179
72252	cannon, dr mr	2	195669
97173	hubbard, dr m	4	407508
103680	bailey, professor cg	6	27057400
13285	richardson, professor n	8	27588306
54941	gavriilidis, professor a	9	2529282
21387	willis, professor cl	4	1095374
33271	brennan, professor p	5	1133647
91382	duncan, ms f	5	28803419
80155	mill, dr a	2	651579
117256	macdonald, dr mp	5	1869883
91297	brough, mrs j	9	17002741
95903	kalashnikov, dr a	3	695484
91565	needham, ms m	1	530033
78245	fang, professor t	1	173072
105021	taylor, dr a	1	123448
-363738	davies, professor rl	1	1812081
11343	munro, professor r	1	193559
13524	rodger, professor a	1	266826
-22205	rae, dr j	1	84254
-186319	wade, professor aj	1	302990
11300	mulgrew, professor b	6	930871
29929	williams, dr ej	1	305621
12287	pemble, professor m	6	557686
59876	saker, professor j	3	20881591
-84289	julian, professor s	5	706784
44110	macgill, professor s	1	34906
82953	darr, professor j	6	2997644
69231	laidler, dr h	4	163656
95551	fairclough, professor s	1	60495
103538	clark, dr m	6	14517715
16711	webb, professor g	2	273329
-13643	mayer, dr a	1	5820840
67002	evans, professor a	11	1730768
110235	radenkovic, dr m	2	493429
34298	ainsworth, professor m	6	5176133
122358	chopin, professor n	1	73831
-13537	joffe, dr h	1	895596
7947	hutchinson, dr j	1	322264
72000	hadley, dr mj	9	15488555
74953	howls, dr cj	3	776125
29749	edwards, professor p	3	12819107
52992	chechik, dr v	5	756217
652	bacon, professor jm	11	3181491
11757	o'hare, professor d	5	733529
55624	weiss, professor g	5	3286681
10965	missous, professor m	4	3466607
100126	pedley, professor r	1	1610106
57277	walker, professor pj	2	394764
77463	woodman, dr a	1	201183
12463	pidd, professor m	6	1367055
30140	bryant, professor jw	1	118159
31748	halliwell, professor j	1	203081
58058	radaelli, professor p	1	116586
-205364	wilson, dr m	1	2185136
58669	hoare, professor m	7	11197883
32142	hay, professor rt	1	420860
12495	pipe, professor t	3	1491210
34765	aggoun, professor a	1	191434
43152	byrne, professor h	8	3126505
3320	cooper, professor j	2	1492346
-197592	henderson, ms d	8	6736928
80204	hoenich, dr n	1	248179
50752	ramoni, dr m	1	20000
93948	al-begain, professor k	2	84333
17375	wisnom, professor m	13	17878364
38533	strigini, professor l	2	893571
125184	edwards, dr pj	1	262792
99089	hounsell, professor e	1	195347
50211	chen, professor x	6	1742679
