Source,Target,Type,Weight,Val
45,127,Undirected,3.0,692988
5,58,Undirected,1.0,1430
101,102,Undirected,11.0,2465986
120,121,Undirected,504.0,205360455
120,122,Undirected,760.0,319657252
120,191,Undirected,106.0,49857776
121,122,Undirected,241.0,126102973
121,191,Undirected,20.0,9807796
122,191,Undirected,42.0,17889260
53,87,Undirected,38.0,17077614
53,147,Undirected,96.0,30010101
87,147,Undirected,18.0,14868339
199,202,Undirected,33.0,24124394
5,145,Undirected,34.0,22435670
19,51,Undirected,1.0,104470
19,58,Undirected,1.0,104470
51,58,Undirected,1.0,104470
152,174,Undirected,9.0,12791985
19,29,Undirected,11.0,16898345
19,37,Undirected,128.0,59661413
29,37,Undirected,11.0,7787749
51,191,Undirected,15.0,19133450
149,152,Undirected,23.0,34165187
19,31,Undirected,25.0,9426468
31,37,Undirected,134.0,33599433
11,103,Undirected,71.0,23099619
66,142,Undirected,33.0,15938240
66,174,Undirected,66.0,26077857
66,204,Undirected,17.0,3596440
142,174,Undirected,20.0,17848801
142,204,Undirected,3.0,956173
174,204,Undirected,8.0,8283997
103,104,Undirected,8.0,9389285
11,105,Undirected,8.0,4584337
79,146,Undirected,1.0,576002
79,178,Undirected,1.0,576002
146,178,Undirected,3.0,2427019
103,138,Undirected,26.0,19317616
11,143,Undirected,21.0,5375339
6,69,Undirected,10.0,3561026
67,150,Undirected,5.0,2086455
67,152,Undirected,21.0,10686516
150,152,Undirected,39.0,51023288
195,204,Undirected,59.0,24840585
53,145,Undirected,93.0,29668112
111,121,Undirected,5.0,2356729
103,187,Undirected,14.0,8529218
31,39,Undirected,43.0,13768402
37,122,Undirected,94.0,36385824
26,53,Undirected,1.0,85258
26,131,Undirected,1.0,85258
53,131,Undirected,10.0,11347382
81,120,Undirected,20.0,9517679
81,121,Undirected,7.0,5664038
81,122,Undirected,12.0,4979240
35,94,Undirected,23.0,6172885
151,152,Undirected,9.0,13621553
27,46,Undirected,14.0,2673501
11,142,Undirected,38.0,13047807
82,87,Undirected,9.0,524845
11,161,Undirected,7.0,1461905
11,196,Undirected,6.0,2113181
161,196,Undirected,6.0,11653627
104,111,Undirected,40.0,12118041
14,37,Undirected,61.0,14487577
120,152,Undirected,48.0,33126491
53,120,Undirected,5.0,14023628
53,123,Undirected,7.0,1850768
120,123,Undirected,105.0,32629902
121,150,Undirected,32.0,29464235
41,96,Undirected,5.0,2261939
104,123,Undirected,13.0,17287311
111,123,Undirected,2.0,550098
11,49,Undirected,7.0,821285
58,76,Undirected,6.0,3556535
58,204,Undirected,4.0,504535
76,204,Undirected,22.0,11785095
31,120,Undirected,55.0,16909454
52,161,Undirected,1.0,421050
52,190,Undirected,4.0,621109
161,190,Undirected,1.0,421050
59,119,Undirected,9.0,31522807
59,134,Undirected,1.0,4166515
59,176,Undirected,1.0,4166515
119,134,Undirected,1.0,4166515
119,176,Undirected,2.0,4336725
134,176,Undirected,7.0,8186161
22,53,Undirected,2.0,523506
22,128,Undirected,18.0,14370853
22,145,Undirected,1.0,282811
53,128,Undirected,1.0,282811
128,145,Undirected,2.0,337443
14,19,Undirected,13.0,6094529
14,31,Undirected,45.0,12490570
14,39,Undirected,12.0,6205974
19,39,Undirected,22.0,10087264
37,39,Undirected,58.0,22049661
19,35,Undirected,83.0,39046676
19,36,Undirected,36.0,14734672
19,120,Undirected,22.0,7838508
35,36,Undirected,44.0,24184224
35,37,Undirected,41.0,16338742
35,120,Undirected,38.0,16530296
36,37,Undirected,62.0,22910490
36,120,Undirected,75.0,38343176
37,120,Undirected,75.0,32324364
37,156,Undirected,33.0,8746263
39,122,Undirected,16.0,4046920
39,156,Undirected,2.0,516598
122,156,Undirected,6.0,1469287
36,94,Undirected,34.0,16223379
104,204,Undirected,6.0,1331681
76,134,Undirected,23.0,11178527
76,150,Undirected,17.0,20688364
134,150,Undirected,5.0,5930866
42,143,Undirected,9.0,1344749
42,195,Undirected,3.0,717787
42,204,Undirected,2.0,684328
143,195,Undirected,16.0,9458043
143,204,Undirected,19.0,10678710
128,176,Undirected,2.0,412730
128,150,Undirected,4.0,1317604
21,197,Undirected,54.0,25221544
82,104,Undirected,7.0,1691526
52,117,Undirected,10.0,33915135
52,119,Undirected,2.0,23298836
117,119,Undirected,16.0,54941478
54,58,Undirected,8.0,35361594
54,62,Undirected,8.0,40861373
54,117,Undirected,5.0,25294327
54,118,Undirected,7.0,27092620
54,199,Undirected,8.0,20953864
58,62,Undirected,20.0,45678779
58,117,Undirected,5.0,25294327
58,118,Undirected,8.0,28792550
58,199,Undirected,3.0,11648299
62,117,Undirected,8.0,25979136
62,118,Undirected,13.0,29795182
62,199,Undirected,6.0,12696133
117,118,Undirected,45.0,63474070
117,199,Undirected,2.0,11637497
118,199,Undirected,7.0,12263765
21,22,Undirected,3.0,4443229
21,128,Undirected,15.0,9783680
