Source	Target	Type	Weight	Val
46	130	Undirected	3.0	692988
103	105	Undirected	11.0	2465986
123	125	Undirected	760.0	319657252
124	125	Undirected	241.0	126102973
125	194	Undirected	42.0	17889260
55	150	Undirected	96.0	30010101
202	205	Undirected	33.0	24124394
5	148	Undirected	34.0	22435670
19	60	Undirected	1.0	104470
155	177	Undirected	9.0	12791985
19	38	Undirected	128.0	59661413
53	194	Undirected	15.0	19133450
19	32	Undirected	25.0	9426468
11	106	Undirected	71.0	23099619
68	177	Undirected	66.0	26077857
145	177	Undirected	20.0	17848801
177	207	Undirected	8.0	8283997
123	124	Undirected	504.0	205360455
81	181	Undirected	1.0	576002
106	141	Undirected	26.0	19317616
6	71	Undirected	10.0	3561026
69	155	Undirected	21.0	10686516
198	207	Undirected	59.0	24840585
114	124	Undirected	5.0	2356729
32	40	Undirected	43.0	13768402
27	55	Undirected	1.0	85258
55	134	Undirected	10.0	11347382
83	124	Undirected	7.0	5664038
36	96	Undirected	23.0	6172885
28	47	Undirected	14.0	2673501
84	89	Undirected	9.0	524845
11	199	Undirected	6.0	2113181
107	114	Undirected	40.0	12118041
123	155	Undirected	48.0	33126491
55	126	Undirected	7.0	1850768
124	153	Undirected	32.0	29464235
107	126	Undirected	13.0	17287311
11	51	Undirected	7.0	821285
60	207	Undirected	4.0	504535
60	78	Undirected	6.0	3556535
54	164	Undirected	1.0	421050
164	193	Undirected	1.0	421050
61	137	Undirected	1.0	4166515
122	137	Undirected	1.0	4166515
137	179	Undirected	7.0	8186161
22	131	Undirected	18.0	14370853
55	131	Undirected	1.0	282811
131	148	Undirected	2.0	337443
14	32	Undirected	45.0	12490570
14	40	Undirected	12.0	6205974
32	38	Undirected	134.0	33599433
19	36	Undirected	83.0	39046676
19	123	Undirected	22.0	7838508
36	38	Undirected	41.0	16338742
37	38	Undirected	62.0	22910490
38	123	Undirected	75.0	32324364
38	125	Undirected	94.0	36385824
40	159	Undirected	2.0	516598
36	37	Undirected	44.0	24184224
78	137	Undirected	23.0	11178527
137	153	Undirected	5.0	5930866
43	198	Undirected	3.0	717787
146	198	Undirected	16.0	9458043
43	146	Undirected	9.0	1344749
131	179	Undirected	2.0	412730
21	200	Undirected	54.0	25221544
84	107	Undirected	7.0	1691526
120	122	Undirected	16.0	54941478
56	64	Undirected	8.0	40861373
56	121	Undirected	7.0	27092620
60	64	Undirected	20.0	45678779
60	121	Undirected	8.0	28792550
64	120	Undirected	8.0	25979136
64	202	Undirected	6.0	12696133
120	202	Undirected	2.0	11637497
21	22	Undirected	3.0	4443229
22	200	Undirected	6.0	14793068
106	145	Undirected	57.0	60014213
30	38	Undirected	11.0	7787749
36	53	Undirected	10.0	10346674
46	82	Undirected	6.0	1826094
16	153	Undirected	9.0	9321107
11	116	Undirected	6.0	1152055
43	116	Undirected	3.0	666091
116	187	Undirected	3.0	666091
11	187	Undirected	45.0	12785055
43	187	Undirected	10.0	1453892
32	37	Undirected	28.0	10272032
38	40	Undirected	58.0	22049661
6	107	Undirected	43.0	18759460
107	194	Undirected	23.0	13333141
51	182	Undirected	1.0	61168
6	53	Undirected	6.0	3351021
123	126	Undirected	105.0	32629902
63	159	Undirected	2.0	118206
96	159	Undirected	5.0	1368590
96	181	Undirected	11.0	3008305
93	187	Undirected	90.0	25585165
76	176	Undirected	12.0	2197621
76	157	Undirected	8.0	3611920
6	97	Undirected	20.0	13825315
14	38	Undirected	61.0	14487577
32	107	Undirected	5.0	1844562
32	134	Undirected	4.0	1146035
35	107	Undirected	22.0	4491992
35	134	Undirected	27.0	31167749
38	134	Undirected	10.0	2697108
107	134	Undirected	14.0	2674751
32	35	Undirected	3.0	991918
35	123	Undirected	21.0	27375171
123	134	Undirected	24.0	26407706
38	107	Undirected	11.0	5408460
68	198	Undirected	12.0	14042606
105	156	Undirected	11.0	3033818
105	207	Undirected	5.0	2068138
156	207	Undirected	6.0	5013202
21	123	Undirected	55.0	27557209
32	196	Undirected	18.0	3575044
38	196	Undirected	8.0	690676
32	76	Undirected	23.0	5889494
38	76	Undirected	14.0	2882708
123	196	Undirected	12.0	5473113
123	157	Undirected	9.0	8710168
124	157	Undirected	17.0	4438695
42	107	Undirected	8.0	1306224
53	123	Undirected	127.0	66878252
93	156	Undirected	10.0	2222539
32	183	Undirected	12.0	2264398
79	126	Undirected	3.0	6612808
93	139	Undirected	9.0	5194273
139	141	Undirected	9.0	19663569
32	125	Undirected	39.0	11206658
123	183	Undirected	15.0	4388159
125	183	Undirected	11.0	2866997
103	145	Undirected	23.0	37956911
145	187	Undirected	58.0	30134425
23	206	Undirected	18.0	3084698
39	166	Undirected	1.0	186388
166	211	Undirected	6.0	2663144
39	211	Undirected	3.0	636812
21	100	Undirected	2.0	115102
89	142	Undirected	34.0	25077462
89	107	Undirected	16.0	10612852
19	40	Undirected	22.0	10087264
36	134	Undirected	15.0	7355857
6	194	Undirected	35.0	9620714
38	194	Undirected	18.0	20968888
76	142	Undirected	3.0	265395
46	99	Undirected	6.0	1412204
6	126	Undirected	1.0	127693
105	107	Undirected	19.0	16935773
3	114	Undirected	1.0	117846
51	87	Undirected	7.0	7380916
6	78	Undirected	2.0	735720
6	177	Undirected	2.0	735720
16	124	Undirected	18.0	12899313
78	124	Undirected	85.0	54167695
124	177	Undirected	19.0	21841827
21	55	Undirected	2.0	291801
84	130	Undirected	10.0	3473671
84	123	Undirected	54.0	16730062
89	210	Undirected	4.0	355716
36	40	Undirected	15.0	6174372
11	93	Undirected	79.0	17334864
78	207	Undirected	22.0	11785095
6	33	Undirected	1.0	3310151
6	37	Undirected	51.0	25659549
33	37	Undirected	2.0	3414945
36	123	Undirected	38.0	16530296
19	47	Undirected	21.0	2773203
128	202	Undirected	12.0	5514401
123	194	Undirected	106.0	49857776
126	194	Undirected	8.0	2628373
63	123	Undirected	11.0	13623414
37	107	Undirected	21.0	11173487
19	76	Undirected	6.0	4436914
37	40	Undirected	46.0	16311334
40	123	Undirected	17.0	4763232
19	37	Undirected	36.0	14734672
40	76	Undirected	3.0	933906
6	36	Undirected	71.0	27242214
37	123	Undirected	75.0	38343176
115	160	Undirected	6.0	3585413
6	123	Undirected	34.0	17466265
37	47	Undirected	10.0	8698835
47	151	Undirected	2.0	173731
47	107	Undirected	10.0	4237503
107	183	Undirected	3.0	719142
19	35	Undirected	15.0	14775553
127	148	Undirected	68.0	28239156
148	150	Undirected	85.0	31812087
11	126	Undirected	4.0	5072455
37	125	Undirected	34.0	12008028
84	122	Undirected	7.0	14862159
77	177	Undirected	10.0	3659307
6	96	Undirected	26.0	8364663
36	124	Undirected	9.0	2163573
14	19	Undirected	13.0	6094529
47	183	Undirected	6.0	1125258
99	183	Undirected	4.0	553449
75	208	Undirected	2.0	8191693
16	22	Undirected	2.0	5375183
151	180	Undirected	3.0	290080
21	194	Undirected	24.0	11186124
37	181	Undirected	3.0	493670
36	194	Undirected	27.0	10612928
11	23	Undirected	11.0	6599962
23	146	Undirected	28.0	16257568
29	189	Undirected	4.0	861472
124	189	Undirected	46.0	22312318
75	165	Undirected	15.0	4692010
96	107	Undirected	17.0	4962975
32	176	Undirected	86.0	13015819
116	190	Undirected	18.0	17515840
190	202	Undirected	1.0	34043
84	126	Undirected	75.0	47325062
107	131	Undirected	18.0	8356104
63	176	Undirected	22.0	5190712
28	176	Undirected	17.0	2793418
47	123	Undirected	61.0	25892953
139	145	Undirected	101.0	73984371
131	134	Undirected	23.0	10718982
142	157	Undirected	24.0	5993378
29	82	Undirected	36.0	21371428
36	65	Undirected	2.0	1395038
32	194	Undirected	32.0	10575839
68	105	Undirected	10.0	13889348
105	198	Undirected	11.0	20132937
121	149	Undirected	1.0	53359
43	103	Undirected	28.0	16400147
39	84	Undirected	13.0	26558049
78	139	Undirected	4.0	10998397
78	146	Undirected	2.0	4143018
93	146	Undirected	42.0	12447970
145	146	Undirected	12.0	7168211
47	142	Undirected	10.0	2511398
82	142	Undirected	2.0	436982
107	142	Undirected	31.0	12871538
82	107	Undirected	3.0	636152
28	63	Undirected	23.0	7158252
56	198	Undirected	4.0	14436691
61	103	Undirected	4.0	8758533
61	198	Undirected	1.0	8397350
64	180	Undirected	1.0	8397350
103	180	Undirected	1.0	8397350
180	198	Undirected	1.0	8397350
16	198	Undirected	8.0	14246629
16	23	Undirected	9.0	2599154
107	207	Undirected	6.0	1331681
106	187	Undirected	61.0	46384752
78	123	Undirected	98.0	54729008
28	183	Undirected	11.0	2137655
39	193	Undirected	34.0	6931837
35	105	Undirected	2.0	557095
105	114	Undirected	5.0	2730204
37	117	Undirected	7.0	7285419
32	123	Undirected	55.0	16909454
65	177	Undirected	1.0	195250
125	159	Undirected	6.0	1469287
46	176	Undirected	5.0	1119149
176	196	Undirected	2.0	349268
5	127	Undirected	83.0	26230011
19	63	Undirected	1.0	3418103
6	47	Undirected	16.0	7978500
47	71	Undirected	16.0	4467915
71	125	Undirected	32.0	8335331
47	125	Undirected	32.0	10421335
54	120	Undirected	10.0	33915135
5	129	Undirected	112.0	32485034
55	116	Undirected	14.0	16584947
55	129	Undirected	24.0	21122579
116	127	Undirected	23.0	17222632
116	148	Undirected	17.0	17414425
127	129	Undirected	61.0	25823724
129	150	Undirected	24.0	21176848
5	116	Undirected	67.0	22699627
116	129	Undirected	16.0	16995496
129	148	Undirected	33.0	22408031
55	127	Undirected	44.0	25230257
5	55	Undirected	23.0	20759660
5	150	Undirected	24.0	20758942
84	194	Undirected	3.0	289902
99	142	Undirected	7.0	659059
16	78	Undirected	24.0	23549777
103	131	Undirected	10.0	14495951
139	187	Undirected	9.0	3209467
127	199	Undirected	11.0	15074780
44	175	Undirected	32.0	11200824
105	141	Undirected	37.0	12461020
140	187	Undirected	12.0	8582913
93	106	Undirected	38.0	8433815
68	139	Undirected	18.0	12713513
131	139	Undirected	6.0	19186991
68	131	Undirected	12.0	1432582
117	123	Undirected	42.0	18106367
150	181	Undirected	2.0	185928
2	3	Undirected	15.0	2143198
11	105	Undirected	29.0	6514794
145	198	Undirected	49.0	36730697
39	98	Undirected	14.0	2675512
76	123	Undirected	19.0	5942390
124	194	Undirected	20.0	9807796
11	18	Undirected	21.0	4126738
5	93	Undirected	35.0	14730273
14	159	Undirected	10.0	2543692
21	125	Undirected	20.0	17002687
2	84	Undirected	12.0	2171169
84	165	Undirected	1.0	364399
55	160	Undirected	5.0	691230
19	200	Undirected	7.0	1145487
65	105	Undirected	5.0	921146
105	131	Undirected	35.0	14223702
36	97	Undirected	16.0	15122200
97	137	Undirected	1.0	417660
56	202	Undirected	8.0	20953864
154	194	Undirected	7.0	14819202
60	193	Undirected	1.0	61071
3	150	Undirected	12.0	2578416
29	210	Undirected	7.0	8081359
82	210	Undirected	11.0	4987927
68	145	Undirected	33.0	15938240
101	206	Undirected	5.0	2301607
97	146	Undirected	3.0	1014441
71	156	Undirected	1.0	176777
140	156	Undirected	5.0	1579384
156	190	Undirected	1.0	176777
61	64	Undirected	25.0	43927797
48	146	Undirected	23.0	3688342
146	190	Undirected	7.0	1151235
68	207	Undirected	17.0	3596440
23	68	Undirected	9.0	1069847
16	68	Undirected	5.0	7168108
16	207	Undirected	10.0	5871389
152	153	Undirected	53.0	53877008
63	121	Undirected	14.0	6338648
28	121	Undirected	5.0	1146634
121	176	Undirected	5.0	1146634
89	150	Undirected	18.0	14868339
120	121	Undirected	45.0	63474070
3	84	Undirected	8.0	8889190
3	122	Undirected	3.0	14471540
84	120	Undirected	4.0	14235061
121	122	Undirected	19.0	29759970
54	56	Undirected	3.0	5906134
54	64	Undirected	13.0	13888511
54	202	Undirected	5.0	1646972
56	120	Undirected	5.0	25294327
64	121	Undirected	13.0	29795182
21	56	Undirected	3.0	525069
21	61	Undirected	2.0	360564
21	68	Undirected	2.0	421309
21	76	Undirected	1.0	168638
21	120	Undirected	1.0	168638
21	126	Undirected	7.0	2890503
54	61	Undirected	11.0	16815865
54	75	Undirected	2.0	5618638
54	107	Undirected	7.0	6709461
54	126	Undirected	4.0	6606671
56	60	Undirected	8.0	35361594
56	76	Undirected	2.0	5618638
56	126	Undirected	8.0	35513128
60	61	Undirected	19.0	37529026
60	76	Undirected	2.0	5618638
60	120	Undirected	5.0	25294327
61	75	Undirected	6.0	14378557
61	107	Undirected	7.0	14076802
61	121	Undirected	13.0	18074827
61	209	Undirected	3.0	5683649
64	75	Undirected	3.0	13656830
64	107	Undirected	3.0	13656830
64	209	Undirected	2.0	5618638
68	76	Undirected	2.0	5618638
68	120	Undirected	3.0	13656830
68	126	Undirected	4.0	13817046
75	76	Undirected	2.0	5618638
75	120	Undirected	3.0	13656830
75	126	Undirected	5.0	14000015
76	107	Undirected	12.0	8105557
76	121	Undirected	2.0	5618638
76	209	Undirected	2.0	5618638
107	121	Undirected	3.0	13656830
120	126	Undirected	5.0	19922374
121	209	Undirected	2.0	5618638
123	208	Undirected	5.0	381856
125	209	Undirected	1.0	115267
19	71	Undirected	36.0	8593027
183	210	Undirected	4.0	525815
125	200	Undirected	10.0	2007410
11	179	Undirected	11.0	6826989
103	179	Undirected	2.0	663660
179	190	Undirected	1.0	407739
123	200	Undirected	31.0	10799629
134	200	Undirected	21.0	7983460
124	200	Undirected	16.0	4220192
19	92	Undirected	3.0	3503008
17	19	Undirected	3.0	3040432
76	92	Undirected	21.0	8108593
79	124	Undirected	5.0	1375518
29	60	Undirected	4.0	5835097
60	187	Undirected	3.0	222413
127	137	Undirected	1.0	282023
77	140	Undirected	2.0	1129433
51	85	Undirected	1.0	623007
85	87	Undirected	1.0	623007
87	103	Undirected	4.0	1492216
11	78	Undirected	1.0	278356
68	78	Undirected	6.0	7929357
21	121	Undirected	2.0	360564
35	115	Undirected	3.0	187809
35	114	Undirected	20.0	3905120
125	177	Undirected	11.0	21331944
78	125	Undirected	89.0	47439844
78	177	Undirected	47.0	42005915
35	153	Undirected	10.0	14010909
141	145	Undirected	25.0	27941550
124	134	Undirected	11.0	12108349
125	189	Undirected	58.0	32214385
134	189	Undirected	3.0	1005137
52	146	Undirected	7.0	6180436
52	207	Undirected	5.0	6061646
23	105	Undirected	19.0	8412221
2	211	Undirected	1.0	326261
96	161	Undirected	3.0	1111956
177	198	Undirected	9.0	14909295
2	126	Undirected	18.0	4648847
123	153	Undirected	46.0	34352349
125	153	Undirected	41.0	30181134
69	125	Undirected	15.0	3072675
11	97	Undirected	10.0	1726563
18	97	Undirected	28.0	8541602
11	134	Undirected	7.0	1612203
18	134	Undirected	14.0	5825356
