Source	Target	Type	Weight	Val
40	110	Undirected	3.0	692988
86	87	Undirected	11.0	2465986
103	105	Undirected	760.0	319657252
104	105	Undirected	241.0	126102973
105	167	Undirected	42.0	17889260
48	128	Undirected	96.0	30010101
175	177	Undirected	33.0	24124394
3	126	Undirected	34.0	22435670
15	50	Undirected	1.0	104470
133	155	Undirected	9.0	12791985
15	32	Undirected	128.0	59661413
46	167	Undirected	15.0	19133450
15	27	Undirected	25.0	9426468
7	88	Undirected	71.0	23099619
58	155	Undirected	66.0	26077857
123	155	Undirected	20.0	17848801
155	179	Undirected	8.0	8283997
103	104	Undirected	504.0	205360455
69	159	Undirected	1.0	576002
88	119	Undirected	26.0	19317616
4	60	Undirected	10.0	3561026
59	133	Undirected	21.0	10686516
171	179	Undirected	59.0	24840585
95	104	Undirected	5.0	2356729
27	34	Undirected	43.0	13768402
22	48	Undirected	1.0	85258
48	114	Undirected	10.0	11347382
71	104	Undirected	7.0	5664038
30	80	Undirected	23.0	6172885
23	41	Undirected	14.0	2673501
72	74	Undirected	9.0	524845
7	172	Undirected	6.0	2113181
89	95	Undirected	40.0	12118041
103	133	Undirected	48.0	33126491
48	106	Undirected	7.0	1850768
104	131	Undirected	32.0	29464235
89	106	Undirected	13.0	17287311
7	44	Undirected	7.0	821285
50	179	Undirected	4.0	504535
50	66	Undirected	6.0	3556535
47	142	Undirected	1.0	421050
142	166	Undirected	1.0	421050
51	115	Undirected	1.0	4166515
102	115	Undirected	1.0	4166515
115	157	Undirected	7.0	8186161
18	111	Undirected	18.0	14370853
48	111	Undirected	1.0	282811
111	126	Undirected	2.0	337443
10	27	Undirected	45.0	12490570
10	34	Undirected	12.0	6205974
27	32	Undirected	134.0	33599433
15	30	Undirected	83.0	39046676
15	103	Undirected	22.0	7838508
30	32	Undirected	41.0	16338742
31	32	Undirected	62.0	22910490
32	103	Undirected	75.0	32324364
32	105	Undirected	94.0	36385824
34	137	Undirected	2.0	516598
30	31	Undirected	44.0	24184224
66	115	Undirected	23.0	11178527
115	131	Undirected	5.0	5930866
37	171	Undirected	3.0	717787
124	171	Undirected	16.0	9458043
37	124	Undirected	9.0	1344749
111	157	Undirected	2.0	412730
17	173	Undirected	54.0	25221544
72	89	Undirected	7.0	1691526
100	102	Undirected	16.0	54941478
49	54	Undirected	8.0	40861373
49	101	Undirected	7.0	27092620
50	54	Undirected	20.0	45678779
50	101	Undirected	8.0	28792550
54	100	Undirected	8.0	25979136
54	175	Undirected	6.0	12696133
100	175	Undirected	2.0	11637497
17	18	Undirected	3.0	4443229
18	173	Undirected	6.0	14793068
88	123	Undirected	57.0	60014213
25	32	Undirected	11.0	7787749
30	46	Undirected	10.0	10346674
40	70	Undirected	6.0	1826094
12	131	Undirected	9.0	9321107
7	97	Undirected	6.0	1152055
37	97	Undirected	3.0	666091
97	162	Undirected	3.0	666091
7	162	Undirected	45.0	12785055
37	162	Undirected	10.0	1453892
27	31	Undirected	28.0	10272032
32	34	Undirected	58.0	22049661
4	89	Undirected	43.0	18759460
89	167	Undirected	23.0	13333141
44	None	Undirected	1.0	61168
4	46	Undirected	6.0	3351021
103	106	Undirected	105.0	32629902
53	137	Undirected	2.0	118206
80	137	Undirected	5.0	1368590
80	159	Undirected	11.0	3008305
77	162	Undirected	90.0	25585165
64	154	Undirected	12.0	2197621
64	135	Undirected	8.0	3611920
4	81	Undirected	20.0	13825315
10	32	Undirected	61.0	14487577
27	89	Undirected	5.0	1844562
27	114	Undirected	4.0	1146035
29	89	Undirected	22.0	4491992
29	114	Undirected	27.0	31167749
32	114	Undirected	10.0	2697108
89	114	Undirected	14.0	2674751
27	29	Undirected	3.0	991918
29	103	Undirected	21.0	27375171
103	114	Undirected	24.0	26407706
32	89	Undirected	11.0	5408460
58	171	Undirected	12.0	14042606
87	134	Undirected	11.0	3033818
87	179	Undirected	5.0	2068138
134	179	Undirected	6.0	5013202
17	103	Undirected	55.0	27557209
27	169	Undirected	18.0	3575044
32	169	Undirected	8.0	690676
27	64	Undirected	23.0	5889494
32	64	Undirected	14.0	2882708
103	169	Undirected	12.0	5473113
103	135	Undirected	9.0	8710168
104	135	Undirected	17.0	4438695
36	89	Undirected	8.0	1306224
46	103	Undirected	127.0	66878252
77	134	Undirected	10.0	2222539
27	160	Undirected	12.0	2264398
67	106	Undirected	3.0	6612808
77	117	Undirected	9.0	5194273
117	119	Undirected	9.0	19663569
27	105	Undirected	39.0	11206658
103	160	Undirected	15.0	4388159
105	160	Undirected	11.0	2866997
86	123	Undirected	23.0	37956911
123	162	Undirected	58.0	30134425
19	178	Undirected	18.0	3084698
33	144	Undirected	1.0	186388
144	183	Undirected	6.0	2663144
33	183	Undirected	3.0	636812
17	84	Undirected	2.0	115102
74	120	Undirected	34.0	25077462
74	89	Undirected	16.0	10612852
15	34	Undirected	22.0	10087264
30	114	Undirected	15.0	7355857
4	167	Undirected	35.0	9620714
32	167	Undirected	18.0	20968888
64	120	Undirected	3.0	265395
40	83	Undirected	6.0	1412204
4	106	Undirected	1.0	127693
87	89	Undirected	19.0	16935773
2	95	Undirected	1.0	117846
44	73	Undirected	7.0	7380916
4	66	Undirected	2.0	735720
4	155	Undirected	2.0	735720
12	104	Undirected	18.0	12899313
66	104	Undirected	85.0	54167695
104	155	Undirected	19.0	21841827
17	48	Undirected	2.0	291801
72	110	Undirected	10.0	3473671
72	103	Undirected	54.0	16730062
74	182	Undirected	4.0	355716
30	34	Undirected	15.0	6174372
7	77	Undirected	79.0	17334864
66	179	Undirected	22.0	11785095
4	28	Undirected	1.0	3310151
4	31	Undirected	51.0	25659549
28	31	Undirected	2.0	3414945
30	103	Undirected	38.0	16530296
15	41	Undirected	21.0	2773203
108	175	Undirected	12.0	5514401
103	167	Undirected	106.0	49857776
106	167	Undirected	8.0	2628373
53	103	Undirected	11.0	13623414
31	89	Undirected	21.0	11173487
15	64	Undirected	6.0	4436914
31	34	Undirected	46.0	16311334
34	103	Undirected	17.0	4763232
15	31	Undirected	36.0	14734672
34	64	Undirected	3.0	933906
4	30	Undirected	71.0	27242214
31	103	Undirected	75.0	38343176
96	138	Undirected	6.0	3585413
4	103	Undirected	34.0	17466265
31	41	Undirected	10.0	8698835
41	129	Undirected	2.0	173731
41	89	Undirected	10.0	4237503
89	160	Undirected	3.0	719142
15	29	Undirected	15.0	14775553
107	126	Undirected	68.0	28239156
126	128	Undirected	85.0	31812087
7	106	Undirected	4.0	5072455
31	105	Undirected	34.0	12008028
72	102	Undirected	7.0	14862159
65	155	Undirected	10.0	3659307
4	80	Undirected	26.0	8364663
30	104	Undirected	9.0	2163573
10	15	Undirected	13.0	6094529
41	160	Undirected	6.0	1125258
83	160	Undirected	4.0	553449
63	180	Undirected	2.0	8191693
12	18	Undirected	2.0	5375183
129	158	Undirected	3.0	290080
17	167	Undirected	24.0	11186124
31	159	Undirected	3.0	493670
30	167	Undirected	27.0	10612928
7	19	Undirected	11.0	6599962
19	124	Undirected	28.0	16257568
24	163	Undirected	4.0	861472
104	163	Undirected	46.0	22312318
63	143	Undirected	15.0	4692010
80	89	Undirected	17.0	4962975
27	154	Undirected	86.0	13015819
97	164	Undirected	18.0	17515840
164	175	Undirected	1.0	34043
72	106	Undirected	75.0	47325062
89	111	Undirected	18.0	8356104
53	154	Undirected	22.0	5190712
23	154	Undirected	17.0	2793418
41	103	Undirected	61.0	25892953
117	123	Undirected	101.0	73984371
111	114	Undirected	23.0	10718982
120	135	Undirected	24.0	5993378
24	70	Undirected	36.0	21371428
30	55	Undirected	2.0	1395038
27	167	Undirected	32.0	10575839
58	87	Undirected	10.0	13889348
87	171	Undirected	11.0	20132937
101	127	Undirected	1.0	53359
37	86	Undirected	28.0	16400147
33	72	Undirected	13.0	26558049
66	117	Undirected	4.0	10998397
66	124	Undirected	2.0	4143018
77	124	Undirected	42.0	12447970
123	124	Undirected	12.0	7168211
41	120	Undirected	10.0	2511398
70	120	Undirected	2.0	436982
89	120	Undirected	31.0	12871538
70	89	Undirected	3.0	636152
23	53	Undirected	23.0	7158252
49	171	Undirected	4.0	14436691
51	86	Undirected	4.0	8758533
51	171	Undirected	1.0	8397350
