Source	Target	Type	Weight	TotalVal
40	88	Undirected	5.0	2175838
40	89	Undirected	1.0	280147
40	96	Undirected	1.0	98541
40	97	Undirected	2.0	3019777
40	98	Undirected	3.0	1040858
40	106	Undirected	1.0	4173134
40	116	Undirected	4.0	780400
40	118	Undirected	2.0	672436
41	42	Undirected	1.0	147434
41	44	Undirected	1.0	23578
41	49	Undirected	9.0	23220968
41	55	Undirected	1.0	498835
41	60	Undirected	3.0	8753949
41	74	Undirected	1.0	7073862
41	82	Undirected	1.0	1656509
41	87	Undirected	1.0	23578
41	88	Undirected	1.0	4980773
41	91	Undirected	1.0	147434
41	93	Undirected	1.0	4980773
41	97	Undirected	1.0	1656509
41	99	Undirected	3.0	9025561
41	107	Undirected	3.0	3488503
41	117	Undirected	1.0	7073862
41	118	Undirected	1.0	7073862
42	44	Undirected	8.0	28565438
42	55	Undirected	4.0	6834273
42	57	Undirected	4.0	2271366
42	58	Undirected	4.0	8655106
42	59	Undirected	6.0	8051935
42	60	Undirected	25.0	62092999
42	65	Undirected	1.0	675860
42	66	Undirected	5.0	2560437
42	67	Undirected	1.0	416809
42	68	Undirected	2.0	850241
42	72	Undirected	3.0	1241871
42	80	Undirected	3.0	1395655
42	82	Undirected	1.0	7154512
42	84	Undirected	9.0	40653621
42	87	Undirected	18.0	53608612
42	88	Undirected	1.0	5282600
42	91	Undirected	2.0	208536
42	94	Undirected	8.0	4022730
42	99	Undirected	1.0	147434
42	101	Undirected	4.0	1553409
42	103	Undirected	1.0	435724
42	104	Undirected	6.0	16914061
42	105	Undirected	5.0	8037385
42	108	Undirected	1.0	1384899
42	109	Undirected	1.0	5282600
42	110	Undirected	1.0	1384899
42	116	Undirected	1.0	395371
43	52	Undirected	1.0	1218040
43	54	Undirected	13.0	10629942
43	55	Undirected	2.0	876014
43	61	Undirected	20.0	15940033
43	62	Undirected	4.0	8868828
43	63	Undirected	24.0	22716997
43	73	Undirected	8.0	9468288
43	75	Undirected	20.0	20534816
43	76	Undirected	11.0	10863439
43	102	Undirected	11.0	14559154
43	111	Undirected	1.0	935304
44	55	Undirected	8.0	23693528
44	57	Undirected	1.0	789139
44	58	Undirected	7.0	18557879
44	59	Undirected	1.0	789139
44	60	Undirected	12.0	30325833
44	63	Undirected	1.0	715138
44	68	Undirected	2.0	4845274
44	72	Undirected	6.0	7477574
44	79	Undirected	1.0	101062
44	80	Undirected	4.0	4370280
44	82	Undirected	1.0	4920206
44	84	Undirected	10.0	35532307
44	86	Undirected	1.0	43571
44	87	Undirected	11.0	35864785
44	88	Undirected	1.0	768786
44	89	Undirected	1.0	715138
44	94	Undirected	1.0	6883333
44	97	Undirected	1.0	4056135
44	101	Undirected	2.0	1030353
44	104	Undirected	3.0	5825366
44	105	Undirected	1.0	715138
44	110	Undirected	2.0	2289730
44	116	Undirected	1.0	768786
45	47	Undirected	5.0	1535228
45	48	Undirected	17.0	36141180
45	50	Undirected	4.0	11324920
45	51	Undirected	13.0	30305780
45	52	Undirected	10.0	14909028
45	55	Undirected	1.0	238693
45	65	Undirected	2.0	6001619
45	69	Undirected	1.0	5948506
45	70	Undirected	1.0	3697945
45	71	Undirected	1.0	3697945
45	82	Undirected	1.0	238693
45	98	Undirected	3.0	7241657
45	100	Undirected	1.0	343515
45	102	Undirected	1.0	977833
45	112	Undirected	1.0	3910923
45	115	Undirected	2.0	1647934
46	58	Undirected	1.0	12592
46	60	Undirected	1.0	12592
46	73	Undirected	1.0	2048925
46	74	Undirected	1.0	1339398
46	76	Undirected	1.0	2048925
46	93	Undirected	2.0	5845233
46	97	Undirected	2.0	7111302
46	101	Undirected	1.0	12592
46	102	Undirected	1.0	2048925
46	103	Undirected	10.0	16429094
46	106	Undirected	1.0	5782838
46	112	Undirected	4.0	11798731
46	117	Undirected	1.0	1339398
47	48	Undirected	16.0	15916215
47	50	Undirected	2.0	5055223
47	52	Undirected	11.0	14426496
47	71	Undirected	2.0	1344588
47	83	Undirected	1.0	4051357
47	96	Undirected	2.0	1067327
47	100	Undirected	3.0	1688103
47	102	Undirected	1.0	4062954
47	112	Undirected	1.0	4062954
47	115	Undirected	1.0	840940
48	50	Undirected	26.0	42887513
48	51	Undirected	10.0	24126978
48	52	Undirected	67.0	92331226
48	57	Undirected	1.0	822223
48	62	Undirected	1.0	1168260
48	64	Undirected	1.0	969096
48	68	Undirected	1.0	628709
48	69	Undirected	4.0	16386795
48	70	Undirected	6.0	11947079
48	71	Undirected	9.0	8392249
48	82	Undirected	1.0	1023446
48	83	Undirected	30.0	32335056
48	96	Undirected	9.0	17785954
48	97	Undirected	3.0	807260
48	98	Undirected	8.0	12969972
48	102	Undirected	1.0	4062954
48	111	Undirected	2.0	477960
48	112	Undirected	3.0	11974479
48	114	Undirected	2.0	3361139
48	115	Undirected	2.0	1629217
49	55	Undirected	1.0	498835
49	60	Undirected	3.0	7728245
49	74	Undirected	1.0	7073862
49	88	Undirected	2.0	654383
49	99	Undirected	3.0	10174341
49	117	Undirected	1.0	7073862
49	118	Undirected	1.0	7073862
50	51	Undirected	3.0	14737658
50	52	Undirected	33.0	58915013
50	62	Undirected	1.0	1168260
50	64	Undirected	10.0	7933042
50	66	Undirected	3.0	14095500
50	69	Undirected	1.0	5948506
50	73	Undirected	2.0	7584967
50	78	Undirected	11.0	22590808
50	79	Undirected	2.0	5534323
50	80	Undirected	2.0	3844142
50	83	Undirected	20.0	22395310
50	88	Undirected	1.0	756016
50	89	Undirected	8.0	17968620
50	94	Undirected	3.0	5470466
50	95	Undirected	18.0	34185663
50	96	Undirected	1.0	1656843
50	97	Undirected	3.0	2423363
50	98	Undirected	11.0	23758003
50	102	Undirected	7.0	14008576
50	103	Undirected	1.0	1175282
50	107	Undirected	1.0	4353851
50	111	Undirected	19.0	24115315
50	112	Undirected	3.0	8369099
50	114	Undirected	19.0	22490480
51	52	Undirected	3.0	868020
51	55	Undirected	3.0	5714423
51	64	Undirected	1.0	19854
51	65	Undirected	13.0	25914902
51	66	Undirected	3.0	5746882
51	70	Undirected	2.0	9113149
51	71	Undirected	1.0	3697945
51	78	Undirected	1.0	3034323
51	79	Undirected	3.0	3764404
51	82	Undirected	1.0	5411009
51	83	Undirected	2.0	970257
51	89	Undirected	3.0	4897415
51	94	Undirected	1.0	3034323
51	95	Undirected	2.0	14717804
51	96	Undirected	10.0	4601446
51	97	Undirected	9.0	5585827
51	114	Undirected	1.0	19854
51	115	Undirected	18.0	14234223
52	55	Undirected	1.0	467457
52	62	Undirected	1.0	643307
52	64	Undirected	5.0	10472776
52	65	Undirected	1.0	4993902
52	66	Undirected	1.0	5032504
52	68	Undirected	2.0	11686638
52	69	Undirected	2.0	11878986
52	70	Undirected	2.0	5509186
52	71	Undirected	9.0	5418991
52	83	Undirected	29.0	37149519
52	89	Undirected	9.0	15319901
52	95	Undirected	2.0	5052689
52	96	Undirected	2.0	8561017
52	97	Undirected	2.0	657364
52	98	Undirected	12.0	18029268
52	102	Undirected	5.0	13411835
52	106	Undirected	1.0	2503462
52	111	Undirected	7.0	17446095
52	112	Undirected	4.0	17904959
52	114	Undirected	7.0	9896685
52	116	Undirected	1.0	5292695
53	57	Undirected	1.0	204437
53	60	Undirected	1.0	99445
53	79	Undirected	1.0	2050049
53	80	Undirected	1.0	4450960
53	84	Undirected	4.0	14671751
53	85	Undirected	9.0	20825330
53	86	Undirected	2.0	5342758
53	87	Undirected	1.0	4644894
53	90	Undirected	2.0	5013563
53	91	Undirected	1.0	1222168
53	92	Undirected	11.0	25966097
53	104	Undirected	1.0	98955
53	105	Undirected	1.0	295981
53	110	Undirected	1.0	4644894
54	61	Undirected	11.0	11716385
54	62	Undirected	4.0	8868828
54	63	Undirected	10.0	10371620
54	73	Undirected	8.0	9468288
54	75	Undirected	12.0	10736696
54	76	Undirected	9.0	9751714
54	92	Undirected	1.0	298236
54	102	Undirected	11.0	11825175
54	111	Undirected	4.0	1203326
55	57	Undirected	5.0	11736351
55	58	Undirected	16.0	27591272
55	59	Undirected	29.0	38892943
55	60	Undirected	4.0	7140248
55	62	Undirected	3.0	2005789
55	67	Undirected	1.0	416809
55	68	Undirected	1.0	4056135
55	72	Undirected	10.0	16180711
55	73	Undirected	1.0	777199
55	74	Undirected	1.0	4115477
55	76	Undirected	4.0	2499989
55	78	Undirected	1.0	1544199
55	79	Undirected	7.0	9595941
55	80	Undirected	16.0	29639763
55	81	Undirected	6.0	17720321
55	82	Undirected	8.0	30073192
55	83	Undirected	1.0	2251024
55	84	Undirected	3.0	7384784
55	85	Undirected	5.0	9419306
55	86	Undirected	1.0	211227
55	87	Undirected	7.0	6529226
55	88	Undirected	35.0	57074665
55	92	Undirected	1.0	1095170
55	93	Undirected	6.0	11577541
55	94	Undirected	3.0	11044762
55	96	Undirected	12.0	17501538
55	97	Undirected	10.0	8250799
55	99	Undirected	2.0	1414778
55	102	Undirected	5.0	3081413
55	103	Undirected	1.0	488017
55	105	Undirected	2.0	895781
55	107	Undirected	4.0	9106354
55	110	Undirected	1.0	966179
55	115	Undirected	1.0	100549
55	116	Undirected	2.0	1892589
56	98	Undirected	3.0	1040858
56	116	Undirected	3.0	557545
56	118	Undirected	3.0	14377472
57	58	Undirected	6.0	12644588
57	59	Undirected	2.0	1674410
57	60	Undirected	2.0	6229241
57	67	Undirected	1.0	416809
57	68	Undirected	2.0	850241
57	72	Undirected	1.0	61102
57	80	Undirected	1.0	61102
57	82	Undirected	2.0	9361985
57	87	Undirected	2.0	4657902
57	88	Undirected	6.0	6316021
57	91	Undirected	1.0	61102
57	101	Undirected	1.0	61102
57	105	Undirected	1.0	6168139
57	115	Undirected	1.0	822223
58	59	Undirected	4.0	9087785
58	60	Undirected	5.0	13982363
58	61	Undirected	1.0	1094685
58	65	Undirected	3.0	942324
58	67	Undirected	1.0	416809
58	68	Undirected	2.0	4845274
58	72	Undirected	1.0	995080
58	74	Undirected	1.0	256836
58	79	Undirected	1.0	995080
58	80	Undirected	3.0	3891513
58	81	Undirected	2.0	2196333
58	82	Undirected	11.0	16741487
58	84	Undirected	4.0	14528535
58	87	Undirected	12.0	21355645
58	88	Undirected	1.0	995080
58	93	Undirected	2.0	1276122
58	96	Undirected	1.0	995080
58	97	Undirected	2.0	5419403
58	101	Undirected	1.0	12592
58	103	Undirected	1.0	12592
58	104	Undirected	1.0	6418295
58	105	Undirected	1.0	6168139
58	107	Undirected	2.0	943489
59	60	Undirected	6.0	9876641
59	68	Undirected	1.0	789139
59	72	Undirected	1.0	995080
59	74	Undirected	1.0	1500012
59	79	Undirected	1.0	995080
59	81	Undirected	2.0	1095709
59	82	Undirected	12.0	27406817
59	84	Undirected	2.0	6481946
59	87	Undirected	2.0	6518924
59	88	Undirected	1.0	995080
59	93	Undirected	2.0	3324942
59	96	Undirected	1.0	995080
59	97	Undirected	2.0	564372
59	104	Undirected	2.0	6481946
59	105	Undirected	2.0	5862750
59	112	Undirected	4.0	627301
60	63	Undirected	1.0	715138
60	68	Undirected	1.0	61102
60	72	Undirected	6.0	17066411
60	74	Undirected	3.0	7343523
60	79	Undirected	2.0	899566
60	80	Undirected	7.0	7926157
60	82	Undirected	4.0	19899366
60	84	Undirected	16.0	58691686
60	87	Undirected	17.0	56083619
60	88	Undirected	2.0	654383
60	89	Undirected	1.0	715138
60	91	Undirected	1.0	61102
60	93	Undirected	1.0	12592
60	97	Undirected	1.0	1656509
60	99	Undirected	4.0	13531922
60	101	Undirected	3.0	534692
60	103	Undirected	1.0	12592
60	104	Undirected	5.0	17932899
60	105	Undirected	4.0	7628010
60	108	Undirected	1.0	98681
60	109	Undirected	1.0	1114553
60	110	Undirected	1.0	1240595
60	117	Undirected	1.0	7073862
60	118	Undirected	1.0	7073862
61	62	Undirected	4.0	8868828
61	63	Undirected	17.0	14255703
61	64	Undirected	1.0	1228231
61	65	Undirected	1.0	430833
61	73	Undirected	21.0	16610061
61	75	Undirected	9.0	9767767
61	76	Undirected	25.0	28999488
61	84	Undirected	1.0	1094685
61	92	Undirected	1.0	298236
61	102	Undirected	22.0	18973017
61	111	Undirected	1.0	298236
62	63	Undirected	4.0	8868828
62	64	Undirected	4.0	1510137
62	73	Undirected	4.0	8868828
62	75	Undirected	4.0	8868828
62	76	Undirected	5.0	9120132
62	88	Undirected	2.0	1544569
62	98	Undirected	1.0	6834903
62	102	Undirected	8.0	17934855
62	111	Undirected	5.0	1749470
62	112	Undirected	1.0	2262469
63	73	Undirected	8.0	9468288
63	75	Undirected	12.0	13645193
63	76	Undirected	10.0	10629371
63	89	Undirected	1.0	715138
63	91	Undirected	1.0	866380
63	92	Undirected	2.0	192953
63	102	Undirected	7.0	10627230
63	105	Undirected	1.0	715138
64	73	Undirected	1.0	4142427
64	76	Undirected	1.0	1228231
64	79	Undirected	1.0	5004658
64	80	Undirected	1.0	5004658
64	83	Undirected	3.0	4223733
64	89	Undirected	4.0	2342490
64	90	Undirected	1.0	841259
64	92	Undirected	1.0	5004658
64	95	Undirected	2.0	320753
64	97	Undirected	1.0	4183694
64	98	Undirected	4.0	6506971
64	102	Undirected	2.0	4545165
64	104	Undirected	1.0	5004658
64	111	Undirected	16.0	14437773
64	114	Undirected	8.0	8134756
65	68	Undirected	1.0	3210627
65	73	Undirected	1.0	1024165
65	76	Undirected	3.0	2205125
65	79	Undirected	2.0	730081
65	87	Undirected	2.0	1309928
65	88	Undirected	1.0	896741
65	96	Undirected	5.0	6744906
65	97	Undirected	1.0	1219152
65	102	Undirected	6.0	9734643
65	109	Undirected	3.0	1107530
65	116	Undirected	1.0	491232
66	68	Undirected	1.0	1255009
66	70	Undirected	1.0	477577
66	72	Undirected	6.0	5384678
66	73	Undirected	1.0	582976
66	78	Undirected	1.0	4462097
66	79	Undirected	1.0	4462097
66	80	Undirected	2.0	9346691
66	83	Undirected	1.0	5032504
66	89	Undirected	2.0	9116350
66	94	Undirected	6.0	3576996
66	95	Undirected	2.0	6287513
66	96	Undirected	2.0	1611834
66	97	Undirected	1.0	4884594
66	98	Undirected	1.0	4081694
66	111	Undirected	6.0	7666126
66	114	Undirected	1.0	4081694
66	115	Undirected	2.0	1302526
68	72	Undirected	2.0	81021
68	80	Undirected	3.0	1139437
68	81	Undirected	1.0	913558
68	82	Undirected	3.0	3514647
68	86	Undirected	1.0	19919
68	87	Undirected	4.0	850867
68	88	Undirected	6.0	7808920
68	91	Undirected	1.0	61102
68	95	Undirected	1.0	1255009
68	97	Undirected	5.0	6847518
68	101	Undirected	1.0	61102
68	107	Undirected	3.0	5681364
69	98	Undirected	2.0	9201920
69	112	Undirected	1.0	5930480
69	114	Undirected	1.0	3253414
70	71	Undirected	4.0	4883290
70	115	Undirected	2.0	1266091
71	89	Undirected	1.0	375602
71	98	Undirected	1.0	375602
71	100	Undirected	3.0	1622871
71	102	Undirected	1.0	939908
72	78	Undirected	1.0	7190025
72	79	Undirected	5.0	13924068
72	80	Undirected	12.0	17536676
72	81	Undirected	1.0	995080
72	82	Undirected	2.0	5915286
72	84	Undirected	8.0	20766618
72	86	Undirected	1.0	19919
72	87	Undirected	1.0	4145262
72	88	Undirected	1.0	995080
72	91	Undirected	1.0	61102
72	92	Undirected	3.0	6739828
72	94	Undirected	6.0	2596625
72	96	Undirected	1.0	995080
72	97	Undirected	1.0	19919
72	99	Undirected	1.0	460998
72	101	Undirected	5.0	6661545
72	110	Undirected	2.0	5395749
73	75	Undirected	8.0	9468288
73	76	Undirected	21.0	35572973
73	82	Undirected	1.0	3768933
73	84	Undirected	1.0	2551402
73	102	Undirected	24.0	51363353
74	79	Undirected	1.0	12825
74	80	Undirected	1.0	256836
74	82	Undirected	3.0	788831
74	84	Undirected	2.0	269661
74	97	Undirected	1.0	530918
74	99	Undirected	1.0	7073862
74	104	Undirected	1.0	12825
74	117	Undirected	3.0	9828596
74	118	Undirected	1.0	7073862
75	76	Undirected	9.0	10402777
75	102	Undirected	6.0	9168828
76	82	Undirected	3.0	1692490
76	94	Undirected	1.0	99345
76	102	Undirected	21.0	35612566
78	79	Undirected	9.0	29211126
78	80	Undirected	10.0	36068918
78	90	Undirected	1.0	4875659
78	94	Undirected	4.0	5941112
78	95	Undirected	5.0	11458369
78	97	Undirected	1.0	4259176
78	99	Undirected	1.0	4259176
78	102	Undirected	1.0	461854
79	80	Undirected	13.0	49409164
79	81	Undirected	1.0	995080
79	82	Undirected	1.0	995080
79	84	Undirected	8.0	16407055
79	85	Undirected	3.0	2704025
79	88	Undirected	1.0	995080
79	90	Undirected	3.0	10931377
79	92	Undirected	2.0	9880688
79	94	Undirected	2.0	3250206
79	95	Undirected	1.0	3034323
79	96	Undirected	1.0	995080
79	97	Undirected	2.0	5274806
79	99	Undirected	1.0	4259176
79	104	Undirected	2.0	5017483
79	111	Undirected	1.0	5004658
80	84	Undirected	14.0	23712508
80	86	Undirected	1.0	211227
80	87	Undirected	1.0	823184
80	88	Undirected	2.0	3097215
80	90	Undirected	2.0	5880661
80	91	Undirected	1.0	61102
80	92	Undirected	4.0	7543612
80	94	Undirected	1.0	215883
80	95	Undirected	1.0	1344142
80	97	Undirected	2.0	9143770
80	99	Undirected	7.0	15145457
80	101	Undirected	2.0	522100
80	104	Undirected	1.0	5004658
80	111	Undirected	1.0	5004658
81	82	Undirected	1.0	995080
81	87	Undirected	3.0	4895562
81	88	Undirected	9.0	24005272
81	96	Undirected	1.0	995080
81	97	Undirected	1.0	763902
81	105	Undirected	1.0	100629
82	84	Undirected	2.0	12074718
82	85	Undirected	2.0	8666093
82	87	Undirected	2.0	7256683
82	88	Undirected	1.0	995080
82	96	Undirected	2.0	2983472
82	97	Undirected	5.0	6224347
82	102	Undirected	1.0	769539
82	103	Undirected	3.0	3030741
82	105	Undirected	1.0	6168139
83	88	Undirected	1.0	2251024
83	89	Undirected	2.0	40039
83	95	Undirected	3.0	5979106
83	97	Undirected	2.0	5134097
83	98	Undirected	3.0	4951656
83	111	Undirected	2.0	5780281
83	112	Undirected	1.0	4000602
83	114	Undirected	6.0	4765950
83	117	Undirected	1.0	342884
84	85	Undirected	1.0	5123946
84	86	Undirected	3.0	4787842
84	87	Undirected	15.0	59438589
84	90	Undirected	4.0	8597092
84	92	Undirected	3.0	6567730
84	94	Undirected	1.0	4012827
84	97	Undirected	1.0	100554
84	99	Undirected	1.0	460998
84	101	Undirected	3.0	575287
84	104	Undirected	5.0	15535041
84	108	Undirected	2.0	454630
84	109	Undirected	1.0	355949
84	110	Undirected	1.0	4644894
85	86	Undirected	1.0	697864
85	92	Undirected	5.0	6073895
85	94	Undirected	2.0	356179
85	104	Undirected	1.0	101608
86	87	Undirected	1.0	4644894
86	97	Undirected	1.0	19919
86	101	Undirected	1.0	43571
86	105	Undirected	2.0	1145264
86	110	Undirected	1.0	4644894
87	88	Undirected	8.0	20158831
87	102	Undirected	1.0	545920
87	104	Undirected	2.0	11183136
87	105	Undirected	7.0	6394813
87	107	Undirected	2.0	758164
87	108	Undirected	2.0	699515
87	109	Undirected	4.0	7331084
87	110	Undirected	6.0	6889171
87	116	Undirected	1.0	395371
88	93	Undirected	3.0	9522409
88	96	Undirected	1.0	995080
88	97	Undirected	1.0	756016
88	107	Undirected	7.0	20297542
88	108	Undirected	1.0	7492223
88	109	Undirected	5.0	18349146
88	110	Undirected	1.0	966179
88	116	Undirected	2.0	1965421
88	118	Undirected	1.0	572579
89	95	Undirected	1.0	20185
89	98	Undirected	18.0	23269972
89	105	Undirected	1.0	715138
89	111	Undirected	17.0	29609587
89	114	Undirected	37.0	35229128
90	91	Undirected	1.0	74174
90	92	Undirected	7.0	11031131
90	104	Undirected	1.0	2711070
90	111	Undirected	2.0	1888971
91	92	Undirected	2.0	5214297
91	99	Undirected	1.0	147434
91	101	Undirected	1.0	61102
91	104	Undirected	2.0	4162158
92	101	Undirected	8.0	21067715
92	104	Undirected	4.0	10169681
92	108	Undirected	1.0	595238
92	110	Undirected	2.0	5891282
92	111	Undirected	4.0	5923880
93	101	Undirected	1.0	12592
93	103	Undirected	2.0	5845233
93	106	Undirected	2.0	6598620
93	112	Undirected	2.0	11207279
93	116	Undirected	2.0	6598620
93	117	Undirected	1.0	5374638
94	95	Undirected	10.0	9208315
95	98	Undirected	1.0	20185
95	111	Undirected	1.0	5032504
95	114	Undirected	1.0	20185
96	97	Undirected	10.0	14121381
96	98	Undirected	1.0	1782704
96	106	Undirected	1.0	4217380
96	108	Undirected	1.0	3693477
96	114	Undirected	6.0	2852796
96	115	Undirected	4.0	1820433
97	98	Undirected	1.0	4183694
97	99	Undirected	1.0	4259176
97	103	Undirected	3.0	2700882
97	106	Undirected	2.0	10000218
97	108	Undirected	1.0	3693477
97	110	Undirected	2.0	1060300
97	114	Undirected	1.0	4183694
97	115	Undirected	1.0	100549
98	102	Undirected	2.0	663437
98	111	Undirected	7.0	18775124
98	112	Undirected	3.0	806020
98	114	Undirected	29.0	34723848
99	101	Undirected	1.0	460998
99	117	Undirected	1.0	7073862
99	118	Undirected	1.0	7073862
101	103	Undirected	1.0	12592
101	104	Undirected	5.0	6281241
101	110	Undirected	1.0	5296044
102	105	Undirected	2.0	1047368
102	109	Undirected	2.0	1138089
102	111	Undirected	1.0	361972
102	112	Undirected	1.0	4062954
102	114	Undirected	3.0	1066175
102	116	Undirected	2.0	1886893
102	117	Undirected	1.0	1395661
103	112	Undirected	2.0	8943564
103	116	Undirected	1.0	3110923
104	108	Undirected	2.0	617084
104	111	Undirected	1.0	5004658
105	108	Undirected	1.0	1229895
105	109	Undirected	1.0	545920
105	110	Undirected	4.0	2125694
105	116	Undirected	1.0	395371
106	112	Undirected	5.0	17849727
106	116	Undirected	2.0	6598620
106	117	Undirected	3.0	7306492
107	109	Undirected	1.0	4563820
107	114	Undirected	1.0	4353851
107	116	Undirected	3.0	11965303
108	109	Undirected	6.0	18011198
108	110	Undirected	6.0	12828944
109	110	Undirected	5.0	19597815
111	112	Undirected	1.0	395222
111	114	Undirected	31.0	29133799
112	114	Undirected	1.0	395222
112	116	Undirected	2.0	8485561
112	117	Undirected	3.0	12427541
116	117	Undirected	2.0	6770299
117	118	Undirected	1.0	7073862
