Id	Label	Num
9896	professor j maciejowski	2
9481	professor y li	4
40346	professor mn morgan	1
11671	professor j norris	5
3826	professor j david	2
1547	professor p blower	1
34764	professor d griffiths	1
38129	professor dm paul	3
27196	dr mr lees	4
28545	professor m basheer	7
2221	professor s bullett	8
36367	professor fp brennan	2
76172	professor cb allen	3
49267	professor pd lee	20
27091	professor agl borthwick	1
43512	professor d greaves	4
8734	professor w kendall	4
2451	professor ra cairns	4
48048	professor p mcclintock	4
55434	professor raw dryfe	3
4738	professor p edwards	4
14032	professor m schroder	6
31280	professor s evans	3
8465	professor jdc jones	6
13096	professor gt reed	6
13742	professor a russell	5
13957	professor am savill	5
55504	professor z yang	3
37749	professor k badcock	2
41906	professor h babinsky	2
13520	professor t rodden	11
47268	professor m pollicott	3
3138	professor ag cohn	6
8103	professor rb jackman	1
43825	professor wp gillin	2
84607	professor s marvin	1
39423	professor p o'brien	2
10965	professor m missous	3
9133	professor m lancaster	1
48498	professor pj skabara	1
3544	professor j cremona	1
50943	dr t radzik	1
15654	professor h thimbleby	4
4504	professor a duffy	4
94767	professor jr durrant	2
31317	dr ia jones	5
10310	professor a matthews	6
12174	professor ea patterson	1
21273	professor d parker	4
8978	dr km knowles	1
65753	professor k williams	1
46533	professor dj balding	1
43154	professor jg hawley	3
37647	professor a king	2
46124	professor g lloyd-jones	5
-2819	professor fa armstrong	5
40832	professor b murray	3
12662	professor mj povey	3
50526	professor w harwin	5
3257	professor cc constantinou	1
29766	professor m fisher	7
53674	dr cl dixon	1
40869	professor st buckland	1
40963	professor dl borchers	1
21785	dr r fenner	3
57277	professor pj walker	6
82902	professor a ardavan	4
33069	professor s linton	2
8719	professor g kelsall	8
12195	professor mj pavier	2
4180	professor p dickens	2
53167	dr ca scotchford	3
36081	professor n alford	2
30074	professor jb davison	1
39422	professor s lee	3
26893	professor m stack	1
37850	professor n stanton	4
59146	professor t baines	3
45677	professor m s a bradley	1
6674	professor b hamilton	1
9071	dr rv kumar	2
48497	dr m kadodwala	6
44576	professor d lennon	5
16421	professor s walker	3
59622	dr ae whiteing	1
29279	professor cm rayner	1
34035	professor ba conway	5
23987	professor t softley	3
22096	professor id abrahams	12
2599	professor omj carsten	3
15837	professor m tight	8
55443	professor a welch	1
-414641	professor fj gilbert	3
3431	professor b cowan	1
13938	professor j saunders	3
12538	professor cp please	2
46119	professor jc knowles	2
36023	professor rj dashwood	6
13273	dr rn richardson	5
27898	dr q zhao	2
6220	professor dm grant	12
2357	professor rj bushby	2
21940	professor sd evans	3
45263	professor i marshall	1
51646	professor s matcher	4
41623	professor a azapagic	8
3247	professor p connolly	7
48379	professor g lock	4
679	professor as bahaj	12
45188	professor s bull	1
10032	professor w malalasekera	6
49768	professor a dent	4
4770	professor a el haj	5
55374	professor j batchelor	5
14179	professor n shadbolt	9
33877	professor pw may	3
14618	professor d smith	4
54748	professor ce shankland	4
15688	professor m calder	11
6532	professor i guymer	8
11176	professor ga morris	1
11644	professor p nolan	1
59852	professor dp shepherd	3
2762	professor jr chaplin	1
13330	professor e riis	6
29806	professor jpw stark	1
8761	professor a kent	2
42780	professor kh luo	7
52920	professor s hooker	2
38533	professor l strigini	5
37521	professor m cates	7
43713	professor nh williams	4
34550	professor h fielding	3
8417	professor w johnstone	9
44615	dr n robertson	1
34084	dr j busby	3
34203	professor chl ong	1
93744	dr mj clifford	3
9046	professor ph kropholler	1
29788	professor lm peter	4
41460	professor dj riley	4
27650	dr jm hale	1
21502	professor m plumbley	9
38108	professor nf thornhill	3
11944	professor j m owen	3
14648	professor jq smith	1
7457	professor a hodgson	3
56138	professor y shikhmurzaev	2
36834	professor i hardalupas	4
51232	professor m o'boyle	6
48696	dr df d'ayala	1
37684	professor h zhao	3
9093	professor n ladommatos	2
9858	professor bl maccarthy	7
29253	dr c richards	2
40151	professor w luk	6
45237	professor m kolokotroni	1
39147	professor m davies	3
15492	professor s tassou	4
6602	professor pj hall	6
15617	professor r templer	5
44119	professor d banister	1
57066	professor ij craddock	7
12300	dr s pennock	3
14544	professor rct slade	4
9043	professor a krier	6
2327	professor r burrows	4
28958	professor m marletta	3
15493	professor rp tatam	8
11955	professor jr owers-bradley	1
45306	professor md dawson	4
4656	professor l eaves	1
56547	professor m kuball	3
8058	professor j irvine	6
38027	professor pa wright	1
27853	professor r akid	1
117266	professor l yellowlees	3
16533	professor md ward	5
55346	professor spj higson	5
-413584	professor b w williams	1
36539	professor t green	3
45991	dr md judd	2
2975	professor bg clarke	3
1313	professor ph beton	4
44582	professor s sharkh	2
10115	professor j marangos	7
-215824	professor ar bell	4
12311	professor sir m pepper	4
17241	professor m wills	2
29635	dr jt nicholls	2
41518	professor dr richards	1
32486	professor m george	9
11753	professor d o'hagan	3
10236	professor uh martin	1
23005	professor d willshaw	7
29862	professor ma sasse	9
9671	professor k lomas	3
75997	professor a podoleanu	3
32020	professor b bowditch	1
2688	professor d cebon	1
45570	dr dj cole	1
28053	professor g coulson	3
45862	professor p potluri	2
273	dr d allsopp	5
42440	professor m adams	3
11031	professor kc molloy	4
1396	professor j binner	3
-23413	professor pm budd	6
37419	professor ea hinds	6
29233	professor wl barnes	7
15686	professor km thomas	3
2320	professor ag burr	1
41098	professor s tait	1
13147	professor g reid	7
48362	professor dm murphy	4
5834	professor j gibbins	3
3322	professor j cooper	4
9295	professor d leak	8
25478	professor p hancock	2
69341	professor ch marrows	5
40042	professor aj kenyon	1
21563	professor dg mccartney	7
15517	professor amp taylor	4
16397	professor ab walker	1
50184	professor a pavic	1
52694	professor m priest	2
44683	professor lf cohen	6
41970	dr jl summers	4
13590	professor a roscoe	1
57961	dr r lazic	2
17707	dr r young	5
34258	professor q pankhurst	7
34558	professor s duckett	4
14197	dr j shapiro	5
7695	professor p houston	4
31603	professor r smith	1
9723	professor d loveday	2
41801	professor im reaney	7
41202	professor dj richardson	11
34917	dr t newson	3
-5718	professor kj kirkby	3
6534	professor r gwilliam	6
8392	professor a johnston	6
37227	professor fw nijhoff	1
56019	dr e palmiere	2
59914	professor a starr	1
27531	professor ad ball	3
38367	professor a mckay	1
62745	professor n petrinic	3
50145	professor b drinkwater	9
3366	professor j corney	3
5127	professor t fearn	8
1994	mr dm brookes	3
3065	professor f cloke	4
52001	professor d lidzey	10
34571	professor s meech	6
56944	professor j rorison	4
11049	professor a monkman	2
596	professor jp attfield	4
50579	professor d hand	8
37464	dr nh thom	2
46040	professor sj clark	6
48598	dr b al-duri	1
59145	professor r roy	3
69614	dr mc wright	1
55349	professor x luo	3
39843	professor d chen	4
15899	professor jf toland	9
85400	professor k wynne	3
5579	professor jg frey	4
53128	dr pj heard	2
-3092	professor grt ter haar	3
44464	dr d holliday	2
36319	dr gs hilton	4
38202	professor e shove	1
28147	professor p wright	5
9586	professor d littlejohn	4
2755	professor m chantler	4
16056	professor rw tucker	4
-114894	professor m jones	6
75897	dr oa petrenko	1
69217	professor hn mcmurray	4
44932	professor d worsley	7
42928	professor z zhang	2
34617	professor ml turner	2
28909	professor p trinder	3
7270	professor s higgins	7
10082	professor s mann	4
13548	professor k rogers	1
44011	professor c greenough	4
102975	professor sw james	7
37692	professor k soga	7
48366	professor p thomas	1
41943	dr p malacaria	3
31869	professor prn childs	2
52780	professor p matousek	3
39291	professor m towrie	3
41112	professor bd simons	4
41956	professor v kurylev	2
46741	professor p donnelly	11
39143	dr g d'alessandro	7
48889	professor p olivier	7
3558	dr r cripps	4
34866	professor p crossley	1
29870	professor s lucas	4
43632	dr spa gill	3
49445	professor sa brewster	1
47895	professor m harman	4
65573	professor r hierons	1
32110	professor rw martin	10
37755	professor a carbery	8
47213	professor b nuseibeh	4
40140	professor r stevens	13
51635	dr w davies	4
42655	professor tj cox	5
58317	professor b inkson	1
37135	dr jhg steinke	2
16895	professor rj whitby	3
10910	professor a mills	7
68356	professor a cross	1
55263	professor y guo	11
35009	professor pv coveney	7
7293	dr ew hill	1
42857	dr j hriljac	1
55713	dr cj sutcliffe	7
-234376	professor ra mcmahon	3
